GroupId	ItemId	ItemName	Count
9	1891	Đá Hồn Lý Thiên Mục-Cao	1
9	1892	Đá Hồn Hoàn Nhan Tương-Cao	1
9	1895	Đá Hồn Gia Luật Sở Tài-Cao	1
9	1899	Đá Hồn Lôi Chấn Thiên-Cao	1
9	1904	Đá Hồn Cao Trường Cung-Cao	1
9	1905	Đá Hồn Triết Biệt-Cao	1
9	1906	Đá Hồn Tần Lương Ngọc-Cao	1
9	1907	Đá Hồn Viên Thừa Chí-Cao	1
9	1908	Đá Hồn Ngao Bái-Cao	1
9	1909	Đá Hồn Hàn Thế Trung-Cao	1
9	1918	Đá Hồn Thiên Tinh Đạo Trưởng-Cao	1
9	1919	Đá Hồn Yên Nhược Tuyết-Cao	1
9	1920	Đá Hồn Dương Hi Liệt-Cao	1
9	1921	Đá Hồn Thượng Quan Phi Long-Cao	1
9	1922	Đá Hồn Nạp Lan Tiềm Lẫm-Cao	1
9	1923	Đá Hồn Phương Miễn-Cao	1
9	1924	Đá Hồn Nam Cung Diệt-Cao	1
9	1925	Đá Hồn Đường Ảnh-Cao	1
9	1926	Đá Hồn Thu Y Thủy-Cao	1
9	2851	Đá Hồn Huyền Từ-Cao	1
