Kind	KeyID	Hide	SubTitle	BigTitle	NotVersion_hk	NotVersion_xm	NotVersion_en	NotVersion_kor	NotVersion_th	NotVersion_vn
Chat_World	220		Giao tiếp	Cộng Đồng						
Chat_Kin	221		Giao tiếp	Cộng Đồng						
Chat_School	222		Giao tiếp	Cộng Đồng						
Chat_Color	223		Giao tiếp	Cộng Đồng						
QuickTeamUp_Normal	224		Giao tiếp	Cộng Đồng						
PkExcercise_1	225		Giao tiếp	Cộng Đồng						
2-person_Horse	226		Giao tiếp	Cộng Đồng						
2-person_Close	227		Giao tiếp	Cộng Đồng						
2-person_Hug	228		Giao tiếp	Cộng Đồng						
2-person_HandInHand	229		Giao tiếp	Cộng Đồng						
Give_Clothes	230		Giao tiếp	Cộng Đồng						
Give_Flower	231		Giao tiếp	Cộng Đồng						
Give_99Flower	232		Giao tiếp	Cộng Đồng						
Family_1	233		Bang Hội	Cộng Đồng						
Family_3	234		Bang Hội	Cộng Đồng						
FamilyContribute_1	235		Bang Hội	Cộng Đồng						
PayOff_1	236		Bang Hội	Cộng Đồng						
Family_Share	237		Bang Hội	Cộng Đồng						
RedBag_1	238		Bang Hội	Cộng Đồng						
DoubleRedBag_1	239		Bang Hội	Cộng Đồng						
LuckDog	240		Bang Hội	Cộng Đồng						
UnforunateMan	241		Bang Hội	Cộng Đồng						
GetMeFight_1	242		Bang Hội	Cộng Đồng						
Family_5	243		Bang Hội	Cộng Đồng						
Drink	244		Bang Hội	Cộng Đồng						
Family_4	245		Bang Hội	Cộng Đồng						
CommerceTask_Help	246		Bang Hội	Cộng Đồng						
Sworn_1	247		Kết Bái	Cộng Đồng						
Sworn_2	248		Kết Bái	Cộng Đồng						
Friends_1	249		Hảo Hữu	Cộng Đồng						
Friends_2	250		Hảo Hữu	Cộng Đồng						
Friends_3	251		Hảo Hữu	Cộng Đồng						
Friend_1	252		Hảo Hữu	Cộng Đồng						
Friend_2	253		Hảo Hữu	Cộng Đồng						
Friend_3	254		Hảo Hữu	Cộng Đồng						
Friend_4	255		Hảo Hữu	Cộng Đồng						
Friend_5	256		Hảo Hữu	Cộng Đồng						
FriendFamiliar_1	257		Hảo Hữu	Cộng Đồng						
FriendFamiliar_2	258		Hảo Hữu	Cộng Đồng						
FriendFamiliar_3	259		Hảo Hữu	Cộng Đồng						
FriendFamiliar_4	260		Hảo Hữu	Cộng Đồng						
FriendFamiliar_5	261		Hảo Hữu	Cộng Đồng						
TeacherStudentElite_1	262		Sư Đồ	Cộng Đồng						
TeacherStudentMaster_1	263		Sư Đồ	Cộng Đồng						
TeacherStudent_Horse	264		Sư Đồ	Cộng Đồng						
TeacherStudent_Equip	265		Sư Đồ	Cộng Đồng						
TeacherStudent_Clothes	266		Sư Đồ	Cộng Đồng						
TeacherStudent_Token	267		Sư Đồ	Cộng Đồng						
TeacherStudent_Excellent	268		Sư Đồ	Cộng Đồng						
TeacherStudent_Task	269		Sư Đồ	Cộng Đồng						
Engage_1	270		Tình Duyên	Cộng Đồng						
Marry_1	271		Tình Duyên	Cộng Đồng						
Marry_Qinggong	272		Tình Duyên	Cộng Đồng						
WeddingAnniversary_1	273		Tình Duyên	Cộng Đồng						
WeddingAnniversary_2	274		Tình Duyên	Cộng Đồng						
WeddingAnniversary_3	275		Tình Duyên	Cộng Đồng						
Revenge_1	276		Kẻ Thù	Cộng Đồng						
Revenge_2	277		Kẻ Thù	Cộng Đồng						
Prison_1	278		Kẻ Thù	Cộng Đồng						
Wanted_Complete	279		Kẻ Thù	Cộng Đồng						
HouseLevel_1	280		Gia Viên	Cộng Đồng						
HouseLevel_2	281		Gia Viên	Cộng Đồng						
HouseComfort_1	282		Gia Viên	Cộng Đồng						
House_Hide	283		Gia Viên	Cộng Đồng						
House_Sleep	284		Gia Viên	Cộng Đồng						
House_Wash	285		Gia Viên	Cộng Đồng						
House_SleepTogether	286		Gia Viên	Cộng Đồng						
House_Swing	287		Gia Viên	Cộng Đồng						
House_Plant	288		Gia Viên	Cộng Đồng						
House_TreeMature	289		Gia Viên	Cộng Đồng						
House_TreeHelp	290		Gia Viên	Cộng Đồng						
House_TreeHelp_Day	291		Gia Viên	Cộng Đồng						
Meditate_Empty	292		Gia Viên	Cộng Đồng						
Bless_1	293		Gia Viên	Cộng Đồng						
Bless_2	294		Gia Viên	Cộng Đồng						
IDIPZan_1	295		Giang Hồ Quảng Trường	Cộng Đồng	1	1	1	1	1	1
IDIPPopularity_1	296		Giang Hồ Quảng Trường	Cộng Đồng	1	1	1	1	1	1
WhiteTiger_1	297		Bạch Hổ Đường	Thế lực						
WhiteTiger_2	298		Bạch Hổ Đường	Thế lực						
WhiteTiger_3	299		Bạch Hổ Đường	Thế lực						
WhiteTiger_4	300		Bạch Hổ Đường	Thế lực						
DomainBattle_1	301		Công Thành Chiến	Thế lực						
DomainBattleCombo_1	302		Công Thành Chiến	Thế lực						
DomainBattleCombo_2	303		Công Thành Chiến	Thế lực						
DomainBattleCombo_3	304		Công Thành Chiến	Thế lực						
DomainBattleCombo_4	305		Công Thành Chiến	Thế lực						
DomainBattle_Car	306		Công Thành Chiến	Thế lực						
DomainBattle_CrossbowCar	307		Công Thành Chiến	Thế lực						
DomainBattle_GunCar	308		Công Thành Chiến	Thế lực						
DomainBattle_Xiangyang	309		Công Thành Chiến	Thế lực						
DomainBattle_Linan	310		Công Thành Chiến	Thế lực						
DomainBattle_XiangyangP	311		Công Thành Chiến	Thế lực						
KinEscort_1	312		Vận Tiêu Bang Hội	Thế lực						
KinEscort_2	313		Vận Tiêu Bang Hội	Thế lực						
KinEscort_3	314		Vận Tiêu Bang Hội	Thế lực						
KinEscort_4	315		Vận Tiêu Bang Hội	Thế lực						
ImperialTombEmperor_1	316		Thủy Hoàng/Nữ Đế	Thế lực						
ImperialTombEmperor_2	317		Thủy Hoàng/Nữ Đế	Thế lực						
ImperialTombEmperor_3	318		Thủy Hoàng/Nữ Đế	Thế lực						
BossChallenge_1	319		Minh Chủ Võ Lâm	Thế lực						
Boss_1	320		Minh Chủ Võ Lâm	Thế lực						
Boss_2	321		Minh Chủ Võ Lâm	Thế lực						
Boss_3	322		Minh Chủ Võ Lâm	Thế lực						
Boss_4	323		Minh Chủ Võ Lâm	Thế lực						
BossRob_1	324		Minh Chủ Võ Lâm	Thế lực						
BossRob_Cai	325		Minh Chủ Võ Lâm	Thế lực						
BossRob_Lucky	326		Minh Chủ Võ Lâm	Thế lực						
BossRob_UnLucky	327		Minh Chủ Võ Lâm	Thế lực						
BossNumberOne_1	328		Minh Chủ Võ Lâm	Thế lực						
FieldBoss_1	329		Danh Tướng	Thế lực						
FieldBoss_2	330		Danh Tướng	Thế lực						
FieldBoss_First	331		Danh Tướng	Thế lực						
FieldLeader_1	332		Thủ Lĩnh Dã Ngoại	Thế lực						
FieldLeader_2	333		Thủ Lĩnh Dã Ngoại	Thế lực						
Clothes_1	334		Hấp dẫn	Tạp Văn						
Arms_1	335		Hấp dẫn	Tạp Văn						
Hat_1	336		Hấp dẫn	Tạp Văn						
Charm_1	337		Hấp dẫn	Tạp Văn						
CommerceTask_1	338		Thương Hội	Tạp Văn						
CommerceTask_2	339		Thương Hội	Tạp Văn						
CommerceTask_3	340		Thương Hội	Tạp Văn						
JuanZhou_1	341		Thương Hội	Tạp Văn						
JuanZhou_3	342		Thương Hội	Tạp Văn						
JuanZhou_2	343		Thương Hội	Tạp Văn						
JuanZhou_4	344		Thương Hội	Tạp Văn						
JuanZhou_5	345		Thương Hội	Tạp Văn						
MoneyTree_1	346		Rung Cây Tiền	Tạp Văn						
MoneyTree_2	347		Rung Cây Tiền	Tạp Văn						
MoneyTree_10	348		Rung Cây Tiền	Tạp Văn						
TheBox_1	349		Rương Hoàng Kim	Tạp Văn						
Angry_Normal	350		Tin thú vị	Tạp Văn						
BlackList	351		Tin thú vị	Tạp Văn						
FirstAuctionDeal_2	352		Tin thú vị	Tạp Văn						
FirstAuctionDeal_4	353		Tin thú vị	Tạp Văn						
Market_Buy	354		Tin thú vị	Tạp Văn						
Market_Sell	355		Tin thú vị	Tạp Văn						
SearchFuben_1	356		Tin thú vị	Tạp Văn						
Mystic_SixSixSIx	357	1	Thần bí	Thần bí						
Mystic_Make14	358	1	Thần bí	Thần bí						
Mystic_8Fire	359	1	Thần bí	Thần bí						
Mystic_MostIntimate	360	1	Thần bí	Thần bí						
Mystic_100Friend	361	1	Thần bí	Thần bí						
Mystic_10Teachers	362	1	Thần bí	Thần bí						
Mystic_10CareerWin	363	1	Thần bí	Thần bí						
Mystic_50InHouse	364	1	Thần bí	Thần bí						
Mystic_AllBoss	365	1	Thần bí	Thần bí						
Mystic_10InHouse	366	1	Thần bí	Thần bí						
Mystic_General	367	1	Thần bí	Thần bí						
Mystic_SeriesKiller1	368	1	Thần bí	Thần bí						
Mystic_SeriesKiller2	369	1	Thần bí	Thần bí						
Mystic_SeriesKiller3	370	1	Thần bí	Thần bí						
Mystic_SeriesKiller4	371	1	Thần bí	Thần bí						
Mystic_SeriesKiller5	372	1	Thần bí	Thần bí						
Mystic_ZhenYuan5Skill	373	1	Thần bí	Thần bí						
Mystic_10CareerNew	374	1	Thần bí	Thần bí						
Mystic_BigShare	375	1	Thần bí	Thần bí						
Mystic_SexChange	376	1	Thần bí	Thần bí					1	
Mystic_FourTimesRedBag	377	1	Thần bí	Thần bí						
Mystic_EightTimesRedBag	378	1	Thần bí	Thần bí						
Mystic_BeatTeacher	379	1	Thần bí	Thần bí						
Mystic_FiveOK	380	1	Thần bí	Thần bí						
Mystic_PeopleNetwork	381	1	Thần bí	Thần bí						
