TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	FightPower	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
7250	Yếu Quyết Kết Bái-Liễu Nhiên	T3_JY_JIEBAI_Q3	37	7178	7178		JueYao	3		5000000	3	1	500000	6	100		1	5000	7	7	7							
7251	Yếu Quyết Kết Bái-Nhập Vi	T4_JY_JIEBAI_Q3	37	7179	7179		JueYao	3		7500000	4	1	750000	6	110		1	7500	9	9	9							
7252	Yếu Quyết Kết Bái-Du Nhẫn	T5_JY_JIEBAI_Q3	37	7180	7180		JueYao	3		10000000	5	1	1000000	6	120		1	10000	11	11	11							
7253	Yếu Quyết Kết Bái-Thần Hội	T6_JY_JIEBAI_Q3	37	7181	7181		JueYao	3		15000000	6	1	1500000	6	130		1	15000	13	13	13							
7254	Yếu Quyết Tình Duyên-Sơ Bình	T1_JY_QINGYUAN_Q3	37	7182	7182		JueYao	4		1000000	1	1	100000	6	80		1	1000	3	3	3							
7255	Yếu Quyết Tình Duyên-Thục Âm	T2_JY_QINGYUAN_Q3	37	7183	7183		JueYao	4		2500000	2	1	250000	6	90		1	2500	5	5	5							
7256	Yếu Quyết Tình Duyên-Liễu Nhiên	T3_JY_QINGYUAN_Q3	37	7184	7184		JueYao	4		5000000	3	1	500000	6	100		1	5000	7	7	7							
7257	Yếu Quyết Tình Duyên-Nhập Vi	T4_JY_QINGYUAN_Q3	37	7185	7185		JueYao	4		7500000	4	1	750000	6	110		1	7500	9	9	9							
7258	Yếu Quyết Tình Duyên-Du Nhẫn	T5_JY_QINGYUAN_Q3	37	7186	7186		JueYao	4		10000000	5	1	1000000	6	120		1	10000	11	11	11							
7259	Yếu Quyết Tình Duyên-Thần Hội	T6_JY_QINGYUAN_Q3	37	7187	7187		JueYao	4		15000000	6	1	1500000	6	130		1	15000	13	13	13							
7260	Yếu Quyết Bang Hội-Sơ Bình	T1_JY_JIAZU_Q3	37	7188	7188		JueYao	5		1000000	1	1	100000	6	80		1	1000	3	3	3							
7261	Yếu Quyết Bang Hội-Thục Âm	T2_JY_JIAZU_Q3	37	7189	7189		JueYao	5		2500000	2	1	250000	6	90		1	2500	5	5	5							
7262	Yếu Quyết Bang Hội-Liễu Nhiên	T3_JY_JIAZU_Q3	37	7190	7190		JueYao	5		5000000	3	1	500000	6	100		1	5000	7	7	7							
7263	Yếu Quyết Bang Hội-Nhập Vi	T4_JY_JIAZU_Q3	37	7191	7191		JueYao	5		7500000	4	1	750000	6	110		1	7500	9	9	9							
7264	Yếu Quyết Bang Hội-Du Nhẫn	T5_JY_JIAZU_Q3	37	7192	7192		JueYao	5		10000000	5	1	1000000	6	120		1	10000	11	11	11							
7265	Yếu Quyết Bang Hội-Thần Hội	T6_JY_JIAZU_Q3	37	7193	7193		JueYao	5		15000000	6	1	1500000	6	130		1	15000	13	13	13							
7266	Yếu Quyết Hiệp Lữ-Sơ Bình	T1_JY_XIALV_Q3	37	7194	7194		JueYao	6		1000000	1	1	100000	6	80		1	1000	3	3	3							
7267	Yếu Quyết Hiệp Lữ-Thục Âm	T2_JY_XIALV_Q3	37	7195	7195		JueYao	6		2500000	2	1	250000	6	90		1	2500	5	5	5							
7268	Yếu Quyết Hiệp Lữ-Liễu Nhiên	T3_JY_XIALV_Q3	37	7196	7196		JueYao	6		5000000	3	1	500000	6	100		1	5000	7	7	7							
7269	Yếu Quyết Hiệp Lữ-Nhập Vi	T4_JY_XIALV_Q3	37	7197	7197		JueYao	6		7500000	4	1	750000	6	110		1	7500	9	9	9							
7270	Yếu Quyết Hiệp Lữ-Du Nhẫn	T5_JY_XIALV_Q3	37	7198	7198		JueYao	6		10000000	5	1	1000000	6	120		1	10000	11	11	11							
7271	Yếu Quyết Hiệp Lữ-Thần Hội	T6_JY_XIALV_Q3	37	7199	7199		JueYao	6		15000000	6	1	1500000	6	130		1	15000	13	13	13							
