TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	ExtParam1	ExtParam2	ExtParam3	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3
8109	Ngũ Độc Tuyệt Học 9	Juexue_Faction12_09		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8110	Ngũ Độc Tuyệt Học 10	Juexue_Faction12_10		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8111	Tuyệt Học-Ngọc Tuyền Ngư Dược	Juexue_Faction13_01		22		4	100		8111	8111				6	4600000		JuexueBook		4600																																																		
8112	Tuyệt Học-Ánh Ba Tỏa Lan	Juexue_Faction13_02		22		4	100		8112	8112				6	4600000		JuexueBook		4600																																																		
8113	Tàng Kiếm Tuyệt Học 3	Juexue_Faction13_03		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8114	Tàng Kiếm Tuyệt Học 4	Juexue_Faction13_04		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8115	Tàng Kiếm Tuyệt Học 5	Juexue_Faction13_05		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8116	Tàng Kiếm Tuyệt Học 6	Juexue_Faction13_06		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8117	Tàng Kiếm Tuyệt Học 7	Juexue_Faction13_07		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8118	Tàng Kiếm Tuyệt Học 8	Juexue_Faction13_08		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8119	Tàng Kiếm Tuyệt Học 9	Juexue_Faction13_09		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8120	Tàng Kiếm Tuyệt Học 10	Juexue_Faction13_10		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8121	Tuyệt Học-Dư Âm Nhiễu Lương	Juexue_Faction14_01		22		4	100		8121	8121				6	4600000		JuexueBook		4600																																																		
8122	Tuyệt Học-Vân Sinh Kết Hải	Juexue_Faction14_02		22		4	100		8122	8122				6	4600000		JuexueBook		4600																																																		
8123	Trường Ca Tuyệt Học 3	Juexue_Faction14_03		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8124	Trường Ca Tuyệt Học 4	Juexue_Faction14_04		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8125	Trường Ca Tuyệt Học 5	Juexue_Faction14_05		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8126	Trường Ca Tuyệt Học 6	Juexue_Faction14_06		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8127	Trường Ca Tuyệt Học 7	Juexue_Faction14_07		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8128	Trường Ca Tuyệt Học 8	Juexue_Faction14_08		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8129	Trường Ca Tuyệt Học 9	Juexue_Faction14_09		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8130	Trường Ca Tuyệt Học 10	Juexue_Faction14_10		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8131	Tuyệt Học-Cầm Sắt Hòa Minh	Juexue_Faction15_01		22		4	100		8131	8131				6	4600000		JuexueBook		4600																																																		
8132	Tuyệt Học-Mai Hoa Tam Lộng	Juexue_Faction15_02		22		4	100		8132	8132				6	4600000		JuexueBook		4600																																																		
8133	Thiên Sơn Tuyệt Học 3	Juexue_Faction15_03		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8134	Thiên Sơn Tuyệt Học 4	Juexue_Faction15_04		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8135	Thiên Sơn Tuyệt Học 5	Juexue_Faction15_05		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8136	Thiên Sơn Tuyệt Học 6	Juexue_Faction15_06		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8137	Thiên Sơn Tuyệt Học 7	Juexue_Faction15_07		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8138	Thiên Sơn Tuyệt Học 8	Juexue_Faction15_08		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8139	Thiên Sơn Tuyệt Học 9	Juexue_Faction15_09		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8140	Thiên Sơn Tuyệt Học 10	Juexue_Faction15_10		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8141	Tuyệt Học-Dục Huyết Đạo Phong	Juexue_Faction16_01		22		4	100		8141	8141				6	4600000		JuexueBook		4600																																																		
8142	Tuyệt Học-Hiệp Sơn Siêu Hải	Juexue_Faction16_02		22		4	100		8142	8142				6	4600000		JuexueBook		4600																																																		
8143	Bá Đao Tuyệt Học 3	Juexue_Faction16_03		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8144	Bá Đao Tuyệt Học 4	Juexue_Faction16_04		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8145	Bá Đao Tuyệt Học 5	Juexue_Faction16_05		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8146	Bá Đao Tuyệt Học 6	Juexue_Faction16_06		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8147	Bá Đao Tuyệt Học 7	Juexue_Faction16_07		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8148	Bá Đao Tuyệt Học 8	Juexue_Faction16_08		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8149	Bá Đao Tuyệt Học 9	Juexue_Faction16_09		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8150	Bá Đao Tuyệt Học 10	Juexue_Faction16_10		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8151	Tuyệt Học-Phong Tống Tử Hà	Juexue_Faction17_01		22		4	100		8151	8151				6	4600000		JuexueBook		4600																																																		
