TimeFrame	PlayerAddExpP	ItemID	LimitAddNum
OpenLevel99	200	6151	0
OpenLevel99	300	6151	0
OpenLevel99	100	6152	0
OpenLevel99	150	6152	0
OpenLevel99	200	6152	0
OpenLevel99	300	6152	0
OpenLevel109	100	212	0
OpenLevel109	150	212	0
OpenLevel109	200	212	0
OpenLevel109	300	212	0
OpenLevel109	100	222	0
OpenLevel109	150	222	0
OpenLevel109	200	222	0
OpenLevel109	300	222	0
OpenLevel109	100	223	0
OpenLevel109	150	223	0
OpenLevel109	200	223	0
OpenLevel109	300	223	0
OpenLevel109	100	224	0
OpenLevel109	150	224	0
OpenLevel109	200	224	0
OpenLevel109	300	224	0
OpenLevel109	100	213	0
OpenLevel109	150	213	0
OpenLevel109	200	213	0
OpenLevel109	300	213	0
OpenLevel109	100	214	0
OpenLevel109	150	214	0
OpenLevel109	200	214	0
OpenLevel109	300	214	0
OpenLevel109	100	215	0
OpenLevel109	150	215	0
OpenLevel109	200	215	0
OpenLevel109	300	215	0
OpenLevel109	100	1234	0
OpenLevel109	150	1234	0
OpenLevel109	200	1234	0
OpenLevel109	300	1234	0
OpenLevel109	100	1235	0
OpenLevel109	150	1235	0
OpenLevel109	200	1235	0
OpenLevel109	300	1235	0
OpenLevel109	100	6151	0
OpenLevel109	150	6151	0
OpenLevel109	200	6151	0
OpenLevel109	300	6151	0
OpenLevel109	100	6152	0
OpenLevel109	150	6152	0
OpenLevel109	200	6152	0
OpenLevel109	300	6152	0
OpenLevel119	100	212	0
OpenLevel119	150	212	0
OpenLevel119	200	212	0
OpenLevel119	300	212	0
OpenLevel119	100	222	0
OpenLevel119	150	222	0
OpenLevel119	200	222	0
OpenLevel119	300	222	0
OpenLevel119	100	223	0
OpenLevel119	150	223	0
OpenLevel119	200	223	0
OpenLevel119	300	223	0
OpenLevel119	100	224	0
OpenLevel119	150	224	0
OpenLevel119	200	224	0
OpenLevel119	300	224	0
OpenLevel119	100	213	0
OpenLevel119	150	213	0
OpenLevel119	200	213	0
OpenLevel119	300	213	0
OpenLevel119	100	214	0
OpenLevel119	150	214	0
OpenLevel119	200	214	0
OpenLevel119	300	214	0
OpenLevel119	100	215	0
OpenLevel119	150	215	0
OpenLevel119	200	215	0
OpenLevel119	300	215	0
OpenLevel119	100	1234	0
OpenLevel119	150	1234	0
OpenLevel119	200	1234	0
OpenLevel119	300	1234	0
OpenLevel119	100	1235	0
OpenLevel119	150	1235	0
OpenLevel119	200	1235	0
OpenLevel119	300	1235	0
OpenLevel119	100	6151	0
OpenLevel119	150	6151	0
OpenLevel119	200	6151	0
OpenLevel119	300	6151	0
OpenLevel119	100	6152	0
OpenLevel119	150	6152	0
OpenLevel119	200	6152	0
OpenLevel119	300	6152	0
OpenLevel129	100	212	0
OpenLevel129	150	212	0
OpenLevel129	200	212	0
OpenLevel129	300	212	0
OpenLevel129	100	222	0
OpenLevel129	150	222	0
OpenLevel129	200	222	0
OpenLevel129	300	222	0
OpenLevel129	100	223	0
OpenLevel129	150	223	0
OpenLevel129	200	223	0
OpenLevel129	300	223	0
OpenLevel129	100	224	0
OpenLevel129	150	224	0
OpenLevel129	200	224	0
OpenLevel129	300	224	0
OpenLevel129	100	213	0
OpenLevel129	150	213	0
OpenLevel129	200	213	0
OpenLevel129	300	213	0
OpenLevel129	100	214	0
OpenLevel129	150	214	0
OpenLevel129	200	214	0
OpenLevel129	300	214	0
OpenLevel129	100	215	0
OpenLevel129	150	215	0
OpenLevel129	200	215	0
OpenLevel129	300	215	0
OpenLevel129	100	1234	0
OpenLevel129	150	1234	0
OpenLevel129	200	1234	0
OpenLevel129	300	1234	0
OpenLevel129	100	1235	0
OpenLevel129	150	1235	0
OpenLevel129	200	1235	0
OpenLevel129	300	1235	0
OpenLevel129	100	6151	0
OpenLevel129	150	6151	0
OpenLevel129	200	6151	0
OpenLevel129	300	6151	0
OpenLevel129	100	6152	0
OpenLevel129	150	6152	0
OpenLevel129	200	6152	0
OpenLevel129	300	6152	0
