TemplateId	Name	Price	MoneyType	PlayerLevel	TimeFrameLimit	NeedForbitStall
3141	【Thu thập Đá Hồn】Hàn Ngọc Lộc Vương	200	Contrib			
3142	【Thu thập Đá Hồn】Trác Phi Phàm	200	Contrib			
3143	【Thu thập Đá Hồn】Nguyệt Minh Dao	200	Contrib			
3144	【Thu thập Đá Hồn】Long Ngạo Thiên	200	Contrib			
3145	【Thu thập Đá Hồn】Mạt Thiên Nhiên	200	Contrib			
3146	【Thu thập Đá Hồn】Đường Tiêu	200	Contrib			
3147	【Thu thập Đá Hồn】Trương Lâm Tâm	200	Contrib			
3148	【Thu thập Đá Hồn】Phong Ngọc Thư	200	Contrib			
3149	【Thu thập Đá Hồn】Hà Mộ Tuyết	200	Contrib			
3150	【Thu thập Đá Hồn】Triệu Thăng Quyền	200	Contrib			
3151	【Thu thập Đá Hồn】Nạp Lan Chân	200	Contrib			
3152	【Thu thập Đá Hồn】Sài Tung	200	Contrib			
3153	【Thu thập Đá Hồn】Thiệu Hồng Uyên	200	Contrib			
3154	【Thu thập Đá Hồn】Bạch Ngạn Kính	200	Contrib			
3155	【Thu thập Đá Hồn】Lôi Phong	200	Contrib			
3156	【Thu thập Đá Hồn】Lôi Đồng	200	Contrib			
3157	【Thu thập Đá Hồn】Đường Quyên Quyên	200	Contrib			
3158	【Thu thập Đá Hồn】Đoạt Bảo Tặc	200	Contrib			
3159	【Thu thập Đá Hồn】Song Thủ Dị Thú	200	Contrib			
3160	【Thu thập Đá Hồn】Bôn Diệm Báo Vương	200	Contrib			
3161	【Thu thập Đá Hồn】Cửu Vĩ Hồ Vương	200	Contrib			
3162	【Thu thập Đá Hồn】Trương Phong	200	Contrib			
3163	【Thu thập Đá Hồn】Nguyệt My Nhi	200	Contrib			
3164	【Thu thập Chiếu Dạ Ngọc Sư Tử】	200	Contrib			
3165	【Thu thập Minh Chủ Lệnh】	200	Contrib			
3166	【Thu thập Bí Kíp】	200	Contrib			
3167	【Thu thập Dạ Minh Châu】	200	Contrib			
3168	【Thu thập Đá Hồn】Lam-Sơ	200	Contrib			
3169	【Thu thập Danh Tướng Lệnh】	200	Contrib			
3170	【Thu thập Vũ Khí Bổn Mạng】	200	Contrib			
3171	【Thu thập Sách Đồng Hành】	200	Contrib			
3172	【Thu thập Hòa Thị Bích】Nón	200	Contrib			
3173	【Thu thập Hòa Thị Bích】Đai	200	Contrib			
3174	【Thu thập Hòa Thị Bích】Dây Chuyền	200	Contrib			
3175	【Thu thập Hòa Thị Bích】Áo	200	Contrib			
3176	【Thu thập Hòa Thị Bích】Ngọc Bội	200	Contrib			
3177	【Thu thập Hòa Thị Bích】Vũ Khí	200	Contrib			
3398	Gà Tây	500	Coin			
3399	Dầu Mỡ	500	Coin			
