szMainType	nSubType	nSellLimitType	nSellLimitSubType	nSellLimitLevel	szName	nType	nIndex	nMinPrecent	nMaxPrecent	nShowLimitPrecent	nCantSellAgain	nSubTypeSold	szTimeOutFunc	szOpenTimeFrame	szCloseTimeFrame	nPrice	szTimeFrame1	nPrice1	szTimeFrame2	nPrice2	szTimeFrame3	nPrice3	szTimeFrame4	nPrice4	szTimeFrame5	nPrice5	szTimeFrame6	nPrice6	szTimeFrame7	nPrice7	szTimeFrame8	nPrice8	szTimeFrame9	nPrice9	szTimeFrame10	nPrice10	szLimit1	szLimit2	szLimit3	szLimit4	szLimit5	szLimit6	szLimit7	szLimit8	szLimit9	szLimit10	szLimit11	szLimit12	szLimit13	szLimit14	szLimit15	szPriceLimitTimeFrame1	szLimitPrice1	szPriceLimitTimeFrame2	szLimitPrice2	szPriceLimitTimeFrame3	szLimitPrice3	szPriceLimitTimeFrame4	szLimitPrice4	szPriceLimitTimeFrame5	szLimitPrice5	szPriceLimitTimeFrame6	szLimitPrice6	szPriceLimitTimeFrame7	szLimitPrice7	szPriceLimitTimeFrame8	szLimitPrice8	szPriceLimitTimeFrame9	szLimitPrice9	szPriceLimitTimeFrame10	szLimitPrice10	szPriceLimitTimeFrame11	szLimitPrice11	szPriceLimitTimeFrame12	szLimitPrice12	szPriceLimitTimeFrame13	szLimitPrice13	szPriceLimitTimeFrame14	szLimitPrice14	szPriceLimitTimeFrame15	szLimitPrice15
item	6993	551			Sách Tâm Đắc Lv139	1	1	50	200	120				OpenLevel139	OpenLevel149	100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100	OpenLevel129	100	OpenLevel139	100	OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	7497	617			Sách Tâm Đắc Lv149	1	1	50	200	120				OpenLevel149	OpenLevel159	100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100	OpenLevel129	100	OpenLevel139	100	OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1			OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	8321	618			Sách Tâm Đắc Lv159	1	1	50	200	120				OpenLevel159	OpenLevel169	100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100	OpenLevel129	100	OpenLevel139	100	OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	9785	619			Sách Tâm Đắc Lv169	1	1	50	200	120				OpenLevel169	OpenLevel179	100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100	OpenLevel129	100	OpenLevel139	100	OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|0	OpenLevel179|1	OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	9786	665			Sách Tâm Đắc Lv179	1	1	50	200	120				OpenLevel179		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100	OpenLevel129	100	OpenLevel139	100	OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|0	OpenLevel179|0	OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	1526	500			Phụ Ma Thạch-Tấn Công Lv3	1	24	50	200	120	1			OpenLevel109		5000	OpenLevel49	5000	OpenLevel59	5000	OpenLevel69	5000	OpenLevel79	5000	OpenLevel89	5000	OpenLevel99	5000	OpenLevel109	5000	OpenLevel119	5000					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119	50|180	OpenLevel129	50|140	OpenLevel139	50|120	OpenLevel149	50|100						
item	1392	3			Phụ Ma Thạch-Tấn Công Lv2	1	25	50	200	120	1					2000	OpenLevel49	2000	OpenLevel59	2000	OpenLevel69	2000	OpenLevel79	2000	OpenLevel89	2000	OpenLevel99	2000	OpenLevel109	2000	OpenLevel119	2000					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129											
item	1391	4			Phụ Ma Thạch-Tấn Công Lv1	1	26	50	200	120	1					500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129											
item	1424	5			La Bàn	1	27	50	200	120						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	1425	6			Quy Giáp	1	28	50	200	120						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	1426	7			Quyên Bạch	1	29	50	200	120						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	1427	8			Lông Sói	1	30	50	200	120						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	1428	9			Chu Sa	1	31	50	200	120						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	3714	457			Tẩy Tủy Kinh-Thượng	1	15	50	200	120	1			OpenLevel49		500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	3715	458			Tẩy Tủy Kinh-Trung	1	16	50	200	120	1			OpenLevel49		750	OpenLevel49	750	OpenLevel59	750	OpenLevel69	750	OpenLevel79	750	OpenLevel89	750	OpenLevel99	750	OpenLevel109	750	OpenLevel119	750					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	3716	459			Tẩy Tủy Kinh-Hạ	1	17	50	200	120	1			OpenLevel109		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	1430	10			Bí Kíp Võ Lâm (Thượng) 	1	18	50	200	120	1			OpenLevel49		500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	450	OpenLevel89	450	OpenLevel99	400	OpenLevel109	400	OpenLevel119	350					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|140	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129											
item	1431	11			Bí Kíp Võ Lâm (Trung)	1	19	50	200	120	1			OpenLevel69		750	OpenLevel49	750	OpenLevel59	750	OpenLevel69	750	OpenLevel79	750	OpenLevel89	750	OpenLevel99	675	OpenLevel109	675	OpenLevel119	600					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|160	OpenLevel109	50|140	OpenLevel119	50|120	OpenLevel129	50|100										
item	1432	12			Bí Kíp Võ Lâm-Hạ	1	20	50	200	120	1			OpenLevel109		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109	50|180	OpenLevel119	50|140	OpenLevel129	50|120	OpenLevel139	50|100								
item	2424	13		1	Tín Vật Môn Phái	1	6	50	200	120	1					20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	2527	14		1	Mã Bài	1	13	50	200	120	1			OpenLevel59		60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
item	764	15			Sách Tu Vi-Sơ	1	21	50	200	120	1					20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129											
item	2395	16			Sách Tu Vi-Trung	1	22	50	200	120	1			OpenLevel69		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129											
item	2396	17			Sách Tu Vi-Cao	1	23	50	200	120	1			OpenLevel69		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129											
item	1970	18			Chiêu Thư Tống Kim	1	9	50	200	120	1					75	OpenLevel49	75	OpenLevel59	75	OpenLevel69	75	OpenLevel79	75	OpenLevel89	75	OpenLevel99	75	OpenLevel109	75	OpenLevel119	75					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|140	OpenLevel109	50|130	OpenLevel119	50|120	OpenLevel129											
item	3494	390			Tâm Ma Bảo Châu	1	7	50	200	120	1			OpenDay118		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|140	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129											
item	2590	19			Bánh Ít Thường	1	32	50	200	120						60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60					OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129											
item	2591	20			Bánh Ít Kỹ Năng	1	33	50	200	120						500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129											
item	8251	20			Bánh Ít Bích Quân (Kỹ năng)	1	33	50	200	120						500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129											
item	8250	24			Bánh Ít Bạch Ngọc (EXP)	1	34	50	200	120						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129											
