TeamID	Name	HeroName	Faction	Level	ExtAttribId	HonorLevel	PartnerId1	PartnerId2	PartnerId3	PartnerId4	PartnerLevel	Strength	Vitality	Dexterity	Energy	SkillLevel	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5
18	Võ Thần Điện Thủ Hộ	Ung Gia Tứ	18	11	1	0		96			6	0	0	0	0	1					
19	Võ Thần Điện Thủ Hộ	Ngũ Hưng Nghiệp	1	11	1	0			96		6	0	0	0	0	1					
20	Võ Thần Điện Thủ Hộ	Hình Nghi Nhân	2	11	1	0				96	6	0	0	0	0	1					
21	Võ Thần Điện Thủ Hộ	Khương Gia Thụ	3	11	1	0	96				6	0	0	0	0	1					
22	Võ Thần Điện Thủ Hộ	Đông Môn Tư Tuyên	4	11	1	0		96			6	0	0	0	0	1					
23	Võ Thần Điện Thủ Hộ	Tần Nhạn Lục	5	11	1	0			96		6	0	0	0	0	1					
24	Võ Thần Điện Thủ Hộ	Xa Ánh Chân	6	11	1	0				96	6	0	0	0	0	1					
25	Võ Thần Điện Thủ Hộ	La Tài Lương	7	11	1	0	96				6	0	0	0	0	1					
26	Võ Thần Điện Thủ Hộ	Hùng Mặc Vân	8	11	1	0		96			6	0	0	0	0	1					
27	Võ Thần Điện Thủ Hộ	Diêm Tuyết Dung	9	11	1	0			96		6	0	0	0	0	1					
28	Võ Thần Điện Thủ Hộ	Hạng Kỳ Thắng	10	11	1	0				96	6	0	0	0	0	1					
29	Võ Thần Điện Thủ Hộ	Tư Hồng Thu Phiến	11	11	1	0	96				6	0	0	0	0	1					
30	Võ Thần Điện Thủ Hộ	Nghiêm Dĩ Quân	12	11	1	0		96			6	0	0	0	0	1					
31	Võ Thần Điện Thủ Hộ	Sái Thi Đan	13	12	1	0	96	78			7	0	0	0	0	1					
32	Võ Thần Điện Thủ Hộ	Long Bác Hãn	14	12	1	0		96	78		7	0	0	0	0	1					
33	Võ Thần Điện Thủ Hộ	Y Phỏng Cầm	15	12	1	1			96	78	7	0	0	0	0	1					
34	Võ Thần Điện Thủ Hộ	Tiêu Hòa Tụng	16	12	1	1	78	96			7	0	0	0	0	1					
35	Võ Thần Điện Thủ Hộ	Quách Hòa Dục	17	12	1	1		78	96		7	0	0	0	0	1					
36	Võ Thần Điện Thủ Hộ	Giản Hiểu Bác	18	12	2	1			78	96	7	0	0	0	0	1					
37	Võ Thần Điện Thủ Hộ	Tống Dương Vũ	1	12	2	1	96	78			7	0	0	0	0	1					
38	Võ Thần Điện Thủ Hộ	Mã Linh Phiến	2	12	2	1		96	78		7	0	0	0	0	1					
39	Võ Thần Điện Thủ Hộ	Nhạc Mẫn Duệ	3	12	2	1			96	78	7	0	0	0	0	1					
40	Võ Thần Điện Thủ Hộ	Từ Linh Tùng	4	12	2	1	78	96			7	0	0	0	0	1					
41	Võ Thần Điện Thủ Hộ	Khấu Túy Liễu	5	12	2	1		78	96		7	0	0	0	0	1					
42	Võ Thần Điện Thủ Hộ	Tư Mã Minh Hiên	6	12	2	1			78	96	7	0	0	0	0	1					
43	Võ Thần Điện Thủ Hộ	Diệp Hàn Tảo	7	12	2	1	96	78			7	0	0	0	0	1					
44	Võ Thần Điện Thủ Hộ	Hình Tuấn Triết	8	12	2	1		96	78		7	0	0	0	0	1					
45	Võ Thần Điện Thủ Hộ	Lư Khưu Kiên Bạch	9	12	2	1			96	78	7	0	0	0	0	1					
46	Võ Thần Điện Thủ Hộ	Bốc Kỳ Thụy	10	13	2	1	78	96			8	0	0	0	0	1					
47	Võ Thần Điện Thủ Hộ	Lâm Nhã Kiện	11	13	2	1		78	96		8	0	0	0	0	1					
48	Võ Thần Điện Thủ Hộ	Soái Văn Thạch	12	13	2	1			78	96	8	0	0	0	0	1					
49	Võ Thần Điện Thủ Hộ	Ô Tiếu Hòe	13	13	2	1	96	78			8	0	0	0	0	1					
50	Võ Thần Điện Thủ Hộ	Vũ Vĩ Kỳ	14	13	2	1		96	78		8	0	0	0	0	1					
51	Võ Thần Điện Thủ Hộ	Giả Hưng Đằng	15	13	2	1			96	78	8	0	0	0	0	1					
52	Võ Thần Điện Thủ Hộ	Kha Diệp Thước	16	13	2	1	78	96			8	0	0	0	0	1					
53	Võ Thần Điện Thủ Hộ	Bảo Nhã Đạt	17	13	2	1		78	96		8	0	0	0	0	1					
54	Võ Thần Điện Thủ Hộ	Mai Mịch Song	18	13	2	1			78	96	8	0	0	0	0	1					
55	Võ Thần Điện Thủ Hộ	Cù Duệ Thức	1	13	2	1	96	76			8	0	0	0	0	1					
56	Võ Thần Điện Thủ Hộ	Lỗ Thừa Cơ	2	13	2	1	96	77	102		8	0	0	0	0	1					
57	Võ Thần Điện Thủ Hộ	Kim Bạch An	3	13	2	1	96	78	103		8	0	0	0	0	1					
58	Võ Thần Điện Thủ Hộ	Hạng Hoài Hàn	4	13	2	1	96	79	104		8	0	0	0	0	1					
59	Võ Thần Điện Thủ Hộ	Mộc Chí Học	5	13	2	1	96	80	105		8	0	0	0	0	1					
60	Võ Thần Điện Thủ Hộ	Mộ Thính Phong	6	13	2	1	96	81	106		8	0	0	0	0	1					
61	Võ Thần Điện Thủ Hộ	Đông Môn Bân Úy	7	14	2	1	96	82	107		9	0	0	0	0	1					
62	Võ Thần Điện Thủ Hộ	Bành Nhạn Hạm	8	14	2	1	96	83	108		9	0	0	0	0	1					
63	Võ Thần Điện Thủ Hộ	Hồ Tinh Hán	9	14	2	1	96	84	109		9	0	0	0	0	1					
64	Võ Thần Điện Thủ Hộ	Trì Phán Dịch	10	14	2	1	96	85	102		9	0	0	0	0	1					
65	Võ Thần Điện Thủ Hộ	Tang Bạch Trúc	11	14	2	1	96	86	103		9	0	0	0	0	1					
66	Võ Thần Điện Thủ Hộ	Toàn Ngữ Nhi	12	14	2	1	96	87	104		9	0	0	0	0	1					
67	Võ Thần Điện Thủ Hộ	Đường Hùng Bác	13	14	2	1	96	88	105		9	0	0	0	0	1					
68	Võ Thần Điện Thủ Hộ	Vi Nguyên Dao	14	14	2	1	96	89	106		9	0	0	0	0	1					
69	Võ Thần Điện Thủ Hộ	Hoa Ảo Phong	15	14	2	1	96	90	107		9	0	0	0	0	1					
70	Võ Thần Điện Thủ Hộ	Thành Ngạo Dị	16	14	2	1	96	91	108		9	0	0	0	0	1					
71	Võ Thần Điện Thủ Hộ	Thạch Anh Duệ	17	14	2	1	96	92	109		9	0	0	0	0	1					
72	Võ Thần Điện Thủ Hộ	Tư Hồng Thiệu Quân	18	14	2	1	96	93	102		9	0	0	0	0	1					
73	Võ Thần Điện Thủ Hộ	Chu Tư Diểu	1	14	2	1	96	94	103		9	0	0	0	0	1					
74	Võ Thần Điện Thủ Hộ	Vũ Văn Ức Nam	2	14	2	1	96	95	104		9	0	0	0	0	1					
75	Võ Thần Điện Thủ Hộ	Tư Ngưng Liên	3	14	2	1	96	76	105		9	0	0	0	0	1					
76	Võ Thần Điện Thủ Hộ	Mạnh Dĩ Đằng	4	15	2	1	96	77	106		10	0	0	0	0	1					
77	Võ Thần Điện Thủ Hộ	Ung Dị Hoè	5	15	2	1	96	78	107		10	0	0	0	0	1					
78	Võ Thần Điện Thủ Hộ	Thích Kiên Thành	6	15	2	1	96	79	108		10	0	0	0	0	1					
79	Võ Thần Điện Thủ Hộ	Mưu Mộ Nhạn	7	15	2	1	96	80	109		10	0	0	0	0	1					
80	Võ Thần Điện Thủ Hộ	Cảnh Dũng Nam	8	15	2	1	96	81	102		10	0	0	0	0	1					
81	Võ Thần Điện Thủ Hộ	Du Tu Quân	9	15	2	2	96	82	103		10	0	0	0	0	1					
82	Võ Thần Điện Thủ Hộ	Uất Trì Tích Phiến	10	15	2	2	96	83	104		10	0	0	0	0	1					
83	Võ Thần Điện Thủ Hộ	Mã Tâm Viễn	11	15	2	2	96	84	105		10	0	0	0	0	1					
84	Võ Thần Điện Thủ Hộ	Diêm Thiên Kiêu	12	15	2	2	96	85	106		10	0	0	0	0	1					
85	Võ Thần Điện Thủ Hộ	Soái Thư Liễu	13	15	2	2	96	86	107		10	0	0	0	0	1					
86	Võ Thần Điện Thủ Hộ	Mạch Bành Bành	14	16	2	2	96	87	108		11	0	0	0	0	1					
87	Võ Thần Điện Thủ Hộ	Kết nối với 	15	16	2	2	96	88	109		11	0	0	0	0	1					
88	Võ Thần Điện Thủ Hộ	Tư Không Hồng Thâm	16	16	2	2	96	89	102		11	0	0	0	0	1					
89	Võ Thần Điện Thủ Hộ	Dị Ký Dao	17	16	2	2	96	90	103		11	0	0	0	0	1					
90	Võ Thần Điện Thủ Hộ	Miêu Bạch Hủy	18	16	2	2	96	91	104		11	0	0	0	0	1					
91	Võ Thần Điện Thủ Hộ	Thời Tuấn Kiệt	1	16	2	2	96	92	105		11	0	0	0	0	1					
92	Võ Thần Điện Thủ Hộ	Quảng Phi Thư	2	16	2	2	96	93	106		11	0	0	0	0	1					
93	Võ Thần Điện Thủ Hộ	Khấu Hoa Hàn	3	16	2	2	96	94	107		11	0	0	0	0	1					
94	Võ Thần Điện Thủ Hộ	Thuần Vu Lãnh Sương	4	16	2	2	96	95	108		11	0	0	0	0	1					
95	Võ Thần Điện Thủ Hộ	Nhậm Ký Linh	5	16	2	2	96	76	109		11	0	0	0	0	1					
96	Võ Thần Điện Thủ Hộ	Hà Tự Di	6	17	2	2	96	77	102		12	0	0	0	0	1					
97	Võ Thần Điện Thủ Hộ	Gia Phàm Chi	7	17	2	2	96	78	103		12	0	0	0	0	1					
98	Võ Thần Điện Thủ Hộ	Tùy Diệc Du	8	17	2	2	96	79	104		12	0	0	0	0	1					
99	Võ Thần Điện Thủ Hộ	Quản Sơ Dao	9	17	2	2	96	80	105		12	0	0	0	0	1					
100	Võ Thần Điện Thủ Hộ	Tiêu Hạo Bác	10	17	2	2	96	81	106		12	0	0	0	0	1					
101	Võ Thần Điện Thủ Hộ	Tìm	11	17	2	2	96	82	107		12	0	0	0	0	1					
102	Võ Thần Điện Thủ Hộ	Tây Môn Linh An	12	17	2	2	96	83	108		12	0	0	0	0	1					
103	Võ Thần Điện Thủ Hộ	Bốc Hải Đông	13	17	2	2	96	84	109		12	0	0	0	0	1					
104	Võ Thần Điện Thủ Hộ	Uất Trì Lương Hàn	14	17	2	2	96	85	102		12	0	0	0	0	1					
105	Võ Thần Điện Thủ Hộ	Vinh Hạ Chân	15	17	2	2	96	86	103		12	0	0	0	0	1					
106	Võ Thần Điện Thủ Hộ	Đơn Vu Lạc Phàm	16	18	2	2	96	87	104	59	13	0	0	0	0	1					
107	Võ Thần Điện Thủ Hộ	Lang Bán An	17	18	2	2	96	88	105	59	13	0	0	0	0	1					
108	Võ Thần Điện Thủ Hộ	Phan Trạch Ngữ	18	18	2	2	96	89	106	59	13	0	0	0	0	1					
109	Võ Thần Điện Thủ Hộ	Đơn Vu Nguyên Tư	1	18	2	2	96	90	107	59	13	0	0	0	0	1					
110	Võ Thần Điện Thủ Hộ	Minh Khiếu Phú	2	18	2	2	96	91	108	59	13	0	0	0	0	1					
111	Võ Thần Điện Thủ Hộ	Ngao Tử Mặc	3	18	2	2	96	92	109	59	13	0	0	0	0	1					
112	Võ Thần Điện Thủ Hộ	Doãn Cô Lăng	4	18	2	2	96	93	102	59	13	0	0	0	0	1					
113	Võ Thần Điện Thủ Hộ	Cốc Khiếu Thao	5	18	2	2	96	94	103	59	13	0	0	0	0	1					
114	Võ Thần Điện Thủ Hộ	Vu Mặc Tuyên	6	18	2	2	96	95	104	59	13	0	0	0	0	1					
115	Võ Thần Điện Thủ Hộ	Hồ Đại Linh	7	18	2	2	96	76	105	59	13	0	0	0	0	1					
116	Võ Thần Điện Thủ Hộ	Miêu Thanh Hàn	8	19	2	2	96	77	106	59	14	0	0	0	0	1					
117	Võ Thần Điện Thủ Hộ	Lăng Tu Vi	9	19	2	2	96	78	107	59	14	0	0	0	0	1					
118	Võ Thần Điện Thủ Hộ	Thuần Vu Ức Phong	10	19	2	2	96	79	108	59	14	0	0	0	0	1					
119	Võ Thần Điện Thủ Hộ	Khói Trì Hoãn	11	19	2	2	96	80	109	59	14	0	0	0	0	1					
120	Võ Thần Điện Thủ Hộ	Phòng Hưng Đằng	12	19	2	2	96	81	102	59	14	0	0	0	0	1					
121	Võ Thần Điện Thủ Hộ	Hình Tích Hàn	13	19	2	2	96	82	103	59	14	0	0	0	0	1					
122	Võ Thần Điện Thủ Hộ	Trịnh Dạ Dục	14	19	2	2	96	83	104	59	14	0	0	0	0	1					
123	Võ Thần Điện Thủ Hộ	Mễ Hòa Hiệp	15	19	2	2	96	84	105	59	14	0	0	0	0	1					
124	Võ Thần Điện Thủ Hộ	Thương Tư Ngự	16	19	2	2	96	85	106	59	14	0	0	0	0	1					
125	Võ Thần Điện Thủ Hộ	Đào An Ba	17	19	2	2	96	86	107	59	14	0	0	0	0	1					
126	Võ Thần Điện Thủ Hộ	Quế Đạt An	18	20	2	2	96	87	108	59	15	0	0	0	0	1					
127	Võ Thần Điện Thủ Hộ	Du Tu Văn	1	20	2	2	96	88	109	59	15	0	0	0	0	1					
128	Võ Thần Điện Thủ Hộ	Liêu Hoằng Thâm	2	20	2	2	96	89	102	59	15	0	0	0	0	1					
129	Võ Thần Điện Thủ Hộ	Lê Cảnh Diệu	3	20	2	2	96	90	103	59	15	0	0	0	0	1					
130	Võ Thần Điện Thủ Hộ	Dụ Thiên Canh	4	20	2	2	96	91	104	59	15	0	0	0	0	1					
131	Võ Thần Điện Thủ Hộ	Sư Ân Yên	5	21	2	2	96	92	105	59	16	0	0	0	0	1					
132	Võ Thần Điện Thủ Hộ	Uyển Diệp Hách	6	21	2	2	96	93	106	59	16	0	0	0	0	1					
133	Võ Thần Điện Thủ Hộ	Mã Phong Đức	7	21	2	2	96	94	107	59	16	0	0	0	0	1					
134	Võ Thần Điện Thủ Hộ	Tuân Vũ Ấm	8	21	2	2	96	95	108	59	16	0	0	0	0	1					
135	Võ Thần Điện Thủ Hộ	Vu Thành Lễ	9	21	2	2	96	76	109	59	16	0	0	0	0	1					
136	Võ Thần Điện Thủ Hộ	Địch Kỳ Thúy	10	22	2	3	96	77	102	59	17	0	0	0	0	1					
137	Võ Thần Điện Thủ Hộ	Trịnh Đại Linh	11	22	2	3	96	78	103	59	17	0	0	0	0	1					
138	Võ Thần Điện Thủ Hộ	Lăng Dương Sóc	12	22	2	3	96	79	104	59	17	0	0	0	0	1					
139	Võ Thần Điện Thủ Hộ	Lưu Quân Hạo	13	22	2	3	96	80	105	59	17	0	0	0	0	1					
140	Võ Thần Điện Thủ Hộ	Phiền Bạch Phàm	14	22	2	3	96	81	106	59	17	0	0	0	0	1					
141	Võ Thần Điện Thủ Hộ	Tôn Minh Húc	15	23	2	3	96	82	107	59	18	0	0	0	0	1					
142	Võ Thần Điện Thủ Hộ	Bàng Tòng Ngưng	16	23	2	3	96	83	108	59	18	0	0	0	0	1					
143	Võ Thần Điện Thủ Hộ	Khổng Chính Nghị	17	23	2	3	96	84	109	59	18	0	0	0	0	1					
144	Võ Thần Điện Thủ Hộ	Cù Vĩnh Khang	18	23	2	3	96	85	102	59	18	0	0	0	0	1					
145	Võ Thần Điện Thủ Hộ	Ông Kỳ Lược	1	23	2	3	96	86	103	59	18	0	0	0	0	1					
146	Võ Thần Điện Thủ Hộ	Nguyên Liên Đằng	2	24	2	3	96	87	104	59	19	0	0	0	0	1					
147	Võ Thần Điện Thủ Hộ	Lặc Bằng Hưng	3	24	2	3	96	88	105	59	19	0	0	0	0	1					
148	Võ Thần Điện Thủ Hộ	Từ Hàn Tảo	4	24	2	3	96	89	106	59	19	0	0	0	0	1					
149	Võ Thần Điện Thủ Hộ	Công Dã Hạ Thu	5	24	3	3	96	90	107	59	19	0	0	0	0	1					
150	Võ Thần Điện Thủ Hộ	Khổng Hựu Liên	6	24	3	3	96	91	108	59	19	0	0	0	0	1					
151	Võ Thần Điện Thủ Hộ	Mâu Mặc Dao	7	25	3	4	96	92	109	59	20	0	0	0	0	1					
152	Võ Thần Điện Thủ Hộ	Mưu Dị Văn	8	25	3	4	96	93	102	59	20	0	0	0	0	1					
153	Võ Thần Điện Thủ Hộ	Quách Hãn Nguyệt	9	25	3	4	96	94	103	59	20	0	0	0	0	1					
154	Võ Thần Điện Thủ Hộ	Cữu An Nhiên	10	25	3	4	96	95	104	59	20	0	0	0	0	1					
155	Võ Thần Điện Thủ Hộ	Ngân Vũ Văn	11	25	3	4	96	76	105	59	20	0	0	0	0	1					
156	Võ Thần Điện Thủ Hộ	Mẫn Đan Khiếu	12	26	3	4	96	77	106	59	21	0	0	0	0	1					
157	Võ Thần Điện Thủ Hộ	Lê Anh Ngạn	13	26	3	4	96	78	107	59	21	0	0	0	0	1					
158	Võ Thần Điện Thủ Hộ	Hình Niệm Thao	14	26	3	4	96	79	108	59	21	0	0	0	0	1					
159	Võ Thần Điện Thủ Hộ	Cung Tinh Kiếm	15	26	3	4	96	80	109	59	21	0	0	0	0	1					
160	Võ Thần Điện Thủ Hộ	Thuần Vu Văn Xương	16	26	3	4	96	81	102	59	21	0	0	0	0	1					
161	Võ Thần Điện Thủ Hộ	Gia Hòa An	17	27	3	4	96	82	103	59	22	0	0	0	0	1					
162	Võ Thần Điện Thủ Hộ	Cảnh Bình Đoan	18	27	3	4	96	83	104	59	22	0	0	0	0	1					
163	Võ Thần Điện Thủ Hộ	Lăng Gia Chí	1	27	3	4	96	84	105	59	22	0	0	0	0	1					
164	Võ Thần Điện Thủ Hộ	Địch Nhĩ Liễu	2	27	3	4	96	85	106	59	22	0	0	0	0	1					
165	Võ Thần Điện Thủ Hộ	Tuân Bán Song	3	27	4	4	96	86	107	59	22	0	0	0	0	1					
166	Võ Thần Điện Thủ Hộ	Lý Vũ Chính	4	28	4	4	96	87	108	59	23	0	0	0	0	1					
167	Võ Thần Điện Thủ Hộ	Đằng Nguy Ngang	5	28	4	4	96	88	109	59	23	0	0	0	0	1					
168	Võ Thần Điện Thủ Hộ	Văn Chí Minh	6	28	4	4	96	89	102	59	23	0	0	0	0	1					
169	Võ Thần Điện Thủ Hộ	Hầu Tiếu Nam	7	28	4	4	96	90	103	59	23	0	0	0	0	1					
170	Võ Thần Điện Thủ Hộ	Đông Quách An Tường	8	28	4	4	96	91	104	59	23	0	0	0	0	1					
171	Võ Thần Điện Thủ Hộ	Sử Hoài Liên	9	29	4	4	96	92	105	59	24	0	0	0	0	1					
172	Võ Thần Điện Thủ Hộ	Liêm Bác Siêu	10	29	4	4	96	93	106	59	24	0	0	0	0	1					
173	Võ Thần Điện Thủ Hộ	Biện Phong Bật	11	29	4	4	96	94	107	59	24	0	0	0	0	1					
174	Võ Thần Điện Thủ Hộ	Tần Đại Phàm	12	29	4	4	96	95	108	59	24	0	0	0	0	1					
175	Võ Thần Điện Thủ Hộ	Liêm Linh Phiến	13	29	4	4	96	76	109	59	24	0	0	0	0	1					
176	Võ Thần Điện Thủ Hộ	Đường Lãnh Chính	14	30	4	4	96	77	102	59	25	0	0	0	0	1					
177	Võ Thần Điện Thủ Hộ	Hoa Hạo Đại	15	30	4	4	96	78	103	59	25	0	0	0	0	1					
178	Võ Thần Điện Thủ Hộ	Tiết Bái Cần	16	30	4	4	96	79	104	59	25	0	0	0	0	1					
179	Võ Thần Điện Thủ Hộ	Đơn Phỏng Phong	17	30	4	4	96	80	105	59	25	0	0	0	0	1					
180	Võ Thần Điện Thủ Hộ	Phí Hoa Áo	18	30	4	4	96	81	106	59	25	0	0	0	0	1					
181	Võ Thần Điện Thủ Hộ	Hàn Hướng Hoè	1	31	4	4	96	82	107	59	26	0	0	0	0	1					
182	Võ Thần Điện Thủ Hộ	Vu Minh Trí	2	31	4	4	96	83	108	59	26	0	0	0	0	1					
183	Võ Thần Điện Thủ Hộ	Phí Quang Dự	3	31	4	4	96	84	109	59	26	0	0	0	0	1					
184	Võ Thần Điện Thủ Hộ	Ân Thu Tiếu	4	31	4	4	96	85	102	59	26	0	0	0	0	1					
185	Võ Thần Điện Thủ Hộ	Mộ Dung Dị Dung	5	31	4	4	96	86	103	59	26	0	0	0	0	1					
186	Võ Thần Điện Thủ Hộ	Ô Anh Tư	6	32	4	4	96	87	104	59	27	0	0	0	0	1					
187	Võ Thần Điện Thủ Hộ	Nghiêm Đoan Khiếu	7	32	4	4	96	88	105	59	27	0	0	0	0	1					
188	Võ Thần Điện Thủ Hộ	Hoàng Thiên Công	8	32	5	4	96	89	106	59	27	0	0	0	0	1					
189	Võ Thần Điện Thủ Hộ	Giản Mặc Trúc	9	32	5	4	96	90	107	59	27	0	0	0	0	1					
190	Võ Thần Điện Thủ Hộ	Bùi Đạt Hàn	10	32	5	4	96	91	108	59	27	0	0	0	0	1					
191	Võ Thần Điện Thủ Hộ	Tư Mã Nguyên Thanh	11	33	5	4	96	92	109	59	28	0	0	0	0	1					
192	Võ Thần Điện Thủ Hộ	Lâm Thủy Hà	12	33	5	4	96	93	102	59	28	0	0	0	0	1					
193	Võ Thần Điện Thủ Hộ	Giang Nguyên Cơ	13	33	5	4	96	94	103	59	28	0	0	0	0	1					
194	Võ Thần Điện Thủ Hộ	Đới Lãnh Tuyết	14	33	5	4	96	95	104	59	28	0	0	0	0	1					
195	Võ Thần Điện Thủ Hộ	Vu Tuyết Thu	15	33	5	4	96	76	105	59	28	0	0	0	0	1					
196	Võ Thần Điện Thủ Hộ	Nhạc Minh Triết	16	34	5	4	96	77	106	59	29	0	0	0	0	1					
197	Võ Thần Điện Thủ Hộ	Hình Thủy Nhi	17	34	5	4	96	78	107	59	29	0	0	0	0	1					
198	Võ Thần Điện Thủ Hộ	Triệu Sơn Phú	18	34	5	4	96	79	108	59	29	0	0	0	0	1					
199	Võ Thần Điện Thủ Hộ	Dụ Lạc Du	1	34	5	4	96	80	109	59	29	0	0	0	0	1					
200	Võ Thần Điện Thủ Hộ	Lữ Tử Trạc	2	34	5	4	96	81	102	59	29	0	0	0	0	1					
201	Võ Thần Điện Thủ Hộ	Quan Thư Cầm	3	35	5	5	96	87	104	59	30	0	0	0	0	1					
202	Võ Thần Điện Thủ Hộ	Cung Chí Thành	4	35	5	5	96	88	105	59	30	0	0	0	0	1					
203	Võ Thần Điện Thủ Hộ	Tả Khâu Hàn Lâm	5	35	5	5	96	89	106	59	30	0	0	0	0	1					
204	Võ Thần Điện Thủ Hộ	Trọng Tôn Hoằng Viễn	6	35	5	5	96	90	107	59	30	0	0	0	0	1					
205	Võ Thần Điện Thủ Hộ	Chương Ức Đạt	7	35	5	5	96	91	108	59	30	0	0	0	0	1					
206	Võ Thần Điện Thủ Hộ	Độc Cô Tuấn Dự	8	36	5	5	96	92	109	59	31	0	0	0	0	1					
207	Võ Thần Điện Thủ Hộ	Nghiêm Nhuệ Tinh	9	36	5	5	96	93	102	59	31	0	0	0	0	1					
208	Võ Thần Điện Thủ Hộ	Loan Mịch Vân	10	36	5	5	96	94	103	59	31	0	0	0	0	1					
209	Võ Thần Điện Thủ Hộ	Tư Mã Diệc Toàn	11	36	5	5	96	95	104	59	31	0	0	0	0	1					
210	Võ Thần Điện Thủ Hộ	Đoạn Ức Tuyết	12	36	5	5	96	76	105	59	31	0	0	0	0	1					
211	Võ Thần Điện Thủ Hộ	Mục Mặc Dung	13	37	5	5	96	77	106	59	32	0	0	0	0	1					
212	Võ Thần Điện Thủ Hộ	Thẩm Tinh Hỏa	14	37	5	5	96	78	107	59	32	0	0	0	0	1					
213	Võ Thần Điện Thủ Hộ	Lệnh Hồ Tư Phong	15	37	5	5	96	79	108	59	32	0	0	0	0	1					
214	Võ Thần Điện Thủ Hộ	Mộ Hàn Tùng	16	37	5	5	96	80	109	59	32	0	0	0	0	1					
215	Võ Thần Điện Thủ Hộ	Hạ Hòa Quang	17	37	5	5	96	81	102	59	32	0	0	0	0	1					
216	Võ Thần Điện Thủ Hộ	Mục Hồng Hi	18	38	5	5	96	82	103	59	33	0	0	0	0	1					
217	Võ Thần Điện Thủ Hộ	Tô Hoằng Văn	1	38	5	5	96	83	104	59	33	0	0	0	0	1					
218	Võ Thần Điện Thủ Hộ	Ung Gia Tứ	2	38	5	5	96	84	105	59	33	0	0	0	0	1					
219	Võ Thần Điện Thủ Hộ	Ngũ Hưng Nghiệp	3	38	5	5	96	85	106	59	33	0	0	0	0	1					
220	Võ Thần Điện Thủ Hộ	Hình Nghi Nhân	4	38	5	5	96	86	107	59	33	0	0	0	0	1					
221	Võ Thần Điện Thủ Hộ	Khương Gia Thụ	5	39	5	5	96	87	108	59	34	0	0	0	0	1					
222	Võ Thần Điện Thủ Hộ	Đông Môn Tư Tuyên	6	39	5	5	96	88	109	59	34	0	0	0	0	1					
223	Võ Thần Điện Thủ Hộ	Tần Nhạn Lục	7	39	5	5	96	89	102	59	34	0	0	0	0	1					
224	Võ Thần Điện Thủ Hộ	Xa Ánh Chân	8	39	5	5	96	90	103	59	34	0	0	0	0	1					
225	Võ Thần Điện Thủ Hộ	La Tài Lương	9	39	5	5	96	91	104	59	34	0	0	0	0	1					
226	Võ Thần Điện Thủ Hộ	Hùng Mặc Vân	10	40	6	5	96	92	105	59	35	0	0	0	0	1					
227	Võ Thần Điện Thủ Hộ	Diêm Tuyết Dung	11	40	6	5	96	93	106	59	35	0	0	0	0	1					
228	Võ Thần Điện Thủ Hộ	Hạng Kỳ Thắng	12	40	6	5	96	94	107	59	35	0	0	0	0	1					
229	Võ Thần Điện Thủ Hộ	Tư Hồng Thu Phiến	13	40	6	5	96	95	108	59	35	0	0	0	0	1					
230	Võ Thần Điện Thủ Hộ	Nghiêm Dĩ Quân	14	40	6	5	96	76	109	59	35	0	0	0	0	1					
