Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
Test_pt2	86	Không phải đồng đội của đại hiệp	3	1			13						201	1					560	980	Setting/Npc/Ai/partner/FellowCommon.ini			1	17	1																		
Test_pt3	87	Không phải đồng đội của người đó	3	1			103						501	1					560	980	Setting/Npc/Ai/partner/FellowCommon.ini			1	17	1																		
City_touxian	88	Độc Cô Kiếm	2	1	ZhenFaTaskNpc		32	210	310	Sức một người chưa đủ! Nếu biết kết hợp sức mạnh xung quanh hợp thành liên minh, thì sẽ trường thịnh!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	17	1																		
City_jingjichang	89	Nam Cung Phi	2	1			5027	207	307			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_huodongjieyin	90	Tiếp Dẫn Hoạt Động	2	1	ActivityNpc		177	13	113			1	35	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_lingtuzhan	91	Lưu Vân	2	1			107	213	313			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_shiliangu	92	Trương Phong	2	1			1119	15	115			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	17	1																		
City_jiazu	93	Quản Lý Bang Hội	2	1			11	226	326			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_qianghua	94	Cường hóa	2	1			139	203	303			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_shanghui	95	Tiểu Tử Yên	2	1			191	802	802	Khách quan, có định cùng người trong mộng bước lên Thuyền Vũ Lâu không? Nếu chưa có vé tàu, có thể mua trực tiếp ở chỗ ta đấy!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_chiyoumu	96	Xi Vưu Mộ	2	1			115	214	314			1	22	1							Setting/Npc/Ai/CommonActive.ini			0	18	1																		
City_butou	97	Nguyệt My Nhi	2	1			1102	22	122	Hừ! Dám đối đầu với Phi Long Bảo! Chán sống rồi sao!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_jiayuan	98	Vệ Binh	2	1			150	11	111	Bảo vệ Lâm An đến cùng!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	17	1																		
City_jiulou	99	Công Tôn Tích Hoa	2	1	ActivityQuestion		189	5	105	Nghe đâu giang hồ có người tên Bách Hiểu Sinh, không gì là không biết. Sau này chủ quán Ẩn Hương Lầu ta sẽ giỏi hơn hắn.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_tiejiang	100	Mạnh Tri Thu	2	1			156	203	303	Trong tay không kiếm, trong lòng có kiếm, người kiếm hợp nhất!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc1	620	Đường Ảnh	2	1			119	201	301	... Không biết khi nào mới gặp người tri kỷ.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc2	621	Trương Lâm Tâm	2	1			1100	996	997			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc3	622	Tử Hiên	2	1			131	20	120	Ta là người phụ trách báo danh và bỏ phiếu bầu chọn Miss Võ Lâm Truyền Kỳ Mobile.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc4	623	Ân Phương	2	1			125	208	308	(Lén lút) Người cầm quạt có vẻ rất giỏi võ công! Hãy chọn hắn!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc5	624	Dương Ảnh Phong	2	1			1101	225	325	「Võ Đạo Đức Kinh」Nếu lấy được vật này, sẽ có thể hoàn thành tâm nguyện của cha...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc6	625	Trương Như Mộng	2	1			193	214	314	Thời gian không bao giờ dừng lại...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc7	626	Huyền Thiên Đạo Nhân	2	1			5016	211	311	Đạo khả đạo, phi thường đạo, danh khả danh, phi hằng danh.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc8	627	Tổng Quản Bang Hội	2	1			107	19	119			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc9	629	Nạp Lan Tiềm Lẫm	2	1	SwornFriendsNpc1		187	212	312	Nhân tại giang hồ, thân bất do kỷ.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc10	630	Lục Văn Long	2	1			144	205	305			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc11	631	Yên Nhược Tuyết	2	1	LoverNpc		1129	727	727			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc12	632	Tường Vi	2	1			103	18	118	Cha thật hồ đồ! Trác Phi Phàm có gì hay ho chứ? Hừ!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc13	633	Dương Anh	2	1			141	17	117			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc14	693	Đằng Vân	4	1			426	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc15	694	Thu Y Thủy	2	1			158	218	318	Võ Đạo Đức Kinh xuất hiện, võ lâm lại dậy sóng...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc16	699	Giá Vụ	4	1			427	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc17	1350	Sài Tung	2	1			132	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
City_npc18	2752	Long Ngũ	2	1			658	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TianWang_Master	1527	Dương Anh	2	1			141	17	117			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
XiaoYao_Master	1528	Chúc Tử Hư	2	1			214	216	316			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
Emei_Master	1529	Thanh Hiểu Sư Thái	2	1			185	2	102			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TaoHua_Master	1530	Hoàng Mộ Vân	2	1	CardPickHelper		209	16	116			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TianRen_Master	1531	Đạo Nhất Chân Nhân	2	1			1116	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Master	1532	Đoan Mộc Duệ	2	1			1122	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
ShaoLin_Master	2659	Huyền Nhân	2	1			1132	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
CuiYan_Master	2660	Thu Y Thủy	2	1			1153	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TangMen_Master	2661	Đường Cừu	2	1			1175	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
KunLun_Master	2662	Tuyền Cơ Tử	2	1			1150	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
GaiBang_Master	2663	Thạch Hiên Viên	2	1			1168	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDu_Master	2664	Hắc Diện Lang Quân	2	1			1167	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
CangJian_Master	2665	Diệp Vô Tâm	2	1			1217	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
ChangGe_Master	2666	Tiêu Ngọc Trúc	2	1			1219	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TianShan_Master	2667	Thiên Âm	2	1			1231	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
BaDao_Master	2924	Vương Đằng	2	1			1241	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
HuaShan_Master	2972	Mạnh Thương Lam	2	1			1243	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
MingJiao_Master	3316	Minh Giáo Giáo Chủ	2	1			712	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
HuaShan_Master0	3197	Người Bí Ẩn	2	1			1243	999	999	Vạn sự không thoát khỏi chữ tình!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TianWang_Leader	1533	Dương Thiết Tâm	2	1			5211	999	999	「Thiên Vương」Thuộc hệ [FFFE0D]Kim[-], khắc chế các hệ [FFFE0D]Mộc[-] như [FFFE0D]Tiêu Dao, Đường Môn, Ngũ Độc, Hoa Sơn[-]. Thắng truy kích, lui khống chế, chuyên cận chiến.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
XiaoYao_Leader	1534	Liễu Tiêu Đình	2	1			5210	999	999	「Tiêu Dao」thuộc hệ [FFFE0D]Mộc[-], khắc chế các phái hệ [FFFE0D]Thổ[-] như [FFFE0D]Võ Đang, Côn Lôn, Trường Ca[-]. Linh hoạt như chim bay cá lội, sở trường khống chế địch.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
Emei_Leader	1535	Vô Tưởng	2	1			5212	999	999	「Nga Mi」thuộc tính [FFFE0D]Thủy[-], khắc thuộc tính [FFFE0D]Hỏa[-] gồm [FFFE0D]Đào Hoa, Thiên Nhẫn, Cái Bang, Minh Giáo[-], từ bi, cứu thế, tâm hồn trong sáng, không biết sợ.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TaoHua_Leader	1536	Lý Điềm Nhi	2	1			5209	999	999	「Đào Hoa」Thuộc hệ [FFFE0D]Hỏa[-], khắc chế các hệ [FFFE0D]Kim[-] như [FFFE0D]Thiên Vương, Thiếu Lâm, Tàng Kiếm, Bá Đao[-]. Trăm dặm bắn tên, từ xa đoạt mạng.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TianRen_Leader	1537	Lý Thiên Mục	2	1			6111	999	999	「Võ Đang」thuộc hệ [FFFE0D]Thổ[-], khắc chế các phái hệ [FFFE0D]Thủy[-] như [FFFE0D]Nga Mi, Thúy Yên, Thiên Sơn, Đoàn Thị[-], Âm dương hòa hợp, công thủ cân bằng.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Leader	1538	Hoàn Nhan Tương	2	1			1131	999	999	「Thiên Nhẫn」Thuộc hệ [FFFE0D]Hỏa[-], khắc chế các hệ [FFFE0D]Kim[-] như [FFFE0D]Thiên Vương, Thiếu Lâm, Tàng Kiếm, Bá Đao[-]. Chọn đúng thời cơ, một đòn kết liễu.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
ShaoLin_Leader	2668	Huyền Từ	2	1			1169	999	999	「Thiếu Lâm」Thuộc hệ [FFFE0D]Kim[-], khắc chế các hệ [FFFE0D]Mộc[-] như [FFFE0D]Tiêu Dao, Đường Môn, Ngũ Độc, Hoa Sơn[-]. Mình đồng da sắt, dùng thủ thay công.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
CuiYan_Leader	2669	Doãn Tiêu Vũ	2	1			1149	999	999	「Thúy Yên」thuộc tính [FFFE0D]Thủy[-], khắc thuộc tính [FFFE0D]Hỏa[-] gồm [FFFE0D]Đào Hoa, Thiên Nhẫn, Cái Bang, Minh Giáo[-], linh sủng Gấu Trúc trợ chiến. 		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TangMen_Leader	2670	Đường Hiểu	2	1			1166	999	999	「Đường Môn」thuộc hệ [FFFE0D]Mộc[-], khắc chế các phái hệ [FFFE0D]Thổ[-] như [FFFE0D]Võ Đang, Côn Lôn, Trường Ca[-]. Sở trường ám khí, bẫy khống chế địch.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
KunLun_Leader	2671	Tống Thu Thạch	2	1			1165	999	999	「Côn Lôn」thuộc hệ [FFFE0D]Thổ[-], khắc chế các phái hệ [FFFE0D]Thủy[-] như [FFFE0D]Nga Mi, Thúy Yên, Thiên Sơn, Đoàn Thị[-], Thiên lôi khống chế, phi kiếm ngự thể.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
GaiBang_Leader	2672	Hà Nhân Ngã	2	1			1170	999	999	「Cái Bang」Thuộc hệ [FFFE0D]Hỏa[-], khắc chế các hệ [FFFE0D]Kim[-] như [FFFE0D]Thiên Vương, Thiếu Lâm, Tàng Kiếm, Bá Đao[-]. Bộ pháp biến ảo, áp chế khó thoát.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDu_Leader	2673	Cổ Yên Nhiên	2	1			1174	999	999	「Ngũ Độc」thuộc hệ [FFFE0D]Mộc[-], khắc chế các phái hệ [FFFE0D]Thổ[-] như [FFFE0D]Võ Đang, Côn Lôn, Trường Ca[-]. Ngũ độc linh trùng, độc nhất thiên hạ.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
CangJian_Leader	2674	Diệp Thanh Dương	2	1			1218	999	999	「Tàng Kiếm」Thuộc hệ [FFFE0D]Kim[-], khắc chế các hệ [FFFE0D]Mộc[-] như [FFFE0D]Tiêu Dao, Đường Môn, Ngũ Độc, Hoa Sơn[-]. Chỉ công không thủ, thần kiếm vô địch.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
ChangGe_Leader	2675	Băng Nghi	2	1			1210	999	999	「Trường Ca」thuộc hệ [FFFE0D]Thổ[-], khắc chế các phái hệ [FFFE0D]Thủy[-] như [FFFE0D]Nga Mi, Thúy Yên, Thiên Sơn, Đoàn Thị[-], Như thực như mơ, khống chế hỗ trợ!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
TianShan_Leader	2676	Kinh Tuyết	2	1			1232	999	999	「Thiên Sơn」thuộc tính [FFFE0D]Thủy[-], khắc thuộc tính [FFFE0D]Hỏa[-] gồm [FFFE0D]Đào Hoa, Thiên Nhẫn, Cái Bang, Minh Giáo[-], nội lực Hàn Sương Thiên Sơn xâm nhập cơ thể kẻ địch khiến kẻ địch suy yếu. 		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
BaDao_Leader	2925	Vương Vân Tiêu	2	1			1242	999	999	「Bá Đao」Thuộc hệ [FFFE0D]Kim[-], khắc chế các hệ [FFFE0D]Mộc[-] như [FFFE0D]Tiêu Dao, Đường Môn, Ngũ Độc, Hoa Sơn[-]. Sở trường quyết chiến, đột phá giới hạn.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
HuaShan_Leader	2973	Lâm Thanh Vũ	2	1			1244	999	999	「Hoa Sơn」Thuộc hệ [FFFE0D]Mộc[-], khắc chế các hệ [FFFE0D]Thổ[-] như [FFFE0D]Võ Đang, Côn Lôn, Trường Ca[-]. Thân pháp linh thông, không ai sánh kịp.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
MingJiao_Leader	3317	Phong Hành Chu	2	1			711	999	999	「Minh Giáo」thuộc tính [FFFE0D]Hỏa[-], khắc thuộc tính [FFFE0D]Kim[-] gồm [FFFE0D]Thiên Vương, Thiếu Lâm, Tàng Kiếm, Bá Đao[-], bộ pháp tinh diệu, giỏi né tránh!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
Duanshi_Master	3453	Đoàn Chính Hưng	2	1			1251	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
Duanshi_Leader	3454	Đoàn Trí Hưng	2	1			1250	999	999	「Đoàn Thị」thuộc hệ [FFFE0D]Thủy[-], khắc chế các phái hệ [FFFE0D]Hỏa[-] như [FFFE0D]Đào Hoa, Thiên Nhẫn, Cái Bang, Minh Giáo[-], phóng khoáng bay bỏng, phiên phiên quý công tử.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Dizi1	3455	Ân Lợi Hanh	2	1			1252	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Dizi2	3456	Trương Tùng Khê	2	1			1253	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Dizi3	3457	Tống Viễn Kiều	2	1			1254	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WanHua_Leader	3747	Trương Thừa Tố	2	1			1266	999	999	「Vạn Hoa」thuộc hệ [FFFE0D] Thổ [-], khắc chế các hệ [FFFE0D]Thủy[-] như [FFFE0D]Nga Mi, Thúy Yên, Thiên Sơn, Đoàn Thị[-], Như thực như mơ, khống chế hỗ trợ!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
Fb_zhangai	104	Chướng ngại động thái phó bản	5	1			312																	1		1																		
CommerceTask	190	Vạn Kim Tài	2	1	CommerceTask		146	206	306			1							560	980					17	1		109																
BuffBall_white	202	Cầu Năng Lượng-Trắng	5	0			346					1							560	980				1	15																			
BuffBall_green	203	Cầu Năng Lượng-Lục	5	0			347					1							560	980				1	15																			
BuffBall_blue	204	Cầu Năng Lượng-Lam	5	0			348					1							560	980				1	15																			
BuffBall_purple	205	Cầu Năng Lượng-Tím	5	0			349					1							560	980				1	15																			
BuffBall_red	206	Cầu Năng Lượng-Đỏ	5	0			350					1							560	980				1	15																			
BuffBall_gold	207	Cầu Năng Lượng-Vàng	5	0			351					1							560	980				1	15																			
tansuo_baoxiang	208	Rương Do Thám	5	1			352					1							560	980				1	15																			
KinGatherBox	1840	Rương Mừng Lễ	2	1	GatherBox	2707	352	995	300			1												1	15	1						NoTurn										1		
KinDinnerGatherBox	3439	Rương Mừng Lễ	2	1	FamilyReunionDinnerBoxNpc	10438	352	995	300			1												1	15	1						NoTurn										1		
PunishAttack_npc1	212	Võ Lâm Ác Đồ	0	1	PunishTaskAttack		123					51	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			9																
PunishAttack_npc2	214	Võ Lâm Ác Đồ	0	1	PunishTaskAttack		123					51	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			10																
PunishAttack_npc3	215	Võ Lâm Ác Đồ	0	1	PunishTaskAttack		123					52	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			11																
PunishAttack_npc4	216	Võ Lâm Ác Đồ	0	1	PunishTaskAttack		123					52	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			12																
PunishAttack_npc5	217	Võ Lâm Ác Đồ	0	1	PunishTaskAttack		123					53	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			13																
PunishDialog_npc1	213	Võ Lâm Ác Đồ	2	0	PunishTaskDialog		123					51	21	1					3000	3000					18			9																
PunishDialog_npc2	219	Võ Lâm Ác Đồ	2	0	PunishTaskDialog		123					51	21	1					3000	3000					18			10																
PunishDialog_npc3	218	Võ Lâm Ác Đồ	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18			11																
PunishDialog_npc4	220	Võ Lâm Ác Đồ	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18			12																
PunishDialog_npc5	221	Võ Lâm Ác Đồ	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18	1		13																
Eagle	222	Hủ Thực Ưng	0	1	FubenDeath		113					3	22	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
Red_Security	223	Hồng Anh Vệ	0	1	FubenDeath		118					3	21	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
Yehao	224	Diệp Hạo	0	1	FubenDeath		119					3	21	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LeavegGateNpc	225	Rời Địa Cung	4	0			8					1							560	980				1	15																			
NextGateNpc	226	Lối Vào Thần Bí	4	0			8					1							560	980				1	15																			
KinRobber_np1	228	Đạo Tặc	2	0	KinRobber		174					3	21	1					3000	3000					18																			
KinRobber_np2	229	Đạo Tặc	0	1	KinRobber		174					61	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18	1																		
Onehand_big	231	Độc Tí Tráng Sĩ	0	1	FubenDeath		354					205	1359	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	12	2																		
Kin_Manager	266	Tổng Quản Bang Hội	2	0	KinManager		107	213	313			3	21	1					3000	3000					18	1																		
NoneRes	267		0	1			358					3	1398	1					3000	3000	Setting/Npc/Ai/RangeActive.ini			1	0	1	1																	
Npc_Sword	268	Kiếm	4	0			362					1							560	980				1	15																			
WJ_dici	429	Địa Thích 	5	0			374					1							560	980				1	15																			
WJ_gunshi	430	Đá Lăn	5	0			375					1							560	980				1	15																			
WJ_jianqun	431	Kiếm Quần	5	0			376					1							560	980				1	15																			
WJ_kaiguan	432	Đóng	5	0			377					1							560	980				1	15																			
WJ_paoche	433	Pháo Xa	5	0			378					1							560	980				1	15																			
Fb_Stone	435	Bảo Thạch Khoáng	2	0	FubenDialogEvent	2,Đang thu thập...,DigStone	389	995																								NoTurn												
Fb_Crystal	187	Thủy Tinh Khoáng	2	0	FubenDialogEvent	2,Đang thu thập...,DigCrystal	390	995																								NoTurn												
digong_gouhuo	436	Lửa Trại	4	0	GouHuoNpc	all|3000|6|3000|0|10	380																	0																				
digong_gouhuo_1	695	Lửa Trại	4	0	GouHuoNpc	all|3000|5|3000|0|6	380																	0																				
activity_dyr_gouhuo_1	2402	Lò Lửa Ấm Áp	4	0	GouHuoNpc	teamfuben|3000|5|6000|0|12	945																	0																				
task_gouhuo	453	Lửa Trại	5	0			380																																					
zhiyin_jiantou	451	Mũi tên chỉ dẫn	5	0			382																																					
zhiyin_quan	452	Vòng hướng dẫn	5	0			383																																					
yw_commerce_npc1	454	Linh Hầu	0	1			117				2700	3	1032	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21																
yw_commerce_npc2	455	Man Hùng	0	1			116				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21																
yw_commerce_npc3	456	Cự Hạt	0	1			109				2700	3	1032	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21																
yw_commerce_npc4	457	Sói Xám	0	1			115				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21																
yw_commerce_npc5	458	Kim Tiền Báo	0	1			111				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		21																
guangquan	459	Thượng Thăng Khí Lưu	5	0			361					1							560	980				1	15																			
kin_gouhuo_2	516	Hỏa Diệm Lửa Trại Bang Hội	5	0	GouHuoNpc	kin|10000|30|600|1|0	392																																					
XinshouFb_enemy_1	517	Cường Đạo	0	1	FubenDeath		136					92	166	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
XinshouFb_Boss_1	518	Người Bí Ẩn	4	0	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2					900006													
XinshouFb_Boss_2	663	Người Bí Ẩn	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2																		
XinshouFb_Npc_1	519	Trác Phi Phàm	4	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/Stay.ini			1	20	1																		
XinshouFb_Npc_2	520	Trác Phi Phàm	0	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
xs_shibing_dh	1150	Tống Binh Trọng Thương	0	0	FubenDeath		477	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	3									2									
xs_nalanzhen_dh	1221	Thiếu Nữ Bí Ẩn	0	0	FubenDeath		177	13	113			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									2									
xs_jinbing_gw	1151	Kim Binh	0	1	FubenDeath		1127	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									1									
xs_jinbing_jy	1158	Bách Phu Trưởng	0	1	FubenDeath		181	200	300			93	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									3									
xs_sishi_gw	1152	Tử Sĩ	0	1	FubenDeath		124	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1					900001													
xs_jiangjun_hs	1153	Đại Tướng Quân	0	0	FubenDeath		1113	209	309			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2									2									
xs_zhuofeifan_hs	1154	Trác Phi Phàm	0	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2									2									
xs_shenmiren_bs	1155	Người Bí Ẩn	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2									4									
