Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Fb_enemy_7_1	33	Diệp Vô Tâm	0	1	FubenDeath		119	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_enemy_7_2	34	Thủy Tặc	0	1	FubenDeath		123	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900004					1									
Fb_enemy_7_3	35	Diệp Hạo	0	1	FubenDeath		119	200	300		213	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_boss_8	36	Diệp Vũ Nhu	0	1	FubenDeath		131	200	300		217	21	1					1000	1500	Setting/Npc/Ai/RangeActive.ini			1	15	1																			
Fb_leader_8	37	Cường Đạo	0	1	FubenDeath		136	200	300		211	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enemy_8_1	38	Nam Tinh Anh Ngũ Độc	0	1	FubenDeath		138	200	300		213	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Npc2.ini			1	20	2																			
Fb_enemy_8_2	39	Hái Thuốc	0	1	FubenDeath		139	200	300		211	174	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enemy_8_3	40	Tử Thị	0	1	FubenDeath		124	200	300		211	166	1					1000	1500	Setting/Npc/Ai/RangeActive.ini			1	15	1					900001														
Fb_boss_9	41	Tường Vi	0	1	FubenDeath		103	18	118		217	56	1	91	1			1000	1500	Setting/Npc/Ai/random/qiangwei.ini			1	20	2										5									
Fb_leader_9	42	Công Thâu Vũ	0	1	FubenDeath		129	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss10.ini			1	20	2																			
Fb_enemy_9_1	43	Lưu Khấu	0	1	FubenDeath		134	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_enemy_9_2	44	Kiếm Đồng	0	1	FubenDeath		125	200	300		211	167	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_enemy_9_3	45	Bẫy Lửa	6	1	FubenDeath		358	200	300		211							1000	1500				1	0																				
Fb_boss_10	46	Hồng Y Kiếm Khách	0	1	FubenDeath		135	200	300		213	1386	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_leader_10	47	Nữ Đệ Tử Ngũ Độc	0	1	FubenDeath		137	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enemy_10_1	48	Tô Gia Gia Đinh	0	1	FubenDeath		123	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900004														
Fb_enemy_10_2	49	Nữ Tinh Anh Ngũ Độc	0	1	FubenDeath		137	200	300		213	39	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Npc1.ini			1	20	2																			
Fb_enemy_10_3	50	Tô Mặc Vân	4	0	FubenDeath		133	200	300		217	1816	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss19.ini			1	20	2										5									
Fb_ememy_qiangdaotoumu	404	Cường Đạo Đầu Mục	0	1	FubenDeath		369	200	300		217	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16.ini			1	20	2																			
Fb_enmey_fenglinweitoumu	406	Thủ Lĩnh Phong Lâm Vệ	0	1	FubenDeath		370	200	300		217	1843	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss23.ini			1	20	2																			
Fb_enmey_etutoumu	408	Ác Nhân Cốc Đầu Mục	0	1	FubenDeath		364	200	300		217	166	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_enmey_wumingdahan	409	Vô Danh Tráng Sĩ	0	1	FubenDeath		368	200	300		217	1807	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss17.ini			1	20	2																			
Fb_enmey_shenminvzi	410	Miêu Cương Nữ Tử	0	1	FubenDeath		137	200	300		217	40	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_enmey_shenminanzi	411	Tô Gia Tổng Quản	0	1	FubenDeath		354	200	300		217	1359	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	20	2																			
Fb_enmey_ciketoumu	412	Thủ Lĩnh Thích Khách	0	1	FubenDeath		365	200	300		217	1811	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2																			
Fb_enmey_fujiagongzi	422	Công Tử Nhà Giàu	0	1	FubenDeath		366	200	300		217	41	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss15.ini			1	20	2																			
Fb_enmey_miaojiangnanzi	423	Miêu Cương Nam Tử	0	1	FubenDeath		371	200	300		217	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss22.ini			1	20	2																			
Fb_enmey_hongyingwei	424	Hồng Anh Vệ	0	1	FubenDeath		372	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss21.ini			1	20	2																			
Fb_enmey_dingchuinan	425	Thủ Lĩnh Lưu Khấu	0	1	FubenDeath		373	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss20.ini			1	20	2																			
Fb_enmey_wangdachui	426	Vương Đại Chùy	0	1	FubenDeath		368	200	300		217	1848	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss24.ini			1	20	2																			
Fb_enmey_sumoyun	427	Tô Mặc Vân	0	1	FubenDeath		133	19	119		217	1816	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss19.ini			1	20	2										5									
Fb_enmey_langwang	428	Lang Vương	0	1	FubenDeath		357	200	300		215	1362	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	20	2										4									
Fb_enmey_shenmijianke	434	Võ Ngôn Đạo	0	1	FubenDeath		367	200	300		215	1386	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	20	2										4									
Fb_enmey_shenmijianke_1	696	Võ Ngôn Đạo	0	1	FubenDeath		367	200	300		215	2928	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	20	2					900007					4									
Fb_enmey_lieren	521	Thợ Săn	0	1	FubenDeath		159	200	300		211	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001														
Fb_enmey_jiguanren1	522	Cơ Quan Nhân	0	1	FubenDeath		157	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1									
Fb_enmey_jiguanren2	523	Cơ Quan Chiến Xa	0	1	FubenDeath		154	200	300		211	1874	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1									
Fb_enmey_shensheshou	524	Thần Xạ Thủ	0	1	FubenDeath		159	200	300		211	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1									
Fb_enemy_cike	576	Thích Khách	0	1	FubenDeath		124	200	300		212	40	1					1000	1500	Setting/Npc/Ai/RangeActive.ini			1	15	1					900001					1									
Fb_enmey_mazei	579	Đạo Tặc Cản Đường	0	1	FubenDeath		143	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_enmey_daodunbing	580	Đao Thuẫn Binh	0	1	FubenDeath		150	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_heiyilieyin	581	Hắc Dực Liệp Ưng	0	1	FubenDeath		147	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_changgongshou	583	Trường Cung Thủ	0	1	FubenDeath		152	200	300		211	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_dajishi	584	Thống Lĩnh Cấm Quân	0	1	FubenDeath		402	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_enmey_wulinetu_ruo	658	Vô Danh Tiểu Tốt	0	1	FubenDeath		123	200	300		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_enmey_shenmidaoke	585	Đao Khách Thần Bí	0	1	FubenDeath		401	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_enmey_shibing	586	Liêm Thương Vệ	0	1	FubenDeath		151	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_xiangmatoumu	597	Thủ Lĩnh Đạo Tặc	0	1	FubenDeath		400	200	300		217	168	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																			
Fb_enmey_shashou	598	Thích Khách Bịt Mặt	0	1	FubenDeath		174	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_enmey_tangmendizi	599	Kình Nỏ Thủ	0	1	FubenDeath		165	200	300		211	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_enmey_heshang	613	Đệ Tử Thiếu Lâm	0	1	FubenDeath		163	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_daoshi	614	Mao Sơn Đạo Sĩ	0	1	FubenDeath		169	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_feibiaonan	615	Lưu Manh Vô Lại	0	1	FubenDeath		173	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																			
Fb_enmey_bodongha	616	Ba Đông Cáp	0	1	FubenDeath		137	200	300		217	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss22.ini			1	20	2																			
Fb_enmey_lanluxiangma_1	691	Đạo Tặc Cản Đường	0	1	FubenDeath		143	200	300		211	21	1					1000	1500	Setting/Npc/Ai/AutoMove.ini			1	15	1									8	1									
Fb_enmey_caiyaoren_1	692	Thôn Dân Bị Thương	0	1	FubenDeath		139	200	300		211	174	1					1000	1500	Setting/Npc/Ai/AutoMove.ini			1	15	1										1									
Fb_jm_qiyu	2506	Phương Vị	6	1	FubenDeath		383	200	300		211							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1											1								
Fb_jm_shibei	2507	Bia Đá	2	0	FubenDialog	4,Đang mở...	413	995	300																						NoTurn													
Fb_jm_kongju	2528	Sợ Hãi	0	1	FubenDeath		640				217	35	1	91	1	45	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	22	2								3		4									
Fb_jm_yuwang	2529	Dục vọng	0	1	FubenDeath		641				217	2720	1	91	1	2375	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	22	2								3		4									
Fb_1_1_1	746	Ngân Ti Thảo	2	0	FubenDeath		440		993		210							1000	1500				1	15	1										1									
Fb_1_1_2	747	Độc Cô Kiếm	0	0	FubenDeath		175		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_dugujian.ini			1	28	1									20	2									
Fb_1_1_3	748	Liễu Trung Nguyên	0	1	FubenDeath		135		993		213	21	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_1_1_4	749	Linh Miêu Tinh Anh	0	1	FubenDeath		104		993		213	22	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_1_1_5	750	Bạch Trư Vương	0	1	FubenDeath		104		993		215	21	1	91	1			1000	1500				1	20	2										4									
Fb_1_2_1	756	Ong Độc	0	1	FubenDeath		1182		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_1_2_2	757	Ong Độc-Lớn	0	1	FubenDeath		1182		993		213	21	1	31	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										3									
Fb_1_2_3	758	Ong Chúa	0	1	FubenDeath		437		993		215	21	1	2357	1	2457	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4									
Fb_1_2_4	759	Hồ Thần Y	0	0	FubenDeath		5022		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2									
Fb_1_2_5	1207	Ong Chúa	2	0	FubenDeath		437		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										4									
Fb_1_3_1	764	Nạp Lan Chân	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen.ini			1	28	1									20	2									
Fb_1_3_2	765	Dương Ảnh Phong	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng.ini			1	28	1									20	2									
Fb_1_3_3	766	Nạp Lan Tiềm Lẫm	0	0	FubenDeath		187	212	312		217	177	1					1000	1500	Setting/Npc/Ai/Stay.ini			1	28	3										2									
Fb_1_3_4	1317	Lộ Dị	0	0	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/Stay.ini			1	28	3										1									
Fb_1_3_5	1318	Thương Cần	0	0	FubenDeath		124		993		211	21	1					1000	1500	Setting/Npc/Ai/Stay.ini			1	28	3										1									
Fb_1_3_6	1430	Đá Lửa Lăn	6	1	FubenDeath		375		993		217							1000	1500	Setting/Npc/Ai/AlwaysRunning.ini				28	3			2700	4															
Fb_1_4_1	738	Nhện	0	1	FubenDeath		112		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_1_4_2	740	Nhện Lớn	0	1	FubenDeath		112		993		213	21	1	2457	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_1_4_3	742	Huyền Thiên Võ Cơ	0	0	FubenDeath		20		993		215	40	1	91	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										4									
Fb_1_5_1	767	Bò Cạp	0	1	FubenDeath		109		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_1_5_2	768	Ác Lang	0	1	FubenDeath		115		993		212	22	1	1874	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_1_7_1	679	Cơ Quan Phun	6	1	FubenDeath		410		993		217							1000	1500																									
Fb_1_7_2	680	Nạp Lan Chân	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen_r.ini			1	28	1										2									
Fb_1_7_3	681	Dương Ảnh Phong	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng_r.ini			1	28	1										2									
Fb_1_7_4	682	Dương Ảnh Phong Bị Thương	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng_r.ini			1	28	1										2									
Fb_1_7_5	683	Cô Nương	0	0	FubenDeath		1102	22	122		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/fuben/yuemeier.ini			1	15	1										2									
Fb_1_7_6	684	Dương Ảnh Phong	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng.ini			1	28	1									20	2									
Fb_2_1_1	775	Nhân Sĩ Võ Lâm	0	1	FubenDeath		174		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_1_2	776	Thích Khách Thần Bí	0	1	FubenDeath		124		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1									
Fb_2_1_2s	1439	Thủ Lĩnh Thích Khách	0	1	FubenDeath		124		993		211	169	1	2360	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1		3006	2404	1	900001					3									
Fb_2_1_3	777	Mạt Thiên Nhiên	0	1	FubenDeath		366		993		215	41	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss15.ini			1	20	2										4									
Fb_2_1_4	778	Nguyệt My Nhi	0	1	FubenDeath		1102	22	122		216	54	1	91	1			1000	1500	Setting/Npc/Ai/fuben/yuemeier.ini			1	20	2										4									
Fb_2_1_5	1104	NPC Bẫy	6	1	FubenDeath		469		993		215			91	1			1000	1500				1	15	3	1		2468	10						4									
Fb_2_2_1	779	Cảnh Giới Trang Đinh	0	1	FubenDeath		101		993		213	21	1					220	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_2_2	780	Tàng Kiếm Thân Vệ	0	1	FubenDeath		178		993		211	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	2						3									
Fb_2_2_3	781	Thủ Lĩnh Trang Đinh	0	1	FubenDeath		354		993		214	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	20	2										4									
Fb_2_2_4	1134	Trác Phi Phàm	0	1	FubenDeath		194	218	318		217	1496	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	20	2										2									
Fb_2_2_5	1286	Tử Hiên	0	0	FubenDeath		131	20	120		215	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2									
Fb_2_3_1	782	Tần Mộc Bạch	0	1	FubenDeath		318	10	110		216	1317	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss3.ini			1	20	2										4									
Fb_3_1_2	824	Kiếm Khách Lang Bạt	0	1	FubenDeath		135		993		212	21	1	2486	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	1						3									
Fb_3_1_4	826	Phi Long Bảo Tinh Anh	0	1	FubenDeath		370		993		213	167	1	2383	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_2_3_2	1287	Nguyệt My Nhi	0	0	FubenDeath		1102	22	122		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/fuben/yuemeier.ini			1	15	1										2									
Fb_2_6_4	1114	Phi Long Bảo Phản Đồ	0	1	FubenDeath		106		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_4_1	783	Ác Đồ	0	1	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_4_2	784	Vô Ưu Phản Đồ Tinh Anh	0	1	FubenDeath		134		993		213	168	1	2366	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3001	1533	1						3									
Fb_2_4_3	785	Vô Ưu Phản Đồ Đầu Mục	0	1	FubenDeath		134		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss20.ini			1	20	2										4									
Fb_2_5_1	786	Âm Ảnh Động	0	1	FubenDeath		174		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_5_2	787	Trác Phi Phàm-Ảo Ảnh	0	1	FubenDeath		194		993		214	170	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	20	2										4									
Fb_2_5_3	788	Đoạt Mệnh Nhất Điểm Kim	0	1	FubenDeath		136		993		214	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16.ini			1	20	2										4									
Fb_2_5_4	1116	Nạp Lan Tiềm Lẫm-Ảo Ảnh	0	1	FubenDeath		187	212	312		214	177	1	91	1			1000	1500	Setting/Npc/Ai/fuben/nalanqianling.ini			1	20	2										4									
Fb_2_5_5	1117	Nạp Lan Chân	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen.ini			1	28	1									20	2									
Fb_2_5_6	1118	Tâm Ma	0	1	FubenDeath		11		993		215	176	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss13.ini			1	20	2										4									
Fb_2_4_4	1446	Cơ Quan Phun	6	1	FubenDeath		467	200	300		215							1500	1500	Setting/Npc/Ai/fuben/2-4_Penhuo.ini			1	0	3										1									
Fb_2_4_5	1447	NPC kỹ năng ẩn	6	1	FubenDeath		469	200	300		215							3000	1500				1	0	3	1									1									
Fb_2_6_1	789	Đệ Tử Phi Long Bảo	0	1	FubenDeath		106		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_6_2	790	Phi Long Bảo Hộ Pháp	0	1	FubenDeath		164		993		213	40	1	44	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3001	1533	1						3									
Fb_2_6_3	791	Phi Long Bảo Đầu Mục	0	1	FubenDeath		370		993		215	169	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss23.ini			1	20	2										4									
Fb_2_7_1	792	Đệ Tử Tàng Kiếm	0	1	FubenDeath		135		993		211	1386	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_7_2	1126	Tàng Kiếm Thân Vệ	0	1	FubenDeath		178		993		213	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	2						3									
