Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Task_caiji_muchai	1273	Củi	2	1	TaskNpc	74|3|Đang thu thập...	445					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
House_caiji_muchai	2214	Đống Gỗ	2	1	TaskNpc	3102|3|Đang thu thập...	445					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
Task_hsmd_caiji_muchai	1274	Củi	2	1	TaskNpc	264|3|Đang thu thập...	445					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
Task_hsmd_caiji_guozi	1275	Quả	2	1	TaskNpc	283|3|Đang thu thập...	440					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
Task_Syy_npc4	722	Tử Lan Hoa	2	1	TaskNpc	45|3|Đang thu thập...	323					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
Task_dth_caiji_xianjing	1280	Bẫy Thú	4	1			450					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
Task_scene_guozi	1262	Trái Cây	4	1			447					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_scene_luoye	1264	Đống Lá Rơi	4	1			444					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_scene_yifu	1266	Áo Thất Lạc	4	1			449					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_scene_zuji	1272	Dấu Chân	4	1			441					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_scene_biaoji1	1267	Biển Báo	4	1			442					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_scene_biaoji2	1268	Biển Báo	4	1			443					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_lq	1160	Lư Thanh	2	1	ClientTaskNpc		1121		993	Không biết sư huynh chưởng môn giờ ra sao...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_qiaofu	1163	Tiều Phu	2	1	ClientTaskNpc		173		993	Muốn tìm đường hãy đến tìm ta!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_wydz	1165	Đệ Tử Võ Di	2	1	ClientTaskNpc		169		993	Sẽ có một ngày ta khôi phục được Võ Di Kiếm Phái!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhanglin	1166	Trương Lâm	2	1	ClientTaskNpc		135		993	Một thời huy hoàng, nay chỉ còn dư âm.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhaoqiniang	1169	Triệu Thất Nương	2	1	ClientTaskNpc		184		993	May mà năm xưa lão nương tinh tường, chọn Lão Chu nhà ta!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhoumujiang	1170	Chu Mộc Tượng	2	1	ClientTaskNpc		142		993	Nguyện cho những người yêu nhau có thể đến được với nhau!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhouxiaofu	1173	Chu Tiểu Phú	2	1	ClientTaskNpc		134		993	Tiêu Tường hãy yên tâm, ta nhất định sẽ cưới nàng!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_hexiaoqiang	1176	Hà Tiêu Tường	2	1	ClientTaskNpc		176		993	Tiểu Phú, lòng ta chỉ có ngươi, đừng làm ta thất vọng...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_jianyun	1178	Kiếm Vân	2	1	ClientTaskNpc		165		993	Không trở thành đại hiệp như Độc Cô Kiếm, ta cũng phải trở thành 1 tiểu hiệp!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_qiuyu	1181	Thu Vũ	2	1	ClientTaskNpc		105		993	Tên con được lấy từ chữ Kiếm của Độc Cô Kiếm, Vân của Lưu Vân, mong muốn có thể giống như họ, có khát vọng cứu quốc...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_laowang	1183	Lão Vương	2	1	ClientTaskNpc		170		993	Ngươi không nhận ra ta sao? Lão Vương cạnh nhà đây!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_jialaoshi	1185	Giả Bộc Trực	2	1	ClientTaskNpc		146		993	Không biết Nam Cung cô nương trong sa mạc hiện giờ như thế nào.....		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_wanjincai	1379	Vạn Kim Tài	2	1	ClientTaskNpc		146		993	Không biết Nam Cung cô nương trong sa mạc hiện giờ như thế nào.....		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shangren	1957	Thương Nhân	2	1	ClientTaskNpc		146		993	Không biết Nam Cung cô nương trong sa mạc hiện giờ như thế nào.....		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_weibing	1202	Vệ Binh	2	1	ClientTaskNpc		150		993	Loạn lạc liên miên, bách tính thật đáng thương!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_hemei	1205	Hà Mai	2	1	ClientTaskNpc		183		993	Nếu ngày đó Độc Cô Kiếm đồng ý với cha ta thì sẽ ra sao nhỉ...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_duanfurong	1208	Đoàn Phù Dung	2	1	ClientTaskNpc		178		993	Đã chế tạo được「Độc Cô Kiếm」, quá thỏa mãn!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_jiangbo	1210	Thiết Vân	2	1	ClientTaskNpc		150		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_cunmin	1233	Thôn Dân	2	1	ClientTaskNpc		170		993	Khụ... khụ... Gần đây cảm thấy sức khỏe không còn tốt nữa...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_hushandizi	1235	Đệ Tử Hoa Sơn	2	1	ClientTaskNpc		1120		993	Chưởng môn...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shaolindizi	1239	Đệ Tử Thiếu Lâm	2	1	ClientTaskNpc		163		993	Người xuất gia nên làm việc thiện...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_haitong	1241	Đứa Bé	2	1	ClientTaskNpc		191		993	Ha ha ha! Tên hòa thượng này quá thật thà rồi!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_wuzhi	1243	Vô Trí Đại Sư	2	1	ClientTaskNpc		163		993	A Di Đà Phật, thiện tai thiện tai.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yintong	1340	Tiểu Ân Đồng	2	1	ClientTaskNpc		192		993	Hãy nhớ thường xuyên đến chơi nhé!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_tianxing	1391	Thiên Tinh Đạo Trưởng	2	1	ClientTaskNpc		13	215	315	Vô Ưu Giáo lại xuất hiện, võ lâm lại sắp gánh chịu kiếp nạn...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_huashanzhanglao	1434	Hoa Sơn Trưởng Lão	2	1	ClientTaskNpc		13	215	315	Vô Ưu Giáo lại xuất hiện, võ lâm lại sắp gánh chịu kiếp nạn...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yanjiangjun	1440	Nghiêm Tướng Quân	2	1	ClientTaskNpc		1113	215	315	Hừ! Đại Tống đã có binh hùng tướng mạnh bảo vệ, đâu cần người khác!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_maoshandaozhang	1443	Mao Sư Đạo Trưởng	2	1	ClientTaskNpc		169	215	315	Yên tâm, chỉ cần ta bói cho một quẻ, đảm bảo sau này mọi sự hanh thông!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shenmishaonv1	1626	Thiếu Nữ Bí Ẩn	2	1	ClientTaskNpc		1102			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shenmishaonv2	1629	Thiếu Nữ Bí Ẩn	2	1	ClientTaskNpc		103			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_baiyishaonv	1646	Thiếu Nữ Áo Trắng	2	1	ClientTaskNpc		105			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_guqingxue	1648	Cố Thanh Tuyết	2	1	ClientTaskNpc		105			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yunxiaofeng	1650	Vân Tiếu Phong	2	1	ClientTaskNpc		5012			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_acao	1652	A Bang	2	1	ClientTaskNpc		1126			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yangying	1654	Dương Anh	2	1	ClientTaskNpc		141			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_dugujian	1656	Độc Cô Kiếm	2	1	ClientTaskNpc		5032			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_nangongfeiyun	1934	Nam Cung Phi	2	1	ClientTaskNpc		5027			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yanruoxue	1935	Yên Nhược Tuyết	2	1	ClientTaskNpc		1129			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_chaisong	1936	Sài Tung	2	1	ClientTaskNpc		132			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_chaisong1	1943	Bạch Y Tú Sĩ	2	1	ClientTaskNpc		132			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_cunzhang	1944	Thôn Trưởng	2	1	ClientTaskNpc		173			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shouwei	1946	Thôn Dân Thủ Vệ	2	1	ClientTaskNpc		173			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhaoshengquan	1949	Triệu Thăng Quyền	2	1	ClientTaskNpc		1109			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhaowushuang	1951	Triệu Vô Song	2	1	ClientTaskNpc		127			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_longwu	2745	Long Ngũ	2	1	ClientTaskNpc		658			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shuanger	2747	Sương Nhi	2	1	ClientTaskNpc		661			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_lq	1161	Lư Thanh	2	1			1121		993	Không biết sư huynh chưởng môn giờ ra sao...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_qiaofu	1164	Tiều Phu	2	1			173		993	Muốn tìm đường hãy đến tìm ta!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_wydz	1167	Đệ Tử Võ Di	2	1			169		993	Sẽ có một ngày ta khôi phục được Võ Di Kiếm Phái!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhanglin	1168	Trương Lâm	2	1			135		993	Một thời huy hoàng, nay chỉ còn dư âm.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhaoqiniang	1171	Triệu Thất Nương	2	1			184		993	May mà năm xưa lão nương tinh tường, chọn Lão Chu nhà ta!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhoumujiang	1175	Chu Mộc Tượng	2	1			101		993	Nguyện cho những người yêu nhau có thể đến được với nhau!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhouxiaofu	1174	Chu Tiểu Phú	2	1			134		993	Tiêu Tường hãy yên tâm, ta nhất định sẽ cưới nàng!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_hexiaoqiang	1177	Hà Tiêu Tường	2	1			176		993	Tiểu Phú, lòng ta chỉ có ngươi, đừng làm ta thất vọng...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_jianyun	1179	Kiếm Vân	2	1			165		993	Không trở thành đại hiệp như Độc Cô Kiếm, ta cũng phải trở thành 1 tiểu hiệp!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_qiuyu	1182	Thu Vũ	2	1			105		993	Tên con được lấy từ chữ Kiếm của Độc Cô Kiếm, Vân của Lưu Vân, mong muốn có thể giống như họ, có khát vọng cứu quốc...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_laowang	1184	Lão Vương	2	1			170		993	Ngươi không nhận ra ta sao? Lão Vương cạnh nhà đây!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_jialaoshi	1186	Giả Bộc Trực	2	1			146		993	Không biết Nam Cung cô nương trong sa mạc hiện giờ như thế nào.....		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_wanjincai	1380	Vạn Kim Tài	2	1			146		993	Không biết Nam Cung cô nương trong sa mạc hiện giờ như thế nào.....		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shangren	1958	Thương Nhân	2	1			146		993	Không biết Nam Cung cô nương trong sa mạc hiện giờ như thế nào.....		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_weibing	1204	Vệ Binh	2	1			150		993	Loạn lạc liên miên, bách tính thật đáng thương!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_hemei	1206	Hà Mai	2	1			183		993	Nếu ngày đó Độc Cô Kiếm đồng ý với cha ta thì sẽ ra sao nhỉ...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_duanfurong	1209	Đoàn Phù Dung	2	1			178		993	Đã chế tạo được「Độc Cô Kiếm」, quá thỏa mãn!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_jiangbo	1211	Thiết Vân	2	1			150		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_cunmin	1234	Thôn Dân	2	1			170		993	Khụ... khụ... Gần đây cảm thấy sức khỏe không còn tốt nữa...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_huashandizi	1236	Đệ Tử Hoa Sơn	2	1			1120		993	Chưởng môn...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shaolindizi	1240	Đệ Tử Thiếu Lâm	2	1			163		993	Người xuất gia nên làm việc thiện...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_haitong	1242	Đứa Bé	2	1			191		993	Ha ha ha! Tên hòa thượng này quá thật thà rồi!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_wuzhi	1244	Vô Trí Đại Sư	2	1			163		993	A Di Đà Phật, thiện tai thiện tai.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yintong	1341	Tiểu Ân Đồng	2	1			192		993	Hãy nhớ thường xuyên đến chơi nhé!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_tianxing	1392	Thiên Tinh Đạo Trưởng	2	1			13	215	315	Vô Ưu Giáo lại xuất hiện, võ lâm lại sắp gánh chịu kiếp nạn...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_huashanzhanglao	1435	Hoa Sơn Trưởng Lão	2	1			13	215	315	Vô Ưu Giáo lại xuất hiện, võ lâm lại sắp gánh chịu kiếp nạn...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_houzi	1437	Khỉ Tinh Nghịch	2	1			117			Xèo xèo		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yanjiangjun	1441	Nghiêm Tướng Quân	2	1			1113			Hừ! Đại Tống đã có binh hùng tướng mạnh bảo vệ, đâu cần người khác!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_maoshandaozhang	1444	Mao Sư Đạo Trưởng	2	1			169			Yên tâm, chỉ cần ta bói cho một quẻ, đảm bảo sau này mọi sự hanh thông!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shenmishaonv1	1627	Thiếu Nữ Bí Ẩn	2	1			1102			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shenmishaonv2	1630	Thiếu Nữ Bí Ẩn	2	1			103			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_baiyishaonv	1647	Thiếu Nữ Bí Ẩn	2	1			105			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_guqingxue	1649	Cố Thanh Tuyết	2	1			105			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yunxiaofeng	1651	Vân Tiếu Phong	2	1			5012			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_acao	1653	A Bang	2	1			1126			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yangying	1655	Dương Anh	2	1			141			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_dugujian	1657	Độc Cô Kiếm	2	1			5032			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_nangongfeiyun	1937	Nam Cung Phi	2	1			5027			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yanruoxue	1938	Yên Nhược Tuyết	2	1			1129			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_chaisong	1939	Sài Tung	2	1			132			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_chaisong1	1942	Bạch Y Tú Sĩ	2	1			132			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_cunzhang	1945	Thôn Trưởng	2	1			173			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shouwei	1947	Thôn Dân Thủ Vệ	2	1			173			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhaoshengquan	1950	Triệu Thăng Quyền	2	1			1109			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhaowushuang	1952	Triệu Vô Song	2	1			127			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_longwu	2746	Long Ngũ	2	1			658			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shuanger	2748	Sương Nhi	2	1			661			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Follow_lq	1162	Lư Thanh	0	1			1121		993	Sẽ có một ngày ta sẽ trở thành kiếm khách giống Độc Cô đại hiệp và Nam Cung đại hiệp.		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_jianyun	1180	Kiếm Vân	0	1			165		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_duanfurong	1214	Đoàn Phù Dung	0	1			178		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_qiaofu	1250	Tiều Phu	0	1			173		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shaolindizi	1261	Đệ Tử Thiếu Lâm	0	1			163		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_yinfang	1382	Ân Phương	0	1			125	208	308	Ta muốn trở thành đại hiệp! Sau đó sẽ tiêu diệt hết bọn chúng!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_maoshandaozhang	1452	Mao Sư Đạo Trưởng	0	1			169		208	308		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shibing	1457	Thân Vệ Nghiêm Gia Quân	0	1			150					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shenmishaonv2	1632	Thiếu Nữ Bí Ẩn	0	1			103					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_yunxiaofeng	1658	Vân Tiếu Phong	0	1			5012					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_acao	1659	A Bang	0	1			1126					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_yangying	1661	Dương Anh	0	1			141					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_dugujian	1662	Độc Cô Kiếm	0	1			5032					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shuanger	2749	Sương Nhi	0	1			661					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Move_zhouxiaofu	1215	Chu Tiểu Phú	0	1			134		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Move_wuyidizi	1310	Đệ Tử Võ Di	0	1			169		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
