ItemId	MaxItemCount	Desc	TypeName	Silver2GoldRate	OrgPrice	Price1	Price2	Price3	Price4	Price5	Price6	Price7	Price8	Price9	Price10	Price11	OrgSilverPrice	SilverPrice1	SilverPrice2	SilverPrice3	SilverPrice4	SilverPrice5	SilverPrice6	SilverPrice7	SilverPrice8	SilverPrice9	SilverPrice10	SilverPrice11	MaxPriceRate1	MaxPriceRate2	MaxPriceRate3	MaxPriceRate4	MaxPriceRate5	MaxPriceRate6	MaxPriceRate7	MaxPriceRate8	MaxPriceRate9	MaxPriceRate10	MaxPriceRate11	MaxPriceRate12
5596	1	Ngọc Bội Hiếm T16	Trang Bị	1	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5606	1	Hộ Thân Phù Hiếm T16	Trang Bị	1	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5616	1	Nón Hiếm T16	Trang Bị	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5636	1	Hộ Uyển Hiếm T16	Trang Bị	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5646	1	Đai Hiếm T16	Trang Bị	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5656	1	Giày Hiếm T16	Trang Bị	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5565	1	Vũ Khí Hiếm T15	Trang Bị	1	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5625	1	Áo Hiếm T15	Trang Bị	1	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5575	1	Dây Chuyền Hiếm T15	Trang Bị	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5585	1	Nhẫn Hiếm T15	Trang Bị	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5595	1	Ngọc Bội Hiếm T15	Trang Bị	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5605	1	Hộ Thân Phù Hiếm T15	Trang Bị	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5615	1	Nón Hiếm T15	Trang Bị	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5635	1	Hộ Uyển Hiếm T15	Trang Bị	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5645	1	Đai Hiếm T15	Trang Bị	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5655	1	Giày Hiếm T15	Trang Bị	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5564	1	Vũ Khí Hiếm T14	Trang Bị	1	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5624	1	Áo Hiếm T14	Trang Bị	1	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5574	1	Dây Chuyền Hiếm T14	Trang Bị	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5584	1	Nhẫn Hiếm T14	Trang Bị	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5594	1	Ngọc Bội Hiếm T14	Trang Bị	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5604	1	Hộ Thân Phù Hiếm T14	Trang Bị	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5614	1	Nón Hiếm T14	Trang Bị	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5634	1	Hộ Uyển Hiếm T14	Trang Bị	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5644	1	Đai Hiếm T14	Trang Bị	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5654	1	Giày Hiếm T14	Trang Bị	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5563	1	Vũ Khí Hiếm T13	Trang Bị	1	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5623	1	Áo Hiếm T13	Trang Bị	1	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5573	1	Dây Chuyền Hiếm T13	Trang Bị	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5583	1	Nhẫn Hiếm T13	Trang Bị	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5593	1	Ngọc Bội Hiếm T13	Trang Bị	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5603	1	Hộ Thân Phù Hiếm T13	Trang Bị	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5613	1	Nón Hiếm T13	Trang Bị	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5633	1	Hộ Uyển Hiếm T13	Trang Bị	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5643	1	Đai Hiếm T13	Trang Bị	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5653	1	Giày Hiếm T13	Trang Bị	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5562	1	Vũ Khí Hiếm T12	Trang Bị	1	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	34200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5622	1	Áo Hiếm T12	Trang Bị	1	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	20520	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5572	1	Dây Chuyền Hiếm T12	Trang Bị	1	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5582	1	Nhẫn Hiếm T12	Trang Bị	1	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5592	1	Ngọc Bội Hiếm T12	Trang Bị	1	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5602	1	Hộ Thân Phù Hiếm T12	Trang Bị	1	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	13680	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5612	1	Nón Hiếm T12	Trang Bị	1	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5632	1	Hộ Uyển Hiếm T12	Trang Bị	1	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5642	1	Đai Hiếm T12	Trang Bị	1	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5652	1	Giày Hiếm T12	Trang Bị	1	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5561	1	Vũ Khí Hiếm T11	Trang Bị	1	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5621	1	Áo Hiếm T11	Trang Bị	1	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	17100	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5571	1	Dây Chuyền Hiếm T11	Trang Bị	1	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5581	1	Nhẫn Hiếm T11	Trang Bị	1	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5591	1	Ngọc Bội Hiếm T11	Trang Bị	1	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5601	1	Hộ Thân Phù Hiếm T11	Trang Bị	1	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	11400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5611	1	Nón Hiếm T11	Trang Bị	1	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5631	1	Hộ Uyển Hiếm T11	Trang Bị	1	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5641	1	Đai Hiếm T11	Trang Bị	1	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5651	1	Giày Hiếm T11	Trang Bị	1	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1131	1	Vũ Khí Hiếm T10	Trang Bị	1	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	22500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1191	1	Áo Hiếm T10	Trang Bị	1	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1141	1	Dây Chuyền Hiếm T10	Trang Bị	1	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1151	1	Nhẫn Hiếm T10	Trang Bị	1	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1161	1	Ngọc Bội Hiếm T10	Trang Bị	1	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1171	1	Hộ Thân Phù Hiếm T10	Trang Bị	1	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1181	1	Nón Hiếm T10	Trang Bị	1	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1201	1	Hộ Uyển Hiếm T10	Trang Bị	1	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1211	1	Đai Hiếm T10	Trang Bị	1	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1221	1	Giày Hiếm T10	Trang Bị	1	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1130	1	Vũ Khí Hiếm T9	Trang Bị	1	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1190	1	Áo Hiếm T9	Trang Bị	1	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1140	1	Dây Chuyền Hiếm T9	Trang Bị	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1150	1	Nhẫn Hiếm T9	Trang Bị	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1160	1	Ngọc Bội Hiếm T9	Trang Bị	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1170	1	Hộ Thân Phù Hiếm T9	Trang Bị	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
