ChangeId	Desc	Part	CharmExtern	ColorItem1	ConsumeItem1	ConsumeCount1	ColorItem2	ConsumeItem2	ConsumeCount2	ColorItem3	ConsumeItem3	ConsumeCount3	ColorItem4	ConsumeItem4	ConsumeCount4	ColorItem5	ConsumeItem5	ConsumeCount5	ColorItem6	ConsumeItem6	ConsumeCount6	ColorItem7	ConsumeItem7	ConsumeCount7	ColorItem8	ConsumeItem8	ConsumeCount8	NameFacionMale1	NameFacionFemale1	NameFacionFemale2	NameFacionFemale3	NameFacionMale4	NameFacionFemale4	NameFacionMale5	NameFacionFemale5	NameFacionFemale6	NameFacionMale7	NameFacionFemale8	NameFacionMale9	NameFacionMale10	NameFacionFemale10	NameFacionMale11	NameFacionFemale12	NameFacionMale13	NameFacionFemale14	NameFacionMale15	NameFacionFemale15	NameFacionMale16	NameFacionFemale16	NameFacionMale17	NameFacionFemale17	NameFacionMale18	NameFacionFemale18	NameFacionMale19	NameFacionFemale19			
1201	Ngoại Trang T17 (Phong Hạ 2019)	0	57	11178	2569	1	11179	2569	10	11180	2569	10	11181	2569	10	11182	2569	10										Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>	Ngoại Trang Phái: <Phong Hoa Tuyệt Đại>
1211	Đồng Phục T1	0	5	6452	2569	1	6453	2569	2	6454	2569	2	6455	2569	2	6855	2569	2										Ngoại Trang Phái: Minh Quang Giáp	Ngoại Trang Phái: Minh Quang Giáp	Ngoại Trang Phái: Mộng Mê Thường	Ngoại Trang Phái: Khởi Lệ Thường	Ngoại Trang Phái: Dật Hiệp Sam	Ngoại Trang Phái: Dật Hiệp Thường	Ngoại Trang Phái: Vấn Đạo Sam	Ngoại Trang Phái: Vấn Đạo Sam	Ngoại Trang Phái: Mê Hồn Y	Ngoại Trang Phái: Minh Tịnh Sam	Ngoại Trang Phái: Bích La Thường	Ngoại Trang Phái: Tỏa Nguyệt Sam	Ngoại Trang Phái: Tuyết Thanh Y	Ngoại Trang Phái: Tuyết Thanh Y	Ngoại Trang Phái: Túy Thanh Sam	Ngoại Trang Phái: Tử Lan Thường	Ngoại Trang Phái: Vân Thê Sam	Ngoại Trang Phái: Cầm Điệu Thường	Ngoại Trang Phái: Phi Tuyết Y	Ngoại Trang Phái: Phi Tuyết Y	Ngoại Trang Phái: Mạc Lang Y	Ngoại Trang Phái: Mạc Lang Y	Ngoại Trang Phái: Triều Dương Y	Ngoại Trang Phái: Triều Dương Y	Ngoại Trang Phái: Quang Minh Sam	Ngoại Trang Phái: Quang Minh Thường	Ngoại Trang Phái: Vô Vi Sam	Ngoại Trang Phái: Vô Vi Thường			
1212	Đồng Phục T2	0	5	6456	2569	1	6457	2569	2	6458	2569	2	6459	2569	2	6856	2569	2										Ngoại Trang Phái: Diệu Nhật Giáp	Ngoại Trang Phái: Diệu Nhật Giáp	Ngoại Trang Phái: Lăng La Thường	Ngoại Trang Phái: Nguyệt Hoa Thường	Ngoại Trang Phái: Đạp Nguyệt Sam	Ngoại Trang Phái: Đạp Nguyệt Thường	Ngoại Trang Phái: Ly Trần Sam	Ngoại Trang Phái: Ly Trần Sam	Ngoại Trang Phái: Tu La Y	Ngoại Trang Phái: Hư Trúc Sam	Ngoại Trang Phái: Thanh Liên Thường	Ngoại Trang Phái: Ngân Câu Sam	Ngoại Trang Phái: Linh Hồ Y	Ngoại Trang Phái: Linh Hồ Y	Ngoại Trang Phái: Thiết Thủ Sam	Ngoại Trang Phái: Minh Hỏa Thường	Ngoại Trang Phái: Định Quốc Sam	Ngoại Trang Phái: Quỳnh Đài Thường	Ngoại Trang Phái: Bạch Hồ Y	Ngoại Trang Phái: Bạch Hồ Y	Ngoại Trang Phái: Phá Phủ Y	Ngoại Trang Phái: Phá Phủ Y	Ngoại Trang Phái: Vân Đài Y	Ngoại Trang Phái: Vân Đài Y	Ngoại Trang Phái: Thánh Huy Sam	Ngoại Trang Phái: Thánh Huy Thường	Ngoại Trang Phái: Kim Ngọc Sam	Ngoại Trang Phái: Kim Ngọc Thường			
1213	Đồng Phục T3	0	5	6460	2569	1	6461	2569	2	6462	2569	2	6463	2569	2	6857	2569	2										Ngoại Trang Phái: Bá Vương Giáp	Ngoại Trang Phái: Bá Vương Giáp	Ngoại Trang Phái: Thiên Huyền Thường	Ngoại Trang Phái: Vân Điệp Thường	Ngoại Trang Phái: Lưu Vân Sam	Ngoại Trang Phái: Lưu Vân Thường	Ngoại Trang Phái: Vấn Ý Sam	Ngoại Trang Phái: Vấn Ý Sam	Ngoại Trang Phái: Lục Ma Y	Ngoại Trang Phái: La Hán Sam	Ngoại Trang Phái: Anh Lạc Thường	Ngoại Trang Phái: Thiên Hà Sam	Ngoại Trang Phái: Mặc Sương Y	Ngoại Trang Phái: Mặc Sương Y	Ngoại Trang Phái: Phục Hổ Sam	Ngoại Trang Phái: Phượng Vĩ Thường	Ngoại Trang Phái: Tần Phong Sam	Ngoại Trang Phái: Dao Hoa Thường	Ngoại Trang Phái: Thúy Vân Cầu	Ngoại Trang Phái: Thúy Vân Cầu	Ngoại Trang Phái: Lãnh Tiếu Y	Ngoại Trang Phái: Lãnh Tiếu Y	Ngoại Trang Phái: Thiên Nhẫn Y	Ngoại Trang Phái: Thiên Nhẫn Y	Ngoại Trang Phái: Phần Ảnh Sam	Ngoại Trang Phái: Phần Ảnh Thường	Ngoại Trang Phái: Bích Uyên Sam	Ngoại Trang Phái: Bích Uyên Thường			
1214	Đồng Phục T4 	0	5	7502	2569	1	7503	2569	2	7504	2569	2	7505	2569	2													Ngoại Trang Phái: Phượng Hoàng Giáp	Ngoại Trang Phái: Phượng Hoàng Giáp	Ngoại Trang Phái: Bích Trang Thường	Ngoại Trang Phái: Thái Hương Thường	Ngoại Trang Phái: Huyền Phong Sam	Ngoại Trang Phái: Huyền Phong Thường	Ngoại Trang Phái: Quy Chân Sam	Ngoại Trang Phái: Quy Chân Sam	Ngoại Trang Phái: Diệt Hồn Y	Ngoại Trang Phái: Phù Đồ Sam	Ngoại Trang Phái: Cán Hoa Thường	Ngoại Trang Phái: Ngân Khải Sam	Ngoại Trang Phái: Tử Ngọc Y	Ngoại Trang Phái: Tử Ngọc Y	Ngoại Trang Phái: Nhập Vân Sam	Ngoại Trang Phái: Hử Điệp Thường	Ngoại Trang Phái: Kiếm Minh Sam	Ngoại Trang Phái: Ly Loan Thường	Ngoại Trang Phái: Ti Ngữ Cầu	Ngoại Trang Phái: Ti Ngữ Cầu	Ngoại Trang Phái: Hoang Nhai Y	Ngoại Trang Phái: Hoang Nhai Y	Ngoại Trang Phái: Phong Dương Y	Ngoại Trang Phái: Phong Dương Y	Ngoại Trang Phái: Minh Tôn Sam	Ngoại Trang Phái: Minh Tôn Thường	Ngoại Trang Phái: Càn Dương Sam	Ngoại Trang Phái: Càn Dương Thường			
1215	Đồng Phục T5	0	5	10479	2569	1	10480	2569	2	10481	2569	2	10482	2569	2	10483	2569	2										Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: T5	Ngoại Trang Phái: Đoàn Thị T5	Ngoại Trang Phái: Đoàn Thị T5			
1904	Đồng Phục T1-1 Ngày	0	5	9539	2569	1																						Ngoại Trang Phái: Minh Quang Giáp	Ngoại Trang Phái: Minh Quang Giáp	Ngoại Trang Phái: Mộng Mê Thường	Ngoại Trang Phái: Khởi Lệ Thường	Ngoại Trang Phái: Dật Hiệp Sam	Ngoại Trang Phái: Dật Hiệp Thường	Ngoại Trang Phái: Vấn Đạo Sam	Ngoại Trang Phái: Vấn Đạo Sam	Ngoại Trang Phái: Mê Hồn Y	Ngoại Trang Phái: Minh Tịnh Sam	Ngoại Trang Phái: Bích La Thường	Ngoại Trang Phái: Tỏa Nguyệt Sam	Ngoại Trang Phái: Tuyết Thanh Y	Ngoại Trang Phái: Tuyết Thanh Y	Ngoại Trang Phái: Túy Thanh Sam	Ngoại Trang Phái: Tử Lan Thường	Ngoại Trang Phái: Vân Thê Sam	Ngoại Trang Phái: Cầm Điệu Thường	Ngoại Trang Phái: Phi Tuyết Y	Ngoại Trang Phái: Phi Tuyết Y	Ngoại Trang Phái: Mạc Lang Y	Ngoại Trang Phái: Mạc Lang Y	Ngoại Trang Phái: Triều Dương Y	Ngoại Trang Phái: Triều Dương Y	Ngoại Trang Phái: Quang Minh Sam	Ngoại Trang Phái: Quang Minh Thường	Ngoại Trang Phái: Đoàn Thị T1	Ngoại Trang Phái: Đoàn Thị T1			
1905	Đồng Phục T2-Màu 1-1 Ngày	0	5	9540	2569	1																						Ngoại Trang Phái: Diệu Nhật Giáp	Ngoại Trang Phái: Diệu Nhật Giáp	Ngoại Trang Phái: Lăng La Thường	Ngoại Trang Phái: Nguyệt Hoa Thường	Ngoại Trang Phái: Đạp Nguyệt Sam	Ngoại Trang Phái: Đạp Nguyệt Thường	Ngoại Trang Phái: Ly Trần Sam	Ngoại Trang Phái: Ly Trần Sam	Ngoại Trang Phái: Tu La Y	Ngoại Trang Phái: Hư Trúc Sam	Ngoại Trang Phái: Thanh Liên Thường	Ngoại Trang Phái: Ngân Câu Sam	Ngoại Trang Phái: Linh Hồ Y	Ngoại Trang Phái: Linh Hồ Y	Ngoại Trang Phái: Thiết Thủ Sam	Ngoại Trang Phái: Minh Hỏa Thường	Ngoại Trang Phái: Định Quốc Sam	Ngoại Trang Phái: Quỳnh Đài Thường	Ngoại Trang Phái: Bạch Hồ Y	Ngoại Trang Phái: Bạch Hồ Y	Ngoại Trang Phái: Phá Phủ Y	Ngoại Trang Phái: Phá Phủ Y	Ngoại Trang Phái: Vân Đài Y	Ngoại Trang Phái: Vân Đài Y	Ngoại Trang Phái: Thánh Huy Sam	Ngoại Trang Phái: Thánh Huy Thường	Ngoại Trang Phái: Đoàn Thị T2	Ngoại Trang Phái: Đoàn Thị T2			
1906	Đồng Phục T3-1 Ngày	0	5	9541	2569	1																						Ngoại Trang Phái: Bá Vương Giáp	Ngoại Trang Phái: Bá Vương Giáp	Ngoại Trang Phái: Thiên Huyền Thường	Ngoại Trang Phái: Vân Điệp Thường	Ngoại Trang Phái: Lưu Vân Sam	Ngoại Trang Phái: Lưu Vân Thường	Ngoại Trang Phái: Vấn Ý Sam	Ngoại Trang Phái: Vấn Ý Sam	Ngoại Trang Phái: Lục Ma Y	Ngoại Trang Phái: La Hán Sam	Ngoại Trang Phái: Anh Lạc Thường	Ngoại Trang Phái: Thiên Hà Sam	Ngoại Trang Phái: Mặc Sương Y	Ngoại Trang Phái: Mặc Sương Y	Ngoại Trang Phái: Phục Hổ Sam	Ngoại Trang Phái: Phượng Vĩ Thường	Ngoại Trang Phái: Tần Phong Sam	Ngoại Trang Phái: Dao Hoa Thường	Ngoại Trang Phái: Thúy Vân Cầu	Ngoại Trang Phái: Thúy Vân Cầu	Ngoại Trang Phái: Lãnh Khiếu Y	Ngoại Trang Phái: Lãnh Khiếu Y	Ngoại Trang Phái: Thiên Nhẫn Y	Ngoại Trang Phái: Thiên Nhẫn Y	Ngoại Trang Phái: Phần Ảnh Sam	Ngoại Trang Phái: Phần Ảnh Thường	Ngoại Trang Phái: Đoàn Thị T3	Ngoại Trang Phái: Đoàn Thị T3			
2001	Trang Phục Thiếu Hiệp Giang Hồ-Giới Hạn	0	0	3896	2569	1																						Tân Thủ: Minh Quang Giáp	Tân Thủ: Minh Quang Giáp	Tân Thủ: Mộng Mê Thường	Tân Thủ: Khởi Lệ Thường	Tân Thủ: Dật Hiệp Sam	Tân Thủ: Mộng Mê Thường	Tân Thủ: Vấn Đạo Sam	Tân Thủ: Mê Hồn Y	Tân Thủ: Mê Hồn Y	Tân Thủ: Minh Tịnh Sam	Tân Thủ: Bích La Thường	Tân Thủ: Tỏa Nguyệt Sam	Tân Thủ: Tuyết Thanh Y	Tân Thủ: Tuyết Thanh Y	Tân Thủ: Túy Thanh Sam	Tân Thủ: Tử Lan Thường	Tân Thủ: Vân Thê Sam 	Tân Thủ: Cầm Điệu Thường 	Tân Thủ: Phi Tuyết Y	Tân Thủ: Phi Tuyết Y	Ngoại Trang Phái: Mạc Lang Y	Ngoại Trang Phái: Mạc Lang Y	Tân Thủ: Triều Dương Y	Tân Thủ: Triều Dương Y	Tân Thủ: Quang Minh Sam	Tân Thủ: Quang Minh Thường	Ngoại Trang Phái: Vô Vi Sam	Ngoại Trang Phái: Vô Vi Thường			
2002	Trang Phục Thiếu Hiệp Giang Hồ	0	5	2580	2569	1	2662	2569	2	2663	2569	2	2664	2569	2	6855	2569	2										Tân Thủ: Minh Quang Giáp	Tân Thủ: Minh Quang Giáp	Tân Thủ: Mộng Mê Thường	Tân Thủ: Khởi Lệ Thường	Tân Thủ: Dật Hiệp Sam	Tân Thủ: Mộng Mê Thường	Tân Thủ: Vấn Đạo Sam	Tân Thủ: Mê Hồn Y	Tân Thủ: Mê Hồn Y	Tân Thủ: Minh Tịnh Sam	Tân Thủ: Bích La Thường	Tân Thủ: Tỏa Nguyệt Sam	Tân Thủ: Tuyết Thanh Y	Tân Thủ: Tuyết Thanh Y	Tân Thủ: Túy Thanh Sam	Tân Thủ: Tử Lan Thường	Tân Thủ: Vân Thê Sam 	Tân Thủ: Cầm Điệu Thường 	Tân Thủ: Phi Tuyết Y	Tân Thủ: Phi Tuyết Y	Ngoại Trang Phái: Mạc Lang Y	Ngoại Trang Phái: Mạc Lang Y	Tân Thủ: Triều Dương Y	Tân Thủ: Triều Dương Y	Tân Thủ: Quang Minh Sam	Tân Thủ: Quang Minh Thường	Ngoại Trang Phái: Vô Vi Sam	Ngoại Trang Phái: Vô Vi Thường			
2003	Trang Bị Thường T1	0	5	2570	2569	1	2641	2569	2	2642	2569	2	2643	2569	2	6834	2569	2										Bậc 1: Hắc Vân Sam	Bậc 1: Vân Cẩm Thường	Bậc 1: Đinh Hương Thường	Bậc 1: Vân Cẩm Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Đinh Hương Thường	Bậc 1: Hắc Vân Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Hắc Vân Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Hắc Vân Sam	Bậc 1: Vân Cẩm Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Hắc Vân Sam	Bậc 1: Vân Cẩm Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Đinh Hương Thường	Bậc 1: Thừa Phong Sam	Bậc 1: Vân Cẩm Thường			
2004	Trang Bị Thường T2	0	5	2571	2569	1	2644	2569	2	2645	2569	2	2646	2569	2	6835	2569	2										Bậc 2: Phi Ngư Sam	Bậc 2: Mộng Điệp Thường	Bậc 2: Xích Luyện Y	Bậc 2: Mộng Điệp Thường	Bậc 2: Sương Diệp Sam	Bậc 2: Xích Luyện Y	Bậc 2: Sương Diệp Sam	Bậc 2: Xích Luyện Y	Bậc 2: Xích Luyện Y	Bậc 2: Phi Ngư Sam	Bậc 2: Xích Luyện Y	Bậc 2: Sương Diệp Sam	Bậc 2: Phi Ngư Sam	Bậc 2: Xích Luyện Y	Bậc 2: Phi Ngư Sam	Bậc 2: Mộng Điệp Thường	Bậc 2: Sương Diệp Sam	Bậc 2: Xích Luyện Y	Bậc 2: Sương Diệp Sam	Bậc 2: Xích Luyện Y	Bậc 2: Phi Ngư Sam	Bậc 2: Mộng Điệp Thường	Bậc 2: Sương Diệp Sam	Bậc 2: Xích Luyện Y	Bậc 2: Sương Diệp Sam	Bậc 2: Xích Luyện Y	Bậc 2: Sương Diệp Sam	Bậc 2: Mộng Điệp Thường			
2005	Trang Bị Thường T3	0	5	2572	2569	1	2647	2569	2	2648	2569	2	2649	2569	2	6836	2569	2										Bậc 3: Phá Lỗ Sam	Bậc 3: Bích Lạc Thường	Bậc 3: Phồn Hoa Thường	Bậc 3: Bích Lạc Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Phồn Hoa Thường	Bậc 3: Phá Lỗ Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phá Lỗ Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Phá Lỗ Sam	Bậc 3: Bích Lạc Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Phá Lỗ Sam	Bậc 3: Bích Lạc Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Kim Văn Sam	Bậc 3: Phồn Hoa Thường	Bậc 3: Kim Văn Sam	Bậc 3: Bích Lạc Thường			
2006	Trang Bị Thường T4	0	5	2573	2569	1	2650	2569	2	2651	2569	2	2652	2569	2	6837	2569	2										Bậc 4: Lang Yên Sam	Bậc 4: Lưu Ly Thường	Bậc 4: Ly Thương Y	Bậc 4: Lưu Ly Thường	Bậc 4: Lam Điệp Sam	Bậc 4: Ly Thương Y	Bậc 4: Lam Điệp Sam	Bậc 4: Ly Thương Y	Bậc 4: Ly Thương Y	Bậc 4: Lang Yên Sam	Bậc 4: Ly Thương Y	Bậc 4: Lam Điệp Sam	Bậc 4: Lang Yên Sam	Bậc 4: Ly Thương Y	Bậc 4: Lang Yên Sam	Bậc 4: Lưu Ly Thường	Bậc 4: Lam Điệp Sam	Bậc 4: Ly Thương Y	Bậc 4: Lam Điệp Sam	Bậc 4: Ly Thương Y	Bậc 4: Lang Yên Sam	Bậc 4: Lưu Ly Thường	Bậc 4: Lam Điệp Sam	Bậc 4: Ly Thương Y	Bậc 4: Lam Điệp Sam	Bậc 4: Ly Thương Y	Bậc 4: Lam Điệp Sam	Bậc 4: Lưu Ly Thường			
2007	Trang Bị Thường T5	0	5	2574	2569	1	2653	2569	2	2654	2569	2	2655	2569	2	6838	2569	2										Bậc 5: Tru Tà Sam	Bậc 5: Thanh Loan Thường	Bậc 5: Hàn Mai Thường	Bậc 5: Thanh Loan Thường	Bậc 5: Thương Khung Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Thương Khung Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Hàn Mai Thường	Bậc 5: Tru Tà Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Thương Khung Sam	Bậc 5: Tru Tà Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Tru Tà Sam	Bậc 5: Thanh Loan Thường	Bậc 5: Thương Khung Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Thương Khung Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Tru Tà Sam	Bậc 5: Thanh Loan Thường	Bậc 5: Thương Khung Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Thương Khung Sam	Bậc 5: Hàn Mai Thường	Bậc 5: Thương Khung Sam	Bậc 5: Thanh Loan Thường			
1901	Trang Bị Thường T6-Hạn	0	2	9524	2569	1																						Bậc 6: Quỷ Diện Sam	Bậc 6: Dao Trì Thường	Bậc 6: Bế Nguyệt Thường	Bậc 6: Dao Trì Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Bế Nguyệt Thường	Bậc 6: Quỷ Diện Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Quỷ Diện Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Quỷ Diện Sam	Bậc 6: Dao Trì Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Quỷ Diện Sam	Bậc 6: Dao Trì Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Dao Trì Thường			
2008	Trang Bị Thường T6	0	5	2575	2569	1	2656	2569	2	2657	2569	2	2658	2569	2	6839	2569	2	10666	2569	2							Bậc 6: Quỷ Diện Sam	Bậc 6: Dao Trì Thường	Bậc 6: Bế Nguyệt Thường	Bậc 6: Dao Trì Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Bế Nguyệt Thường	Bậc 6: Quỷ Diện Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Quỷ Diện Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Quỷ Diện Sam	Bậc 6: Dao Trì Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Quỷ Diện Sam	Bậc 6: Dao Trì Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Bế Nguyệt Thường	Bậc 6: Huyền Giáp Sam	Bậc 6: Dao Trì Thường			
1902	Trang Bị Thường T7-Hạn	0	2	9525	2569	1																						Bậc 7: Bồ Đề Sam	Bậc 7: Thanh Mộ Thường	Bậc 7: Tử Hà Thường	Bậc 7: Thanh Mộ Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Tử Hà Thường	Bậc 7: Bồ Đề Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Bồ Đề Sam	Bậc 7: Tử Hà Thường	Bậc 7: Bồ Đề Sam	Bậc 7: Thanh Mộ Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Bồ Đề Sam	Bậc 7: Thanh Mộ Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Thanh Mộ Thường			
2009	Trang Bị Thường T7	0	5	2576	2569	1	2659	2569	2	2660	2569	2	2661	2569	2	6840	2569	2	10668	2569	2							Bậc 7: Bồ Đề Sam	Bậc 7: Thanh Mộ Thường	Bậc 7: Tử Hà Thường	Bậc 7: Thanh Mộ Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Tử Hà Thường	Bậc 7: Bồ Đề Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Bồ Đề Sam	Bậc 7: Tử Hà Thường	Bậc 7: Bồ Đề Sam	Bậc 7: Thanh Mộ Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Bồ Đề Sam	Bậc 7: Thanh Mộ Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Tử Hà Thường	Bậc 7: Ngân Lân Sam	Bậc 7: Thanh Mộ Thường			
1903	Trang Bị Thường T8-Hạn	0	2	9526	2569	1																						Bậc 8: Kinh Vũ Sam	Bậc 8: Tử Huỳnh Thường	Bậc 8: Vận Nghê Thường	Bậc 8: Tử Huỳnh Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Vận Nghê Thường	Bậc 8: Kinh Vũ Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Kinh Vũ Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Kinh Vũ Sam	Bậc 8: Tử Huỳnh Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Kinh Vũ Sam	Bậc 8: Tử Huỳnh Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Vận Nghê Thường	Bậc 8: Tịnh Thế Sam	Bậc 8: Tử Huỳnh Thường			
