TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
3199	Vũ Khí T5-Bạc Màu 3	T5_WeaponShow_Q3	11118	14	1	1	5					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3253	Vũ Khí T5-Gốc	T5_WeaponShow_Q4	10005	14	1	1	5					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3200	Vũ Khí T6-Bạc Màu 1	T6_WeaponShow_Q1	11119	14	1	1	6					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3201	Vũ Khí T6-Bạc Màu 2	T6_WeaponShow_Q2	11120	14	1	1	6					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3202	Vũ Khí T6-Bạc Màu 3	T6_WeaponShow_Q3	11121	14	1	1	6					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3254	Vũ Khí T6-Gốc	T6_WeaponShow_Q4	10006	14	1	1	6					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3203	Vũ Khí T7-Bạc Màu 1	T7_WeaponShow_Q1	11122	14	1	1	7					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3204	Vũ Khí T7-Bạc Màu 2	T7_WeaponShow_Q2	11123	14	1	1	7					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3205	Vũ Khí T7-Bạc Màu 3	T7_WeaponShow_Q3	11124	14	1	1	7					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3255	Vũ Khí T7-Gốc	T7_WeaponShow_Q4	10007	14	1	1	7					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3206	Vũ Khí T8-Bạc Màu 1	T8_WeaponShow_Q1	11125	14	1	1	8					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3207	Vũ Khí T8-Bạc Màu 2	T8_WeaponShow_Q2	11126	14	1	1	8					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3208	Vũ Khí T8-Bạc Màu 3	T8_WeaponShow_Q3	11127	14	1	1	8					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3256	Vũ Khí T8-Gốc	T8_WeaponShow_Q4	10008	14	1	1	8					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3209	Vũ Khí T9-Bạc Màu 1	T9_WeaponShow_Q1	11128	14	1	1	9					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3210	Vũ Khí T9-Bạc Màu 2	T9_WeaponShow_Q2	11129	14	1	1	9					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3211	Vũ Khí T9-Bạc Màu 3	T9_WeaponShow_Q3	11130	14	1	1	9					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3257	Vũ Khí T9-Gốc	T9_WeaponShow_Q4	10009	14	1	1	9					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3212	Vũ Khí T10-Bạc Màu 1	T10_WeaponShow_Q1	11131	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3213	Vũ Khí T10-Bạc Màu 2	T10_WeaponShow_Q2	11132	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3214	Vũ Khí T10-Bạc Màu 3	T10_WeaponShow_Q3	11133	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3258	Vũ Khí T10-Gốc	T10_WeaponShow_Q4	10010	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5311	Vũ Khí T11-Gốc	T11_WeaponShow_Q1	11134	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5312	Vũ Khí T11-Bạc Màu 1	T11_WeaponShow_Q2	11135	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5313	Vũ Khí T11-Bạc Màu 2	T11_WeaponShow_Q3	11136	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5314	Vũ Khí T11-Bạc Màu 3	T11_WeaponShow_Q4	11137	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5315	Vũ Khí T12-Gốc	T12_WeaponShow_Q1	11138	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5316	Vũ Khí T12-Bạc Màu 1	T12_WeaponShow_Q2	11139	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5317	Vũ Khí T12-Bạc Màu 2	T12_WeaponShow_Q3	11140	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5318	Vũ Khí T12-Bạc Màu 3	T12_WeaponShow_Q4	11141	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5319	Vũ Khí T13-Gốc	T13_WeaponShow_Q1	11142	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5320	Vũ Khí T13-Bạc Màu 1	T13_WeaponShow_Q2	11143	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5321	Vũ Khí T13-Bạc Màu 2	T13_WeaponShow_Q3	11144	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5322	Vũ Khí T13-Bạc Màu 3	T13_WeaponShow_Q4	11145	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5323	Vũ Khí T14-Gốc	T14_WeaponShow_Q1	11146	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5324	Vũ Khí T14-Bạc Màu 1	T14_WeaponShow_Q2	11147	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5325	Vũ Khí T14-Bạc Màu 2	T14_WeaponShow_Q3	11148	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5326	Vũ Khí T14-Bạc Màu 3	T14_WeaponShow_Q4	11149	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5327	Vũ Khí T15-Gốc	T15_WeaponShow_Q1	11150	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5328	Vũ Khí T15-Bạc Màu 1	T15_WeaponShow_Q2	11151	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5329	Vũ Khí T15-Bạc Màu 2	T15_WeaponShow_Q3	11152	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5330	Vũ Khí T15-Bạc Màu 3	T15_WeaponShow_Q4	11153	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5331	Vũ Khí T16-Gốc	T16_WeaponShow_Q1	11154	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5332	Vũ Khí T16-Bạc Màu 1	T16_WeaponShow_Q2	11155	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5333	Vũ Khí T16-Bạc Màu 2	T16_WeaponShow_Q3	11156	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5334	Vũ Khí T16-Bạc Màu 3	T16_WeaponShow_Q4	11157	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5335	Vũ Khí T17-Gốc	T17_WeaponShow_Q1	11158	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5336	Vũ Khí T17-Bạc Màu 1	T17_WeaponShow_Q2	11159	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5337	Vũ Khí T17-Bạc Màu 2	T17_WeaponShow_Q3	11160	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5338	Vũ Khí T17-Bạc Màu 3	T17_WeaponShow_Q4	11161	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5339	Vũ Khí T18-Gốc	T18_WeaponShow_Q1	11162	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5340	Vũ Khí T18-Bạc Màu 1	T18_WeaponShow_Q2	11163	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5341	Vũ Khí T18-Bạc Màu 2	T18_WeaponShow_Q3	11164	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5342	Vũ Khí T18-Bạc Màu 3	T18_WeaponShow_Q4	11165	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5343	Vũ Khí T19-Gốc	T19_WeaponShow_Q1	11166	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5344	Vũ Khí T19-Bạc Màu 1	T19_WeaponShow_Q2	11167	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5345	Vũ Khí T19-Bạc Màu 2	T19_WeaponShow_Q3	11168	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5346	Vũ Khí T19-Bạc Màu 3	T19_WeaponShow_Q4	11169	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5347	Vũ Khí T20-Gốc	T20_WeaponShow_Q1	11170	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5348	Vũ Khí T20-Bạc Màu 1	T20_WeaponShow_Q2	11171	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5349	Vũ Khí T20-Bạc Màu 2	T20_WeaponShow_Q3	11172	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
5350	Vũ Khí T20-Bạc Màu 3	T20_WeaponShow_Q4	11173	14	1	1	10					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3225	Vũ Khí Tân Thủ	T0_WeaponShow_Q1	11100	14	1	1	1					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3226	Vũ Khí Tân Thủ-Bạc Màu 1	T0_WeaponShow_Q2	11101	14	1	1	1					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3227	Vũ Khí Tân Thủ-Bạc Màu 2	T0_WeaponShow_Q3	11102	14	1	1	1					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3228	Vũ Khí Tân Thủ-Bạc Màu 3	T0_WeaponShow_Q4	11103	14	1	1	1					Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	25000	3	25000	1	waiyi																																													
3933	Ngoại Trang Vũ Khí Thiên Vương T1-Màu 1	T1_WeaponWaiyi_Q1	12101	14	1	1	1					[FFFE0D]Chỉ Thiên Vương được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													1
3934	Ngoại Trang Vũ Khí Thiên Vương T1-Màu 2	T1_WeaponWaiyi_Q2	12102	14	1	1	1					[FFFE0D]Chỉ Thiên Vương được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													1
3935	Ngoại Trang Vũ Khí Thiên Vương T1-Màu 3	T1_WeaponWaiyi_Q3	12103	14	1	1	1					[FFFE0D]Chỉ Thiên Vương được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													1
3936	Ngoại Trang Vũ Khí Thiên Vương T1-Màu 4	T1_WeaponWaiyi_Q4	12104	14	1	1	1					[FFFE0D]Chỉ Thiên Vương được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													1
6189	Ngoại Trang Vũ Khí Thiên Vương T1-Màu 5	T1_WeaponWaiyi_Q5	12157	14	1	1	1					[FFFE0D]Chỉ Thiên Vương được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													1
4381	Ngoại Trang Vũ Khí Nga Mi T1-Màu 1	T1_EMWeaponWaiyi_Q1	12105	14	1	1	1					[FFFE0D]Chỉ Nga Mi được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													2
4382	Ngoại Trang Vũ Khí Nga Mi T1-Màu 2	T1_EMWeaponWaiyi_Q2	12106	14	1	1	1					[FFFE0D]Chỉ Nga Mi được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													2
4383	Ngoại Trang Vũ Khí Nga Mi T1-Màu 3	T1_EMWeaponWaiyi_Q3	12107	14	1	1	1					[FFFE0D]Chỉ Nga Mi được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													2
4384	Ngoại Trang Vũ Khí Nga Mi T1-Màu 4	T1_EMWeaponWaiyi_Q4	12108	14	1	1	1					[FFFE0D]Chỉ Nga Mi được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													2
6190	Ngoại Trang Vũ Khí Nga Mi T1-Màu 5	T1_EMWeaponWaiyi_Q5	12158	14	1	1	1					[FFFE0D]Chỉ Nga Mi được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													2
4385	Ngoại Trang Vũ Khí Đào Hoa T1-Màu 1	T1_THWeaponWaiyi_Q1	12109	14	1	1	1					[FFFE0D]Chỉ Đào Hoa được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													3
