TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
2702	Ngoại Trang T2 (Hoa)-Màu 1	T2_Shizhuang_Q1	307	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
2703	Ngoại Trang T2 (Hoa)-Màu 2	T2_Shizhuang_Q2	308	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
2704	Ngoại Trang T2 (Hoa)-Màu 3	T2_Shizhuang_Q3	309	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
2705	Ngoại Trang T2 (Hoa)-Màu 4	T2_Shizhuang_Q4	310	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3025	Ngoại Trang T2 (Hoa)-Màu 5	T2_Shizhuang_Q5	311	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3026	Ngoại Trang T2 (Hoa)-Màu 6	T2_Shizhuang_Q6	312	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3027	Ngoại Trang T2 (Hoa)-Màu 7	T2_Shizhuang_Q7	313	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3028	Ngoại Trang T2 (Hoa)-Màu 8	T2_Shizhuang_Q8	314	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4481	Ngoại Trang T2-3 ngày	T2_Shizhuang_D3	307	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4482	Ngoại Trang T2-7 ngày	T2_Shizhuang_D7	307	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4483	Ngoại Trang T2-30 ngày	T2_Shizhuang_D30	307	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3068	Thử Nghiệm 1	T2_Shizhuang_Q9	315	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3069	Thử Nghiệm 2	T2_Shizhuang_Q10	316	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3070	Thử Nghiệm 3	T2_Shizhuang_Q11	317	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3071	Thử Nghiệm 4	T2_Shizhuang_Q12	318	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3072	Thử Nghiệm 5	T2_Shizhuang_Q13	319	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3073	Thử Nghiệm 6	T2_Shizhuang_Q14	320	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3074	Thử Nghiệm 7	T2_Shizhuang_Q15	321	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3075	Thử Nghiệm 8	T2_Shizhuang_Q16	322	13		1	1	1				Mặc vào thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể nhuộm màu[-] 	15000	3	15000	1	waiyi																																																				
3259	Ngoại Trang T3 (Áo Năm Mới)-Màu 1	T3_Shizhuang_Q1	323	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3260	Ngoại Trang T3 (Áo Năm Mới)-Màu 2	T3_Shizhuang_Q2	324	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3261	Ngoại Trang T3 (Áo Năm Mới)-Màu 3	T3_Shizhuang_Q3	325	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3262	Ngoại Trang T3 (Áo Năm Mới)-Màu 4	T3_Shizhuang_Q4	326	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
6830	Ngoại Trang T3 (Áo Năm Mới)-Màu 5	T3_Shizhuang_Q5	716	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4484	Ngoại Trang T3-3 ngày	T3_Shizhuang_D3	323	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4485	Ngoại Trang T3-7 ngày	T3_Shizhuang_D7	323	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4486	Ngoại Trang T3-30 ngày	T3_Shizhuang_D30	323	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3263	Ngoại Trang T4 (Bát Gia Tướng)-Màu 1	T4_Shizhuang_Q1	327	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3264	Ngoại Trang T4 (Bát Gia Tướng)-Màu 2	T4_Shizhuang_Q2	328	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3265	Ngoại Trang T4 (Bát Gia Tướng)-Màu 3	T4_Shizhuang_Q3	329	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3266	Ngoại Trang T4 (Bát Gia Tướng)-Màu 4	T4_Shizhuang_Q4	330	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4743	Ngoại Trang T4-Lễ Phục Mừng Sinh Nhật-3 Ngày	T4_Shizhuang_Q5	342	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4892	Ngoại Trang T4-Lễ Phục Mừng Sinh Nhật	T4_Shizhuang_Q6	342	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4487	Ngoại Trang T4-3 ngày	T4_Shizhuang_D3	327	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4488	Ngoại Trang T4-7 ngày	T4_Shizhuang_D7	327	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4489	Ngoại Trang T4-30 ngày	T4_Shizhuang_D30	327	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4490	Ngoại Trang T5-3 ngày	T5_Shizhuang_D3	333	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
4491	Ngoại Trang T5-7 ngày	T5_Shizhuang_D7	333	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
4492	Ngoại Trang T5-30 ngày	T5_Shizhuang_D30	333	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6288	Ngoại Trang T5 (Hắc Bang)-Màu 1	T5_TWShizhuang_Q1	621	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6289	Ngoại Trang T5 (Hắc Bang)-Màu 2	T5_TWShizhuang_Q2	622	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6290	Ngoại Trang T5 (Hắc Bang)-Màu 3	T5_TWShizhuang_Q3	623	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6291	Ngoại Trang T5 (Hắc Bang)-Màu 4	T5_TWShizhuang_Q4	624	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6539	Ngoại Trang T5 (Hắc Bang)-Nguyệt	T5_TWShizhuang_Q5	30001	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3874	Ngoại Trang T6 (Tự Nhiên)-Màu 1	T6_Shizhuang_Q1	343	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3875	Ngoại Trang T6 (Tự Nhiên)-Màu 2	T6_Shizhuang_Q2	344	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3876	Ngoại Trang T6 (Tự Nhiên)-Màu 3	T6_Shizhuang_Q3	345	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3877	Ngoại Trang T6 (Tự Nhiên)-Màu 4	T6_Shizhuang_Q4	346	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
4243	Ngoại Trang T6 (Tự Nhiên)-Giai Kỳ	T6_Shizhuang_Q5	423	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
4772	Ngoại Trang T6 (Tự Nhiên)-60 ngày	T6_TWShizhuang_D60	343	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	51	15000	1	waiyi																																																				
3878	Ngoại Trang T7 (Phù Quang)-Màu 1	T7_Shizhuang_Q1	461	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3879	Ngoại Trang T7 (Phù Quang)-Màu 2	T7_Shizhuang_Q2	462	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3880	Ngoại Trang T7 (Phù Quang)-Màu 3	T7_Shizhuang_Q3	463	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3881	Ngoại Trang T7 (Phù Quang)-Màu 4	T7_Shizhuang_Q4	464	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6831	Ngoại Trang T7 (Phù Quang)-Màu 5	T7_Shizhuang_Q5	721	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
11021	Ngoại Trang T7 (Phù Quang)-Màu 6	T7_Shizhuang_Q6	765	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6741	Ngoại Trang T7 (Phù Quang)-30 ngày	T7_Shizhuang_Q1_D30	461	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3886	Ngoại Trang T8 (Khinh Sa)-Màu 1	T9_Shizhuang_Q1	701	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3887	Ngoại Trang T8 (Khinh Sa)-Màu 2	T9_Shizhuang_Q2	702	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3888	Ngoại Trang T8 (Khinh Sa)-Màu 3	T9_Shizhuang_Q3	703	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3889	Ngoại Trang T8 (Khinh Sa)-Màu 4	T9_Shizhuang_Q4	704	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6832	Ngoại Trang T8 (Khinh Sa)-Màu 5	T9_Shizhuang_Q5	705	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
6833	Ngoại Trang T8 (Khinh Sa)-Màu 6	T9_Shizhuang_Q6	706	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
7123	Ngoại Trang T8 (Khinh Sa) (Giới Hạn)	T9_Shizhuang_xianshi	701	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3890	Ngoại Trang T9 (Chiếm ID)	T10_Shizhuang_Q1	327	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3891	Ngoại Trang T9 (Chiếm ID)-Màu 2	T10_Shizhuang_Q2	328	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3892	Ngoại Trang T9 (Chiếm ID)-Màu 3	T10_Shizhuang_Q3	329	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
3893	Ngoại Trang T9 (Chiếm ID)-Màu 4	T10_Shizhuang_Q4	330	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
7312	Ngoại Trang T11 (Ngoại Trang Năm Mới)-Màu 1	T11_Shizhuang_Q1	722	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Không thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
7313	Ngoại Trang T11 (Ngoại Trang Năm Mới)-Màu 2	T11_Shizhuang_Q2	723	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
7314	Ngoại Trang T11 (Ngoại Trang Năm Mới)-Màu 3	T11_Shizhuang_Q3	724	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
7315	Ngoại Trang T11 (Ngoại Trang Năm Mới)-Màu 4	T11_Shizhuang_Q4	725	13		1	1	1				[FFFE0D]Dùng cho tất cả môn phái[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]	15000	81	15000	1	waiyi																																																				
