TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
5083	【Hiếm】Đai Bậc 13	T13_Belt_Q2	8213	7	2	13	147	40					7120000	8	8250000	1	equip		0	resist_allseriesstate_rate_v	165																																							7	7
5084	【Hiếm】Đai Bậc 14	T14_Belt_Q2	8214	7	2	14	157	43					7840000	8	7830000	1	equip		0	resist_allseriesstate_rate_v	198																																							7	7
5085	【Hiếm】Đai Bậc 15	T15_Belt_Q2	8215	7	2	15	167	46					8630000	8	8628000	1	equip		0	resist_allseriesstate_rate_v	218																																							7	7
5086	【Hiếm】Đai Bậc 16	T16_Belt_Q2	8216	7	2	16	177	49					9500000	8	9500000	1	equip		0	resist_allseriesstate_rate_v	240																																							7	7
5087	【Hiếm】Đai Bậc 17	T17_Belt_Q2	8217	7	2	17	187	52					10450000	8	10450000	1	equip		0	resist_allseriesstate_rate_v	264																																							7	7
5088	【Hiếm】Đai Bậc 18	T18_Belt_Q2	8218	7	2	18	197	55					5000000	8	5000000	1	equip		0	resist_allseriesstate_rate_v	290																																							7	7
5089	【Hiếm】Đai Bậc 19	T19_Belt_Q2	8219	7	2	19	207	58					5000000	8	5000000	1	equip		0	resist_allseriesstate_rate_v	319																																							7	7
5090	【Hiếm】Đai Bậc 20	T20_Belt_Q2	8220	7	2	20	217	61					5000000	8	5000000	1	equip		0	resist_allseriesstate_rate_v	351																																							7	7
2788	【Hoàng Kim】Đai Bậc 6	T6_Belt_Q4	8306	7	4	6	77	101					19500000	7	19500000	1	equip		18000	resist_allseriesstate_rate_v	85																																							5	6
2789	【Hoàng Kim】Đai Bậc 7	T7_Belt_Q4	8307	7	4	7	87	102					30800000	7	30800000	1	equip		28800	resist_allseriesstate_rate_v	114																																							6	6
2790	【Hoàng Kim】Đai Bậc 8	T8_Belt_Q4	8308	7	4	8	97	103					45900000	7	45900000	1	equip		43200	resist_allseriesstate_rate_v	124																																							7	6
3635	【Hoàng Kim】Đai Bậc 9	T9_Belt_Q4	8309	7	4	9	107	104					61600000	7	61600000	1	equip		57600	resist_allseriesstate_rate_v	135																																							7	7
3636	【Hoàng Kim】Đai Bậc 10	T10_Belt_Q4	8310	7	4	10	117	105					77000000	7	77000000	1	equip		72000	resist_allseriesstate_rate_v	150																																							7	7
5400	【Hoàng Kim】Đai Bậc 11	T11_Belt_Q4	8311	7	4	11	127	106					92650000	7	92650000	1	equip		86400	resist_allseriesstate_rate_v	160																																							7	7
5401	【Hoàng Kim】Đai Bậc 12	T12_Belt_Q4	8312	7	4	12	137	107					108300000	7	108300000	1	equip		108300	resist_allseriesstate_rate_v	170																																							7	7
5402	【Hoàng Kim】Đai Bậc 13	T13_Belt_Q4	8313	7	4	13	147	108					122700000	7	122700000	1	equip		122700	resist_allseriesstate_rate_v	180																																							7	7
5403	【Hoàng Kim】Đai Bậc 14	T14_Belt_Q4	8314	7	4	14	157	109					137100000	7	137100000	1	equip		137100	resist_allseriesstate_rate_v	270																																							7	7
5404	【Hoàng Kim】Đai Bậc 15	T15_Belt_Q4	8315	7	4	15	167	110					151500000	7	151500000	1	equip		151500	resist_allseriesstate_rate_v	297																																							7	7
9764	【Hoàng Kim】Đai Bậc 16	T16_Belt_Q4	8316	7	4	16	177	111					165900000	7	165900000	1	equip		165900	resist_allseriesstate_rate_v	327																																							7	7
9765	【Hoàng Kim】Đai Bậc 17	T17_Belt_Q4	8317	7	4	17	187	112					180300000	8	180300000	1	equip		180300	resist_allseriesstate_rate_v	359																																							7	7
9766	【Hoàng Kim】Đai Bậc 18	T18_Belt_Q4	8318	7	4	18	197	113					151500000	7	151500000	1	equip		151500	resist_allseriesstate_rate_v	395																																							7	7
9767	【Hoàng Kim】Đai Bậc 19	T19_Belt_Q4	8319	7	4	19	207	114					151500000	7	151500000	1	equip		151500	resist_allseriesstate_rate_v	435																																							7	7
9768	【Hoàng Kim】Đai Bậc 20	T20_Belt_Q4	8320	7	4	20	217	115					151500000	7	151500000	1	equip		151500	resist_allseriesstate_rate_v	478																																							7	7
10093	【Bạch Kim】Đai Bậc 10	T10_Belt_Q5	8910	7	5	10	117	105					84200000	7	84200000	1	equip		79200	resist_allseriesstate_rate_v	170																																							7	7
10094	【Bạch Kim】Đai Bậc 11	T11_Belt_Q5	8911	7	5	11	127	106					103450000	7	103450000	1	equip		97200	resist_allseriesstate_rate_v	180																																							7	7
10095	【Bạch Kim】Đai Bậc 12	T12_Belt_Q5	8912	7	5	12	137	107					122700000	7	122700000	1	equip		122700	resist_allseriesstate_rate_v	190																																							7	7
10096	【Bạch Kim】Đai Bậc 13	T13_Belt_Q5	8913	7	5	13	147	108					140700000	7	140700000	1	equip		140700	resist_allseriesstate_rate_v	200																																							7	7
10097	【Bạch Kim】Đai Bậc 14	T14_Belt_Q5	8914	7	5	14	157	109					158700000	7	158700000	1	equip		158700	resist_allseriesstate_rate_v	290																																							7	7
10098	【Bạch Kim】Đai Bậc 15	T15_Belt_Q5	8915	7	5	15	167	110					176700000	7	176700000	1	equip		176700	resist_allseriesstate_rate_v	315																																							7	7
10099	【Bạch Kim】Đai Bậc 16	T16_Belt_Q5	8916	7	5	16	177	111					194700000	7	194700000	1	equip		194700	resist_allseriesstate_rate_v	351																																							7	7
10100	【Bạch Kim】Đai Bậc 17	T17_Belt_Q5	8917	7	5	17	187	112					212700000	8	212700000	1	equip		212700	resist_allseriesstate_rate_v	386																																							7	7
10101	【Bạch Kim】Đai Bậc 18	T18_Belt_Q5	8918	7	5	18	197	113					176700000	7	176700000	1	equip		169200	resist_allseriesstate_rate_v	425																																							7	7
10102	【Bạch Kim】Đai Bậc 19	T19_Belt_Q5	8919	7	5	19	207	114					176700000	7	176700000	1	equip		169200	resist_allseriesstate_rate_v	467																																							7	7
10103	【Bạch Kim】Đai Bậc 20	T20_Belt_Q5	8920	7	5	20	217	115					176700000	7	176700000	1	equip		169200	resist_allseriesstate_rate_v	514																																							7	7
388	Đai T1 (Thấp)	T1_Belt_Test_Q1	8101	7	1	1	1	1					20000	1	3000	1	equip		0	resist_allseriesstate_rate_v	15																																								
389	Đai T2 (Thấp)	T2_Belt_Test_Q1	8102	7	1	2	1	3					40000	2	3000	1	equip		0	resist_allseriesstate_rate_v	20																																							3	1
390	Đai T3 (Thấp)	T3_Belt_Test_Q1	8103	7	1	3	1	6					80000	3	3000	1	equip		0	resist_allseriesstate_rate_v	25																																							3	2
391	Đai T4 (Thấp)	T4_Belt_Test_Q1	8104	7	1	4	1	9					200000	4	3000	1	equip		0	resist_allseriesstate_rate_v	30																																							3	3
392	Đai T5 (Thấp)	T5_Belt_Test_Q1	8105	7	1	5	1	12					500000	5	3000	1	equip		0	resist_allseriesstate_rate_v	38																																							3	3
393	Đai T6 (Thấp)	T6_Belt_Test_Q1	8106	7	1	6	77	15					1200000	6	3000	1	equip		0	resist_allseriesstate_rate_v	45																																							4	5
394	Đai T7 (Thấp)	T7_Belt_Test_Q1	8107	7	1	7	87	18					3200000	7	3000	1	equip		0	resist_allseriesstate_rate_v	60																																							4	5
395	Đai T8 (Thấp)	T8_Belt_Test_Q1	8108	7	1	8	97	21					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	80																																							5	5
3842	Đai T9 (Thấp)	T9_Belt_Test_Q1	8109	7	1	9	107	24					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	100																																							6	6
3843	Đai T10 (Thấp)	T10_Belt_Test_Q1	8110	7	1	10	117	27					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	120																																							7	6
602	Đai T1 (Trung)	T1_Belt_Test_Q2	8101	7	2	1	1	1					20000	1	3000	1	equip		0	resist_allseriesstate_rate_v	15																																								
396	Đai T2 (Trung)	T2_Belt_Test_Q2	8102	7	2	2	20	3					40000	2	3000	1	equip		0	resist_allseriesstate_rate_v	20																																							3	1
397	Đai T3 (Trung)	T3_Belt_Test_Q2	8103	7	2	3	42	6					80000	3	3000	1	equip		0	resist_allseriesstate_rate_v	25																																							3	2
398	Đai T4 (Trung)	T4_Belt_Test_Q2	8104	7	2	4	52	9					200000	4	3000	1	equip		0	resist_allseriesstate_rate_v	30																																							3	3
399	Đai T5 (Trung)	T5_Belt_Test_Q2	8105	7	2	5	62	12					500000	5	3000	1	equip		0	resist_allseriesstate_rate_v	38																																							3	3
400	【Kế Thừa】Đai Bậc 6	T6_Belt_Test_Q2	8506	7	2	6	77	15					600000	6	600000	1	equip		0	resist_allseriesstate_rate_v	47																																							4	5
401	Đai T7 (Trung)	T7_Belt_Test_Q2	8107	7	2	7	87	18					3200000	7	3000	1	equip		0	resist_allseriesstate_rate_v	70																																							5	5
402	Đai T8 (Trung)	T8_Belt_Test_Q2	8108	7	2	8	97	21					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	92																																							5	6
3844	Đai T9 (Trung)	T9_Belt_Test_Q2	8109	7	2	9	107	24					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	115																																							6	6
3845	Đai T10 (Trung)	T10_Belt_Test_Q2	8110	7	2	10	117	27					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	125																																							7	6
403	Đai T1 (Cao)	T1_Belt_Test_Q3	8201	7	3	1	1	1					20000	1	3000	1	equip		0	resist_allseriesstate_rate_v	15																																								
404	Đai T2 (Cao)	T2_Belt_Test_Q3	8202	7	3	2	34	3					40000	2	3000	1	equip		0	resist_allseriesstate_rate_v	20																																							3	3
405	Đai T3 (Cao)	T3_Belt_Test_Q3	8203	7	3	3	47	6					80000	3	3000	1	equip		0	resist_allseriesstate_rate_v	25																																							3	4
406	Đai T4 (Cao)	T4_Belt_Test_Q3	8204	7	3	4	57	9					200000	4	3000	1	equip		0	resist_allseriesstate_rate_v	30																																							4	4
407	Đai T5 (Cao)	T5_Belt_Test_Q3	8205	7	3	5	67	12					500000	5	3000	1	equip		0	resist_allseriesstate_rate_v	38																																							4	5
408	Đai T6 (Cao)	T6_Belt_Test_Q3	8206	7	3	6	77	15					1200000	6	3000	1	equip		0	resist_allseriesstate_rate_v	56																																							5	5
409	Đai T7 (Cao)	T7_Belt_Test_Q3	8207	7	3	7	87	18					3200000	7	3000	1	equip		0	resist_allseriesstate_rate_v	53																																							5	6
410	Đai T8 (Cao)	T8_Belt_Test_Q3	8208	7	3	8	97	21					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	60																																							6	6
3846	Đai T9 (Cao)	T9_Belt_Test_Q3	8209	7	3	9	107	24					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	125																																							7	6
3847	Đai T10 (Cao)	T10_Belt_Test_Q3	8210	7	3	10	117	27					7000000	8	3000	1	equip		0	resist_allseriesstate_rate_v	135																																							7	7
1254	Đai T1 (Đặc chế)	Cus_T1_Belt_Q1	8101	7	1	1	1	1					5000	1	5000	1	equip		0	resist_allseriesstate_rate_v	15																																								
