TemplateId	Faction	ChooseItem	Num	TimeFrame	Level	CheckLimit	ThisNeedCount	Desc	NotVersion_vn	NotVersion_hk	NotVersion_xm	NotVersion_en	NotVersion_kor	NotVersion_th
2699		3854	1			1		Đá Hồn Hắc Diện Lang Quân-Sơ						
2699		3855	1			1		Đá Hồn Hà Nhân Ngã-Sơ						
2699		4540	1					Đá Hồn Băng Lân Tích Hoàng-Sơ						
2699		4541	1					Đá Hồn Ngân Câu Hạt Hoàng-Sơ						
2699		4542	1					Đá Hồn Cuồng Tông Ngao Hoàng-Sơ						
2699		4873	1			1		Đá Hồn Tống Thu Thạch-Sơ						
2699		4874	1			1		Đá Hồn Cổ Yên Nhiên-Sơ						
2699		5433	1			1		Đá Hồn Thạch Hiên Viên-Sơ						
2699		6067	1			1		Đá Hồn Diệp Thanh Dương-Sơ						
2699		6068	1			1		Đá Hồn Băng Nghi-Sơ						
2699		6069	1			1		Đá Hồn Dương Tái Hưng-Sơ						
2699		6070	1			1		Đá Hồn Hoàn Nhan Lâu Thất-Sơ						
2699		6100	1			1		Đá Hồn Tiêu Ngọc Trúc-Sơ						
2699		6285	1			1		Đá Hồn Hàn Mông-Sơ						
2699		5432	1			1		Đá Hồn Doãn Tiêu Vũ-Sơ						
2699		6128	1			1		Đá Hồn Địch Nhân Kiệt-Sơ						
2699		6129	1			1		Đá Hồn Lý Nguyên Phương-Sơ						
2699		6130	1			1		Đá Hồn Vô Tự Bi-Sơ						
2699		6101	1			1		Đá Hồn Kim Ngột Thuật-Sơ						
2699		7374	1			1		Đá Hồn Hà Linh Phiêu-Sơ						
2699		7429	1			1		Đá Hồn Long Văn Sư Vương-Sơ						
2699		7432	1			1		Đá Hồn Cự Ngao Phong Hậu-Sơ						
2699		7649	1			1		Đá Hồn Vương Vân Tiêu-Sơ						
2699		7650	1			1		Đá Hồn Kinh Tuyết-Sơ						
2699		7741	1			1		Đá Hồn Không Tướng-Sơ						
2699		9398	1			1		Đá Hồn Lâm Thanh Vũ-Sơ						
2699		9971	1			1		Đá Hồn Phong Hành Chu-Sơ						
100070		9398	1					Đá Hồn Lâm Thanh Vũ-Sơ
100070		9971	1					Đá Hồn Phong Hành Chu-Sơ
7716		2528	1			1		【Đá Hồn Binh Giáp Lv4-Tùy Chọn】Đá Hồn Dương Anh-Sơ						
7716		2529	1					Đá Hồn Thanh Hiểu Sư Thái-Sơ						
7716		2825	1					Đá Hồn Bạch Khởi-Sơ						
7716		2848	1					Đá Hồn Huyền Nhân-Sơ						
7716		3022	1					Đá Hồn Lôi-Sơ						
7716		3373	1			1		Đá Hồn Huyền Thiên Đạo Nhân-Sơ						
7716		3854	1			1		Đá Hồn Hắc Diện Lang Quân-Sơ						
7716		4874	1			1		Đá Hồn Cổ Yên Nhiên-Sơ						
7716		6128	1			1		Đá Hồn Địch Nhân Kiệt-Sơ						
7716		6130	1			1		Đá Hồn Vô Tự Bi-Sơ						
7716		7741	1			1		Đá Hồn Không Tướng-Sơ						
7717		2530	1					【Đá Hồn Trang Sức Lv4-Tùy Chọn】Đá Hồn Chúc Tử Hư-Sơ						
7717		2531	1					Đá Hồn Hoàng Mộ Vân-Sơ						
7717		1756	1					Đá Hồn Tử Bối Ngạc Hoàng-Sơ						
7717		2534	1					Đá Hồn Mạnh Tri Thu-Sơ						
7717		2536	1					Đá Hồn Đồ Đơn Khắc Ninh-Sơ						
7717		2696	1					Đá Hồn Hoàn Nhan Hồng Liệt-Sơ						
7717		2824	1					Đá Hồn Huyền Thiên Võ Cơ-Sơ						
7717		2826	1					Đá Hồn Lý Tư-Sơ						
7717		3216	1					Đá Hồn Triệu Vân-Sơ						
7717		2673	1					Đá Hồn Ngu Cơ-Sơ						
7717		2674	1					Đá Hồn Nhạc Phi-Sơ						
7717		2880	1			1		Đá Hồn Nam Cung Phi-Sơ						
7717		3856	1			1		Đá Hồn Đường Cừu-Sơ						
7717		3855	1			1		Đá Hồn Hà Nhân Ngã-Sơ						
7717		4540	1					Đá Hồn Băng Lân Tích Hoàng-Sơ						
7717		4541	1					Đá Hồn Ngân Câu Hạt Hoàng-Sơ						
7717		4542	1					Đá Hồn Cuồng Tông Ngao Hoàng-Sơ						
7717		4873	1			1		Đá Hồn Tống Thu Thạch-Sơ						
7717		6067	1			1		Đá Hồn Diệp Thanh Dương-Sơ						
7717		6069	1			1		Đá Hồn Dương Tái Hưng-Sơ						
7717		6070	1			1		Đá Hồn Hoàn Nhan Lâu Thất-Sơ						
7717		7429	1			1		Đá Hồn Long Văn Sư Vương-Sơ						
7717		7432	1			1		Đá Hồn Cự Ngao Phong Hậu-Sơ						
7717		7650	1			1		Đá Hồn Kinh Tuyết-Sơ						
7718		2532	1					【Đá Hồn Phòng Cụ Lv4-Tùy Chọn】Đá Hồn Đạo Nhất Chân Nhân-Sơ						
7718		2533	1					Đá Hồn Đoan Mộc Duệ-Sơ						
7718		1754	1					Đá Hồn Xích Tinh Hổ Hoàng-Sơ						
7718		1755	1					Đá Hồn Hám Thiên Hùng Hoàng-Sơ						
7718		1757	1					Đá Hồn Định Hải Kim Cang-Sơ						
7718		1758	1					Đá Hồn Kim Sí Bằng Hoàng-Sơ						
7718		1759	1					Đá Hồn Ngân Giác Tê Hoàng-Sơ						
7718		2535	1					Đá Hồn Lý Hiển Trung-Sơ						
7718		3215	1					Đá Hồn Lý Nguyên Bá-Sơ						
7718		3217	1					Đá Hồn Lý Quảng-Sơ						
7718		2672	1					Đá Hồn Kinh Kha-Sơ						
7718		2668	1			1		Đá Hồn Độc Cô Kiếm-Sơ						
7718		2881	1			1		Đá Hồn Dương Ảnh Phong-Sơ						
7718		3371	1					Đá Hồn Doãn Hàm Yên-Sơ						
7718		3372	1			1		Đá Hồn Tuyền Cơ Tử-Sơ						
7718		3709	1					Đá Hồn Niên Thú-Sơ						
7718		5433	1			1		Đá Hồn Thạch Hiên Viên-Sơ						
7718		6068	1			1		Đá Hồn Băng Nghi-Sơ						
7718		6100	1			1		Đá Hồn Tiêu Ngọc Trúc-Sơ						
7718		6285	1			1		Đá Hồn Hàn Mông-Sơ						
7718		5432	1			1		Đá Hồn Doãn Tiêu Vũ-Sơ						
7718		6129	1			1		Đá Hồn Lý Nguyên Phương-Sơ						
7718		6101	1			1		Đá Hồn Kim Ngột Thuật-Sơ						
7718		7374	1			1		Đá Hồn Hà Linh Phiêu-Sơ						
7718		7649	1			1		Đá Hồn Vương Vân Tiêu-Sơ						
7670		6126	1					Đá Hồn Võ Tắc Thiên-Sơ (Âm)						
7670		6127	1					Đá Hồn Võ Tắc Thiên-Sơ (Dương)						
7670		6112	1					Đá Hồn Ngu Cơ Tuyệt Thế-Sơ						
7670		4849	1					Đá Hồn Đường Hiểu-Sơ						
7670		4595	1					Đá Hồn Hạng Vũ-Sơ						
7670		4053	1					Đá Hồn Hoàn Nhan Hồng Liệt-Sơ (Chân)						
7670		2827	1					Đá Hồn Tần Thủy Hoàng-Sơ (Âm)						
7670		2828	1					Đá Hồn Tần Thủy Hoàng-Sơ (Dương)						
7670		3897	1					Đá Hồn Đường Giản-Sơ						
7670		7377	1					Đá Hồn Ngu Doãn Văn-Sơ						
7670		7648	1					Đá Hồn Vương Đằng-Sơ						
7670		9401	1					Đá Hồn Mạnh Thương Lam-Sơ						
100060		9977	1					Đá Hồn Quỷ Cốc Tử-Sơ (Âm)
100060		9980	1					Đá Hồn Quỷ Cốc Tử-Sơ (Âm)
100060		9974	1					Đá Hồn Phương Công Vọng-Sơ
100060		10126	1					Đá Hồn Huyền Băng Điêu Hoàng-Sơ
100060		10127	1					Đá Hồn Vạn Độc Cúc Hoàng-Sơ
100060		10128	1					Đá Hồn Hoàn Nhan Tông Hàn-Sơ
100060		10149	1					Đá Hồn Diệp Vô Tâm-Sơ
3179		1378	1					Đồng Hành-Độc Cô Kiếm						
3179		2253	1					Đồng Hành-Nam Cung Phi						
3179		2254	1					Đồng Hành-Dương Ảnh Phong						
3179		1398	1					Đồng Hành-Kinh Kha						
3179		2258	1					Đồng Hành-Ngu Cơ						
3179		2259	1					Đồng Hành-Nhạc Phi						
3179		1399	1					Đồng Hành-Lý Quảng 						
3179		1400	1					Đồng Hành-Triệu Vân						
3179		1401	1					Đồng Hành-Lý Nguyên Bá						
3179		2255	1					Đồng Hành-Đường Giản						
3495		1175	1					Nón Bậc 4 Hiếm						
3495		1195	1					Hộ Uyển Bậc 4 Hiếm						
3495		1205	1					Đai Bậc 4 Hiếm						
3495		1215	1					Giày Bậc 4 Hiếm						
3520		1174	1					Nón Hiếm T3						
3520		1194	1					Hộ Uyển Hiếm T3						
3520		1204	1					Đai Hiếm T3						
3520		1214	1					Giày Hiếm T3						
3519		1175	1					Nón Hiếm T4						
3519		1195	1					Hộ Uyển Hiếm T4						
3519		1205	1					Đai Hiếm T4						
3519		1215	1					Giày Hiếm T4						
3511		1176	1					Nón Hiếm T5						
3511		1196	1					Hộ Uyển Hiếm T5						
3511		1206	1					Đai Hiếm T5						
3511		1216	1					Giày Hiếm T5						
3512		1177	1					Nón Hiếm T6						
3512		1197	1					Hộ Uyển Hiếm T6						
3512		1207	1					Đai Hiếm T6						
3512		1217	1					Giày Hiếm T6						
3513		1178	1					Nón Hiếm T7						
3513		1198	1					Hộ Uyển Hiếm T7						
3513		1208	1					Đai Hiếm T7						
3513		1218	1					Giày Hiếm T7						
3514		1179	1					Nón Hiếm T8						
3514		1199	1					Hộ Uyển Hiếm T8						
3514		1209	1					Đai Hiếm T8						
3514		1219	1					Giày Hiếm T8						
3517		1697	1					Đá Hồn Ân Phương-Sơ						
3517		1709	1					Đá Hồn Trác Phi Phàm-Sơ						
3517		1710	1					Đá Hồn Nguyệt Minh Dao-Sơ						
3517		1711	1					Đá Hồn Long Ngạo Thiên-Sơ						
3517		1712	1					Đá Hồn Mạt Thiên Nhiên-Sơ						
3517		1719	1					Đá Hồn Đường Tiêu-Sơ						
3517		1721	1					Đá Hồn Trương Lâm Tâm-Sơ						
3517		1722	1					Đá Hồn Phong Ngọc Thư-Sơ						
3517		1725	1					Đá Hồn Hà Mộ Tuyết-Sơ						
3517		1726	1					Đá Hồn Triệu Thăng Quyền-Sơ						
3517		1727	1					Đá Hồn Nạp Lan Chân-Sơ						
3517		1728	1					Đá Hồn Sài Tung-Sơ						
3517		1737	1					Đá Hồn Thiệu Hồng Uyên-Sơ						
3517		1738	1					Đá Hồn Bạch Ngạn Kính-Sơ						
3517		1740	1					Đá Hồn Lôi Phong-Sơ						
3517		1741	1					Đá Hồn Lôi Đồng-Sơ						
3517		1742	1					Đá Hồn Đường Quyên Quyên-Sơ						
3517		1744	1					Đá Hồn Đoạt Bảo Tặc-Sơ						
3517		1760	1					Đá Hồn Trương Phong-Sơ						
3517		1761	1					Đá Hồn Nguyệt My Nhi-Sơ						
3517		1704	1					Đá Hồn Bạch Mi Hầu Vương-Sơ						
3517		1705	1					Đá Hồn Đại Địa Lang Vương-Sơ						
3517		1706	1					Đá Hồn Hàn Ngọc Lộc Vương-Sơ						
3517		1745	1					Đá Hồn Song Dị Thú-Sơ						
3517		1746	1					Đá Hồn Bôn Diệm Báo Vương-Sơ						
3517		1747	1					Đá Hồn Cửu Vĩ Hồ Vương-Sơ						
3518		1713	1					Đá Hồn Tiểu Ảnh Phong-Sơ						
3518		1729	1					Đá Hồn Khúc Hà-Sơ						
3518		1730	1					Đá Hồn Gia Luật Tị Li-Sơ						
3518		1731	1					Đá Hồn Dương Thiết Tâm-Sơ						
3518		1732	1					Đá Hồn Vô Tưởng-Sơ						
3518		1733	1					Đá Hồn Liễu Tiêu Đình-Sơ						
3518		1734	1					Đá Hồn Lý Điềm Nhi-Sơ						
3518		1735	1					Đá Hồn Lý Thiên Mục-Sơ						
3518		1736	1					Đá Hồn Hoàn Nhan Tương-Sơ						
3518		1739	1					Đá Hồn Gia Luật Sở Tài-Sơ						
3518		1743	1					Đá Hồn Lôi Chấn Thiên-Sơ						
3518		1762	1					Đá Hồn Thiên Tinh Đạo Trưởng-Sơ						
3518		1763	1					Đá Hồn Yên Nhược Tuyết-Sơ						
3518		1764	1					Đá Hồn Dương Hi Liệt-Sơ						
3518		1765	1					Đá Hồn Thượng Quan Phi Long-Sơ						
3518		1766	1					Đá Hồn Nạp Lan Tiềm Lẫm-Sơ						
3518		1767	1					Đá Hồn Phương Miễn-Sơ						
3518		1768	1					Đá Hồn Nam Cung Diệt-Sơ						
3518		1769	1					Đá Hồn Đường Ảnh-Sơ						
3518		1770	1					Đá Hồn Thu Y Thủy-Sơ						
3518		2847	1					Đá Hồn Huyền Từ-Sơ						
3693		1471	1					Độc Cô Kiếm-Cự Khuyết Kiếm						
3693		1472	1					Nam Cung Phi-Kiếm Trung Chi Kiếm						
3693		1473	1					Dương Ảnh Phong-Bi Ma Chi Nhẫn						
3693		1480	1					Kinh Kha-Kỳ Lân Chủy						
3693		1481	1					Ngu Cơ-Nhiễu Lương Cầm						
3693		1482	1					Nhạc Phi-Lịch Tuyền Thần Mâu						
3693		1479	1					Lý Quảng-Xạ Hổ Cung						
3693		1478	1					Triệu Vân-Long Ngân Thương						
3693		1477	1					Lý Nguyên Bá-Ung Kim Chùy						
3693		1474	1					Đường Giản-Huyền Vũ Song Tinh						
3700		2212	1					Đồng Hành-Nguyệt My Nhi						
3700		3764	1					Đồng Hành-Dương Anh						
3700		2665	1					Đồng Hành-Thanh Hiểu Sư Thái						
3700		3765	1					Đồng Hành-Chúc Tử Hư						
3700		2666	1					Đồng Hành-Hoàng Mộ Vân						
3700		3389	1					Đồng Hành-Đạo Nhất Chân Nhân						
3700		3766	1					Đồng Hành-Đoan Mộc Duệ						
3700		2264	1					Đồng Hành-Mạnh Tri Thu						
3700		2213	1					Đồng Hành-Trương Phong						
3700		2217	1					Đồng Hành-Nam Cung Diệt						
3700		2219	1					Đồng Hành-Phương Miễn						
3700		2262	1					Đồng Hành-Đường Ảnh						
3700		2263	1					Đồng Hành-Thu Y Thủy						
3700		2215	1					Đồng Hành-Thiên Tinh Đạo Trưởng						
3700		2214	1					Đồng Hành-Yên Nhược Tuyết						
3700		2216	1					Đồng Hành-Dương Hi Liệt						
3700		2218	1					Đồng Hành-Thượng Quan Phi Long						
3700		2220	1					Đồng Hành-Nạp Lan Tiềm Lẫm						
3700		1374	1					Đồng Hành-Cao Trường Cung						
3700		1375	1					Đồng Hành-Triết Biệt						
3700		2236	1					Đồng Hành-Tần Lương Ngọc						
3700		1376	1					Đồng Hành-Viên Thừa Chí						
3700		1377	1					Đồng Hành-Ngao Bái						
3700		2235	1					Đồng Hành-Hàn Thế Trung						
3700		1405	1					Đồng Hành-Xích Tinh Hổ Hoàng						
3700		1404	1					Đồng Hành-Hám Thiên Hùng Hoàng						
3700		2260	1					Đồng Hành-Tử Bối Ngạc Hoàng						
3700		1403	1					Đồng Hành-Định Hải Kim Cang						
3700		1402	1					Đồng Hành-Kim Sí Bằng Hoàng						
3700		2511	1					Đồng Hành-Ngân Giác Tê Hoàng						
3700		4576	1					Đồng Hành-Băng Lân Tích Hoàng						
3700		4577	1					Đồng Hành-Ngân Câu Hạt Hoàng						
3700		4578	1					Đồng Hành-Cuồng Tông Ngao Hoàng						
3701		1486	1					Nguyệt My Nhi-Băng Tâm Tiên Tử						
3701		1487	1					Dương Anh-Triều Dương Thương						
3701		1488	1					Thanh Hiểu Sư Thái-Địch Trần Kiếm						
3701		1489	1					Chúc Tử Hư-Thái Tiêu Thần Thương						
3701		1490	1					Hoàng Mộ Vân-Triều Sinh Cung						
3701		1491	1					Đạo Nhất Chân Nhân-Tuyền Cơ Kiếm						
3701		1492	1					Đoan Mộc Duệ-Đoạt Hồn Nhẫn						
3701		1499	1					Mạnh Tri Thu-Thương Hải Kiếm						
3701		1512	1					Trương Phong-Thừa Phong Kiếm						
3701		1513	1					Nam Cung Diệt-Bách Luyện Thủ						
3701		1514	1					Phương Miễn-Toái Tinh Kiếm						
3701		1515	1					Đường Ảnh-Thiên Cơ Phiến						
3701		1516	1					Thu Y Thủy-Vân Yên Hà						
3701		1517	1					Thiên Tinh Đạo Trưởng-Trích Tinh Thủ						
3701		1518	1					Yên Nhược Tuyết-Phiêu Tuyết Vân Tụ						
3701		1519	1					Dương Hi Liệt-Lăng Tuyệt Kiếm						
3701		1520	1					Thượng Quan Phi Long-Vãn Nguyệt Kiếm						
3701		1521	1					Nạp Lan Tiềm Lẫm-Thiên Ma Kiếm						
3701		1500	1					Cao Trường Cung-Bạch Lang Nhẫn						
3701		1501	1					Triết Biệt-Thiên Ưng Nỏ						
3701		1502	1					Tần Lương Ngọc-Lê Hoa Thương						
3701		1503	1					Viên Thừa Chí-Bích Huyết Kiếm						
3701		1504	1					Ngao Bái-Trảm Sa Đao						
3701		1505	1					Hàn Thế Trung-Bá Hổ Đao						
3701		1506	1					Xích Tinh Hổ Hoàng-Bạch Hổ Trảo						
3701		1507	1					Hám Thiên Hùng Hoàng-Bạo Quân Nha						
3701		1508	1					Tử Bối Ngạc Hoàng-Tử Kim Lân						
3701		1509	1					Định Hải Kim Cang-Kim Cang Trạc						
3701		1510	1					Kim Sí Bằng Hoàng-Ca Lâu La Vũ						
3701		1511	1					Ngân Giác Tê Hoàng-Vọng Nguyệt Giác						
3729		3554	1					Đồng Hành SSS Tần Thủy Hoàng						
3729		3748	1					15000 Nguyên Bảo						
3752		2782	1					Áo Hoàng Kim Bậc 6						
3752		3743	1					50000 Nguyên Bảo						
3753		2783	1					Áo Hoàng Kim Bậc 7						
3753		3744	1					60000 Nguyên Bảo						
3754		2784	1					Áo Hoàng Kim Bậc 8						
3754		3746	1					9000 Nguyên Bảo						
3755		3631	1					Áo Hoàng Kim Bậc 9						
3755		3747	1					120000 Nguyên Bảo						
7444		3632	1					Áo Hoàng Kim Bậc 10						
7444		3747	1					120000 Nguyên Bảo						
7445		5390	1					Áo Hoàng Kim Bậc 11						
7445		3747	1					120000 Nguyên Bảo						
7446		5391	1					Áo Hoàng Kim Bậc 12						
7446		3747	1					120000 Nguyên Bảo						
10263		10051	1					Dây Chuyền Bạch Kim Bậc 12						
10263		3747	1					120000 Nguyên Bảo						
10264		10052	1					Dây Chuyền Bạch Kim Bậc 13						
10264		3747	1					120000 Nguyên Bảo						
10265		10053	1					Dây Chuyền Bạch Kim Bậc 14						
10265		3747	1					120000 Nguyên Bảo						
3756		2767	1					Dây Chuyền Hoàng Kim Bậc 6						
3756		3741	1					30000 Nguyên Bảo						
3757		2768	1					Dây Chuyền Hoàng Kim Bậc 7						
3757		2774	1					Ngọc Bội Hoàng Kim Bậc 7						
3757		3742	1					40000 Nguyên Bảo						
3758		2769	1					Dây Chuyền Hoàng Kim Bậc 8						
3758		2775	1					Hoàng Kim Ngọc Bội Bậc 8						
3758		3744	1					60000 Nguyên Bảo						
3759		3621	1					Dây Chuyền Hoàng Kim Bậc 9						
3759		3625	1					Hoàng Kim Ngọc Bội Bậc 9						
3759		3745	1					80000 Nguyên Bảo						
7447		3622	1					Dây Chuyền Hoàng Kim Bậc 10						
7447		3626	1					Ngọc Bội Hoàng Kim Bậc 10						
7447		3745	1					80000 Nguyên Bảo						
7448		5365	1					Dây Chuyền Hoàng Kim Bậc 11						
7448		5375	1					Ngọc Bội Hoàng Kim Bậc 11						
7448		3745	1					80000 Nguyên Bảo						
7449		5366	1					Dây Chuyền Hoàng Kim Bậc 12						
7449		5376	1					Ngọc Bội Hoàng Kim Bậc 12						
7449		3745	1					80000 Nguyên Bảo						
10266		5371	1					Nhẫn Hoàng Kim Bậc 12						
