TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
5768	Mảnh Vũ Khí Kế Thừa Bậc 13	T13_Weapon_Q3_piece	1813	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 13[-]	3960000	10	1	3960000	4	1		999										
5769	Mảnh Vũ Khí Kế Thừa Bậc 14	T14_Weapon_Q3_piece	1814	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 14[-]	4350000	11	1	4350000	4	1		999										
5770	Mảnh Vũ Khí Kế Thừa Bậc 15	T15_Weapon_Q3_piece	1815	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 15[-]	4809000	12	1	4800000	4	1		999										
10321	Mảnh Vũ Khí Kế Thừa Bậc 16	T16_Weapon_Q3_piece	1816	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 16[-]	5300000	13	1	5300000	4	1		999										
10322	Mảnh Vũ Khí Kế Thừa Bậc 17	T17_Weapon_Q3_piece	1817	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 17[-]	5800000	14	1	5800000	4	1		999										
10323	Mảnh Vũ Khí Kế Thừa Bậc 18	T18_Weapon_Q3_piece	1818	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 18[-]	4809000	15	1	4800000	4	1		999										
10324	Mảnh Vũ Khí Kế Thừa Bậc 19	T19_Weapon_Q3_piece	1819	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 19[-]	4809000	16	1	4800000	4	1		999										
10325	Mảnh Vũ Khí Kế Thừa Bậc 20	T20_Weapon_Q3_piece	1820	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Vũ Khí[FFFE0D]【Kế Thừa】Bậc 20[-]	4809000	17	1	4800000	4	1		999										
2094	Mảnh Dây Chuyền Hiếm bậc 4	T4_Necklace_Q2_piece		34	14		EquipMeterial	99	14	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 4[-]	120000	1	1	120000	6	1		999										
2095	Mảnh Dây Chuyền Hiếm bậc 5	T5_Necklace_Q2_piece		34	15		EquipMeterial	99	15	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 5[-]	250000	2	1	250000	6	1		999										
2096	Mảnh Dây Chuyền Hiếm Bậc 6	T6_Necklace_Q2_piece		34	16		EquipMeterial	99	16	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 6[-]	300000	3	1	300000	6	1		999										
2949	Mảnh Dây Chuyền Hiếm Bậc 7	T7_Necklace_Q2_piece		34	17		EquipMeterial	99	17	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 7[-]	400000	4	1	400000	6	1		999										
2950	Mảnh Dây Chuyền Hiếm Bậc 8	T8_Necklace_Q2_piece		34	18		EquipMeterial	99	18	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 8[-]	540000	5	1	600000	6	1		999										
2951	Mảnh Dây Chuyền Hiếm Bậc 9	T9_Necklace_Q2_piece		34	19		EquipMeterial	99	19	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 9[-]	800000	6	1	800000	6	1		999										
3669	Mảnh Dây Chuyền Hiếm Bậc 10	T10_Necklace_Q2_piece		34	20		EquipMeterial	99	20	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 10[-]	1000000	7	1	1000000	6	1		999										
5771	Mảnh Dây Chuyền Hiếm Bậc 11	T11_Necklace_Q2_piece		34	4911		EquipMeterial	99	4911	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 11[-]	1250000	8	1	1250000	6	1		999										
5772	Mảnh Dây Chuyền Hiếm Bậc 12	T12_Necklace_Q2_piece		34	4912		EquipMeterial	99	4912	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 12[-]	1368000	9	1	1368000	6	1		999										
5773	Mảnh Dây Chuyền Hiếm Bậc 13	T13_Necklace_Q2_piece		34	4913		EquipMeterial	99	4913	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 13[-]	1424000	10	1	1424000	6	1		999										
5774	Mảnh Dây Chuyền Hiếm Bậc 14	T14_Necklace_Q2_piece		34	4914		EquipMeterial	99	4914	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 14[-]	1566000	11	1	1566000	6	1		999										
5775	Mảnh Dây Chuyền Hiếm Bậc 15	T15_Necklace_Q2_piece		34	4915		EquipMeterial	99	4915	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 15[-]	1725600	12	1	1726000	6	1		999										
10326	Mảnh Dây Chuyền Hiếm Bậc 16	T16_Necklace_Q2_piece		34	4916		EquipMeterial	99	4916	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 16[-]	1900000	13	1	1900000	6	1		999										
10327	Mảnh Dây Chuyền Hiếm Bậc 17	T17_Necklace_Q2_piece		34	4917		EquipMeterial	99	4917	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 17[-]	2090000	14	1	2090000	6	1		999										
10328	Mảnh Dây Chuyền Hiếm Bậc 18	T18_Necklace_Q2_piece		34	4918		EquipMeterial	99	4918	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 18[-]	1725600	15	1	1726000	6	1		999										
10329	Mảnh Dây Chuyền Hiếm Bậc 19	T19_Necklace_Q2_piece		34	4919		EquipMeterial	99	4919	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 19[-]	1725600	16	1	1726000	6	1		999										
10330	Mảnh Dây Chuyền Hiếm Bậc 20	T20_Necklace_Q2_piece		34	4920		EquipMeterial	99	4920	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Hiếm】Bậc 20[-]	1725600	17	1	1726000	6	1		999										
2097	Mảnh Dây Chuyền Kế Thừa bậc 4	T4_Necklace_Q3_piece		34	14		EquipMeterial	99	14	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 4[-]	80000	1	1	80000	4	1		999										
2098	Mảnh Dây Chuyền Kế Thừa bậc 5	T5_Necklace_Q3_piece		34	15		EquipMeterial	99	15	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 5[-]	180000	2	1	180000	4	1		999										
2099	Mảnh Dây Chuyền Kế Thừa Bậc 6	T6_Necklace_Q3_piece		34	16		EquipMeterial	99	16	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 6[-]	240000	3	1	240000	4	1		999										
2952	Mảnh Dây Chuyền Kế Thừa Bậc 7	T7_Necklace_Q3_piece		34	17		EquipMeterial	99	17	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 7[-]	320000	4	1	320000	4	1		999										
2953	Mảnh Dây Chuyền Kế Thừa Bậc 8	T8_Necklace_Q3_piece		34	18		EquipMeterial	99	18	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 8[-]	480000	5	1	480000	4	1		999										
2954	Mảnh Dây Chuyền Kế Thừa Bậc 9	T9_Necklace_Q3_piece		34	19		EquipMeterial	99	19	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 9[-]	720000	6	1	720000	4	1		999										
3670	Mảnh Dây Chuyền Kế Thừa Bậc 10	T10_Necklace_Q3_piece		34	20		EquipMeterial	99	20	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 10[-]	960000	7	1	960000	4	1		999										
5776	Mảnh Dây Chuyền Kế Thừa Bậc 11	T11_Necklace_Q3_piece		34	4911		EquipMeterial	99	4911	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 11[-]	1280000	8	1	1280000	4	1		999										
5777	Mảnh Dây Chuyền Kế Thừa Bậc 12	T12_Necklace_Q3_piece		34	4912		EquipMeterial	99	4912	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 12[-]	1440000	9	1	1536000	4	1		999										
5778	Mảnh Dây Chuyền Kế Thừa Bậc 13	T13_Necklace_Q3_piece		34	4913		EquipMeterial	99	4913	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 13[-]	1584000	10	1	1584000	4	1		999										
5779	Mảnh Dây Chuyền Kế Thừa Bậc 14	T14_Necklace_Q3_piece		34	4914		EquipMeterial	99	4914	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 14[-]	1740000	11	1	1740000	4	1		999										
5780	Mảnh Dây Chuyền Kế Thừa Bậc 15	T15_Necklace_Q3_piece		34	4915		EquipMeterial	99	4915	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 15[-]	1923600	12	1	1920000	4	1		999										
10331	Mảnh Dây Chuyền Kế Thừa Bậc 16	T16_Necklace_Q3_piece		34	4916		EquipMeterial	99	4916	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 16[-]	2120000	13	1	2120000	4	1		999										
10332	Mảnh Dây Chuyền Kế Thừa Bậc 17	T17_Necklace_Q3_piece		34	4917		EquipMeterial	99	4917	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 17[-]	2320000	14	1	2320000	4	1		999										
10333	Mảnh Dây Chuyền Kế Thừa Bậc 18	T18_Necklace_Q3_piece		34	4918		EquipMeterial	99	4918	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 18[-]	1923600	15	1	1920000	4	1		999										
10334	Mảnh Dây Chuyền Kế Thừa Bậc 19	T19_Necklace_Q3_piece		34	4919		EquipMeterial	99	4919	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 19[-]	1923600	16	1	1920000	4	1		999										
10335	Mảnh Dây Chuyền Kế Thừa Bậc 20	T20_Necklace_Q3_piece		34	4920		EquipMeterial	99	4920	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Dây Chuyền[FFFE0D]【Kế Thừa】Bậc 20[-]	1923600	17	1	1920000	4	1		999										
2100	Mảnh Nhẫn Hiếm Bậc 4	T4_Ring_Q2_piece		34	24		EquipMeterial	99	24	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 4[-]	120000	1	1	120000	6	1		999										
2101	Mảnh Nhẫn Hiếm Bậc 5	T5_Ring_Q2_piece		34	25		EquipMeterial	99	25	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 5[-]	250000	2	1	250000	6	1		999										
2102	Mảnh Nhẫn Hiếm Bậc 6	T6_Ring_Q2_piece		34	26		EquipMeterial	99	26	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 6[-]	300000	3	1	300000	6	1		999										
2955	Mảnh Nhẫn Hiếm Bậc 7	T7_Ring_Q2_piece		34	27		EquipMeterial	99	27	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 7[-]	400000	4	1	400000	6	1		999										
2956	Mảnh Nhẫn Hiếm Bậc 8	T8_Ring_Q2_piece		34	28		EquipMeterial	99	28	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 8[-]	540000	5	1	600000	6	1		999										
2957	Mảnh Nhẫn Hiếm Bậc 9	T9_Ring_Q2_piece		34	29		EquipMeterial	99	29	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 9[-]	800000	6	1	800000	6	1		999										
3671	Mảnh Nhẫn Hiếm Bậc 10	T10_Ring_Q2_piece		34	30		EquipMeterial	99	30	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 10[-]	1000000	7	1	1000000	6	1		999										
5781	Mảnh Nhẫn Hiếm Bậc 11	T11_Ring_Q2_piece		34	4921		EquipMeterial	99	4921	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 11[-]	1250000	8	1	1250000	6	1		999										
5782	Mảnh Nhẫn Hiếm Bậc 12	T12_Ring_Q2_piece		34	4922		EquipMeterial	99	4922	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 12[-]	1368000	9	1	1368000	6	1		999										
5783	Mảnh Nhẫn Hiếm Bậc 13	T13_Ring_Q2_piece		34	4923		EquipMeterial	99	4923	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 13[-]	1424000	10	1	1424000	6	1		999										
5784	Mảnh Nhẫn Hiếm Bậc 14	T14_Ring_Q2_piece		34	4924		EquipMeterial	99	4924	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 14[-]	1566000	11	1	1566000	6	1		999										
5785	Mảnh Nhẫn Hiếm Bậc 15	T15_Ring_Q2_piece		34	4925		EquipMeterial	99	4925	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 15[-]	1725600	12	1	1726000	6	1		999										
10336	Mảnh Nhẫn Hiếm Bậc 16	T16_Ring_Q2_piece		34	4926		EquipMeterial	99	4926	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 16[-]	1900000	13	1	1900000	6	1		999										
10337	Mảnh Nhẫn Hiếm Bậc 17	T17_Ring_Q2_piece		34	4927		EquipMeterial	99	4927	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 17[-]	2090000	14	1	2090000	6	1		999										
10338	Mảnh Nhẫn Hiếm Bậc 18	T18_Ring_Q2_piece		34	4928		EquipMeterial	99	4928	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 18[-]	1725600	15	1	1726000	6	1		999										
10339	Mảnh Nhẫn Hiếm Bậc 19	T19_Ring_Q2_piece		34	4929		EquipMeterial	99	4929	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 19[-]	1725600	16	1	1726000	6	1		999										
10340	Mảnh Nhẫn Hiếm Bậc 20	T20_Ring_Q2_piece		34	4930		EquipMeterial	99	4930	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Hiếm】Bậc 20[-]	1725600	17	1	1726000	6	1		999										
2103	Mảnh Nhẫn Kế Thừa Bậc 4	T4_Ring_Q3_piece		34	24		EquipMeterial	99	24	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 4[-]	80000	1	1	80000	4	1		999										
2104	Mảnh Nhẫn Kế Thừa Bậc 5	T5_Ring_Q3_piece		34	25		EquipMeterial	99	25	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 5[-]	180000	2	1	180000	4	1		999										
2105	Mảnh Nhẫn Kế Thừa Bậc 6	T6_Ring_Q3_piece		34	26		EquipMeterial	99	26	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 6[-]	240000	3	1	240000	4	1		999										
2958	Mảnh Nhẫn Kế Thừa Bậc 7	T7_Ring_Q3_piece		34	27		EquipMeterial	99	27	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 7[-]	320000	4	1	320000	4	1		999										
2959	Mảnh Nhẫn Kế Thừa Bậc 8	T8_Ring_Q3_piece		34	28		EquipMeterial	99	28	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 8[-]	480000	5	1	480000	4	1		999										
2960	Mảnh Nhẫn Kế Thừa Bậc 9	T9_Ring_Q3_piece		34	29		EquipMeterial	99	29	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 9[-]	720000	6	1	720000	4	1		999										
3672	Mảnh Nhẫn Kế Thừa Bậc 10	T10_Ring_Q3_piece		34	30		EquipMeterial	99	30	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 10[-]	960000	7	1	960000	4	1		999										
5786	Mảnh Nhẫn Kế Thừa Bậc 11	T11_Ring_Q3_piece		34	4921		EquipMeterial	99	4921	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 11[-]	1280000	8	1	1280000	4	1		999										
5787	Mảnh Nhẫn Kế Thừa Bậc 12	T12_Ring_Q3_piece		34	4922		EquipMeterial	99	4922	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 12[-]	1440000	9	1	1536000	4	1		999										
5788	Mảnh Nhẫn Kế Thừa Bậc 13	T13_Ring_Q3_piece		34	4923		EquipMeterial	99	4923	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 13[-]	1584000	10	1	1584000	4	1		999										
5789	Mảnh Nhẫn Kế Thừa Bậc 14	T14_Ring_Q3_piece		34	4924		EquipMeterial	99	4924	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 14[-]	1740000	11	1	1740000	4	1		999										
5790	Mảnh Nhẫn Kế Thừa Bậc 15	T15_Ring_Q3_piece		34	4925		EquipMeterial	99	4925	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 15[-]	1923600	12	1	1920000	4	1		999										
