TemplateId	Name	Kind	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
8929	Bùa Tẩy Luyện Vũ Khí Bậc 17	Refine_T17_Weapon_Q1	36	8530		RefineStone	1	8530		4200000	17	7	4200000	3	180	1	1	1	48								
8930	Bùa Tẩy Luyện Vũ Khí Bậc 18	Refine_T18_Weapon_Q1	36	8530		RefineStone	1	8530		3000000	18	7	3000000	3	190	1	1	1	51								
8931	Bùa Tẩy Luyện Vũ Khí Bậc 19	Refine_T19_Weapon_Q1	36	8530		RefineStone	1	8530		3000000	19	7	3000000	3	200	1	1	1	54								
8932	Bùa Tẩy Luyện Vũ Khí Bậc 20	Refine_T20_Weapon_Q1	36	8530		RefineStone	1	8530		3000000	20	7	3000000	3	210	1	1	1	57								
9339	Bùa Tẩy Luyện Dây Chuyền Bậc 7	Refine_T7_Necklace_Q1	36	8543		RefineStone	1	8543		200000	7	7	200000	3	82	1	1	4	18								
8933	Bùa Tẩy Luyện Dây Chuyền Bậc 8	Refine_T8_Necklace_Q1	36	8543		RefineStone	1	8543		300000	8	7	300000	3	92	1	1	4	21								
8934	Bùa Tẩy Luyện Dây Chuyền Bậc 9	Refine_T9_Necklace_Q1	36	8543		RefineStone	1	8543		380000	9	7	380000	3	102	1	1	4	24								
8935	Bùa Tẩy Luyện Dây Chuyền Bậc 10	Refine_T10_Necklace_Q1	36	8543		RefineStone	1	8543		540000	10	7	540000	3	112	1	1	4	27								
8936	Bùa Tẩy Luyện Dây Chuyền Bậc 11	Refine_T11_Necklace_Q1	36	8543		RefineStone	1	8543		760000	11	7	760000	3	122	1	1	4	30								
8937	Bùa Tẩy Luyện Dây Chuyền Bậc 12	Refine_T12_Necklace_Q1	36	8543		RefineStone	1	8543		940000	12	7	940000	3	132	1	1	4	33								
8938	Bùa Tẩy Luyện Dây Chuyền Bậc 13	Refine_T13_Necklace_Q1	36	8543		RefineStone	1	8543		1080000	13	7	1080000	3	142	1	1	4	36								
8939	Bùa Tẩy Luyện Dây Chuyền Bậc 14	Refine_T14_Necklace_Q1	36	8543		RefineStone	1	8543		1200000	14	7	1200000	3	152	1	1	4	39								
8940	Bùa Tẩy Luyện Dây Chuyền Bậc 15	Refine_T15_Necklace_Q1	36	8543		RefineStone	1	8543		1440000	15	7	1440000	3	162	1	1	4	42								
8941	Bùa Tẩy Luyện Dây Chuyền Bậc 16	Refine_T16_Necklace_Q1	36	8543		RefineStone	1	8543		1540000	16	7	1540000	3	172	1	1	4	45								
8942	Bùa Tẩy Luyện Dây Chuyền Bậc 17	Refine_T17_Necklace_Q1	36	8543		RefineStone	1	8543		1680000	17	7	1680000	3	182	1	1	4	48								
8943	Bùa Tẩy Luyện Dây Chuyền Bậc 18	Refine_T18_Necklace_Q1	36	8543		RefineStone	1	8543		1200000	18	7	1200000	3	192	1	1	4	51								
8944	Bùa Tẩy Luyện Dây Chuyền Bậc 19	Refine_T19_Necklace_Q1	36	8543		RefineStone	1	8543		1200000	19	7	1200000	3	202	1	1	4	54								
8945	Bùa Tẩy Luyện Dây Chuyền Bậc 20	Refine_T20_Necklace_Q1	36	8543		RefineStone	1	8543		1200000	20	7	1200000	3	212	1	1	4	57								
9340	Bùa Tẩy Luyện Nhẫn Bậc 7	Refine_T7_Ring_Q1	36	8556		RefineStone	1	8556		200000	7	7	200000	3	84	1	1	3	18								
8946	Bùa Tẩy Luyện Nhẫn Bậc 8	Refine_T8_Ring_Q1	36	8556		RefineStone	1	8556		300000	8	7	300000	3	94	1	1	3	21								
8947	Bùa Tẩy Luyện Nhẫn Bậc 9	Refine_T9_Ring_Q1	36	8556		RefineStone	1	8556		380000	9	7	380000	3	104	1	1	3	24								
8948	Bùa Tẩy Luyện Nhẫn Bậc 10	Refine_T10_Ring_Q1	36	8556		RefineStone	1	8556		540000	10	7	540000	3	114	1	1	3	27								
8949	Bùa Tẩy Luyện Nhẫn Bậc 11	Refine_T11_Ring_Q1	36	8556		RefineStone	1	8556		760000	11	7	760000	3	124	1	1	3	30								
8950	Bùa Tẩy Luyện Nhẫn Bậc 12	Refine_T12_Ring_Q1	36	8556		RefineStone	1	8556		940000	12	7	940000	3	134	1	1	3	33								
8951	Bùa Tẩy Luyện Nhẫn Bậc 13	Refine_T13_Ring_Q1	36	8556		RefineStone	1	8556		1080000	13	7	1080000	3	144	1	1	3	36								
8952	Bùa Tẩy Luyện Nhẫn Bậc 14	Refine_T14_Ring_Q1	36	8556		RefineStone	1	8556		1200000	14	7	1200000	3	154	1	1	3	39								
8953	Bùa Tẩy Luyện Nhẫn Bậc 15	Refine_T15_Ring_Q1	36	8556		RefineStone	1	8556		1440000	15	7	1440000	3	164	1	1	3	42								
8954	Bùa Tẩy Luyện Nhẫn Bậc 16	Refine_T16_Ring_Q1	36	8556		RefineStone	1	8556		1540000	16	7	1540000	3	174	1	1	3	45								
8955	Bùa Tẩy Luyện Nhẫn Bậc 17	Refine_T17_Ring_Q1	36	8556		RefineStone	1	8556		1680000	17	7	1680000	3	184	1	1	3	48								
8956	Bùa Tẩy Luyện Nhẫn Bậc 18	Refine_T18_Ring_Q1	36	8556		RefineStone	1	8556		1200000	18	7	1200000	3	194	1	1	3	51								
8957	Bùa Tẩy Luyện Nhẫn Bậc 19	Refine_T19_Ring_Q1	36	8556		RefineStone	1	8556		1200000	19	7	1200000	3	204	1	1	3	54								
8958	Bùa Tẩy Luyện Nhẫn Bậc 20	Refine_T20_Ring_Q1	36	8556		RefineStone	1	8556		1200000	20	7	1200000	3	214	1	1	3	57								
9341	Bùa Tẩy Luyện Ngọc Bội Bậc 7	Refine_T7_Pendant_Q1	36	8569		RefineStone	1	8569		200000	7	7	200000	3	86	1	1	10	18								
8959	Bùa Tẩy Luyện Ngọc Bội Bậc 8	Refine_T8_Pendant_Q1	36	8569		RefineStone	1	8569		300000	8	7	300000	3	96	1	1	10	21								
8960	Bùa Tẩy Luyện Ngọc Bội Bậc 9	Refine_T9_Pendant_Q1	36	8569		RefineStone	1	8569		380000	9	7	380000	3	106	1	1	10	24								
8961	Bùa Tẩy Luyện Ngọc Bội Bậc 10	Refine_T10_Pendant_Q1	36	8569		RefineStone	1	8569		540000	10	7	540000	3	116	1	1	10	27								
8962	Bùa Tẩy Luyện Ngọc Bội Bậc 11	Refine_T11_Pendant_Q1	36	8569		RefineStone	1	8569		760000	11	7	760000	3	126	1	1	10	30								
8963	Bùa Tẩy Luyện Ngọc Bội Bậc 12	Refine_T12_Pendant_Q1	36	8569		RefineStone	1	8569		940000	12	7	940000	3	136	1	1	10	33								
8964	Bùa Tẩy Luyện Ngọc Bội Bậc 13	Refine_T13_Pendant_Q1	36	8569		RefineStone	1	8569		1080000	13	7	1080000	3	146	1	1	10	36								
8965	Bùa Tẩy Luyện Ngọc Bội Bậc 14	Refine_T14_Pendant_Q1	36	8569		RefineStone	1	8569		1200000	14	7	1200000	3	156	1	1	10	39								
8966	Bùa Tẩy Luyện Ngọc Bội Bậc 15	Refine_T15_Pendant_Q1	36	8569		RefineStone	1	8569		1440000	15	7	1440000	3	166	1	1	10	42								
8967	Bùa Tẩy Luyện Ngọc Bội Bậc 16	Refine_T16_Pendant_Q1	36	8569		RefineStone	1	8569		1540000	16	7	1540000	3	176	1	1	10	45								
8968	Bùa Tẩy Luyện Ngọc Bội Bậc 17	Refine_T17_Pendant_Q1	36	8569		RefineStone	1	8569		1680000	17	7	1680000	3	186	1	1	10	48								
8969	Bùa Tẩy Luyện Ngọc Bội Bậc 18	Refine_T18_Pendant_Q1	36	8569		RefineStone	1	8569		1200000	18	7	1200000	3	196	1	1	10	51								
8970	Bùa Tẩy Luyện Ngọc Bội Bậc 19	Refine_T19_Pendant_Q1	36	8569		RefineStone	1	8569		1200000	19	7	1200000	3	206	1	1	10	54								
8971	Bùa Tẩy Luyện Ngọc Bội Bậc 20	Refine_T20_Pendant_Q1	36	8569		RefineStone	1	8569		1200000	20	7	1200000	3	216	1	1	10	57								
9342	Bùa Tẩy Luyện Hộ Thân Phù Bậc 7	Refine_T7_Amulet_Q1	36	8582		RefineStone	1	8582		200000	7	7	200000	3	88	1	1	5	18								
8972	Bùa Tẩy Luyện Hộ Thân Phù Bậc 8	Refine_T8_Amulet_Q1	36	8582		RefineStone	1	8582		300000	8	7	300000	3	98	1	1	5	21								
8973	Bùa Tẩy Luyện Hộ Thân Phù Bậc 9	Refine_T9_Amulet_Q1	36	8582		RefineStone	1	8582		380000	9	7	380000	3	108	1	1	5	24								
8974	Bùa Tẩy Luyện Hộ Thân Phù Bậc 10	Refine_T10_Amulet_Q1	36	8582		RefineStone	1	8582		540000	10	7	540000	3	118	1	1	5	27								
8975	Bùa Tẩy Luyện Hộ Thân Phù Bậc 11	Refine_T11_Amulet_Q1	36	8582		RefineStone	1	8582		760000	11	7	760000	3	128	1	1	5	30								
8976	Bùa Tẩy Luyện Hộ Thân Phù Bậc 12	Refine_T12_Amulet_Q1	36	8582		RefineStone	1	8582		940000	12	7	940000	3	138	1	1	5	33								
8977	Bùa Tẩy Luyện Hộ Thân Phù Bậc 13	Refine_T13_Amulet_Q1	36	8582		RefineStone	1	8582		1080000	13	7	1080000	3	148	1	1	5	36								
8978	Bùa Tẩy Luyện Hộ Thân Phù Bậc 14	Refine_T14_Amulet_Q1	36	8582		RefineStone	1	8582		1200000	14	7	1200000	3	158	1	1	5	39								
8979	Bùa Tẩy Luyện Hộ Thân Phù Bậc 15	Refine_T15_Amulet_Q1	36	8582		RefineStone	1	8582		1440000	15	7	1440000	3	168	1	1	5	42								
8980	Bùa Tẩy Luyện Hộ Thân Phù Bậc 16	Refine_T16_Amulet_Q1	36	8582		RefineStone	1	8582		1540000	16	7	1540000	3	178	1	1	5	45								
8981	Bùa Tẩy Luyện Hộ Thân Phù Bậc 17	Refine_T17_Amulet_Q1	36	8582		RefineStone	1	8582		1680000	17	7	1680000	3	188	1	1	5	48								
8982	Bùa Tẩy Luyện Hộ Thân Phù Bậc 18	Refine_T18_Amulet_Q1	36	8582		RefineStone	1	8582		1200000	18	7	1200000	3	198	1	1	5	51								
8983	Bùa Tẩy Luyện Hộ Thân Phù Bậc 19	Refine_T19_Amulet_Q1	36	8582		RefineStone	1	8582		1200000	19	7	1200000	3	208	1	1	5	54								
8984	Bùa Tẩy Luyện Hộ Thân Phù Bậc 20	Refine_T20_Amulet_Q1	36	8582		RefineStone	1	8582		1200000	20	7	1200000	3	218	1	1	5	57								
9343	Bùa Tẩy Luyện Nón Bậc 7	Refine_T7_Helm_Q1	36	8595		RefineStone	1	8595		100000	7	7	100000	3	81	1	1	8	18								
8985	Bùa Tẩy Luyện Nón Bậc 8	Refine_T8_Helm_Q1	36	8595		RefineStone	1	8595		150000	8	7	150000	3	91	1	1	8	21								
8986	Bùa Tẩy Luyện Nón Bậc 9	Refine_T9_Helm_Q1	36	8595		RefineStone	1	8595		190000	9	7	190000	3	101	1	1	8	24								
8987	Bùa Tẩy Luyện Nón Bậc 10	Refine_T10_Helm_Q1	36	8595		RefineStone	1	8595		270000	10	7	270000	3	111	1	1	8	27								
8988	Bùa Tẩy Luyện Nón Bậc 11	Refine_T11_Helm_Q1	36	8595		RefineStone	1	8595		380000	11	7	380000	3	121	1	1	8	30								
8989	Bùa Tẩy Luyện Nón Bậc 12	Refine_T12_Helm_Q1	36	8595		RefineStone	1	8595		470000	12	7	470000	3	131	1	1	8	33								
8990	Bùa Tẩy Luyện Nón Bậc 13	Refine_T13_Helm_Q1	36	8595		RefineStone	1	8595		540000	13	7	540000	3	141	1	1	8	36								
8991	Bùa Tẩy Luyện Nón Bậc 14	Refine_T14_Helm_Q1	36	8595		RefineStone	1	8595		600000	14	7	600000	3	151	1	1	8	39								
8992	Bùa Tẩy Luyện Nón Bậc 15	Refine_T15_Helm_Q1	36	8595		RefineStone	1	8595		720000	15	7	720000	3	161	1	1	8	42								
8993	Bùa Tẩy Luyện Nón Bậc 16	Refine_T16_Helm_Q1	36	8595		RefineStone	1	8595		770000	16	7	770000	3	171	1	1	8	45								
8994	Bùa Tẩy Luyện Nón Bậc 17	Refine_T17_Helm_Q1	36	8595		RefineStone	1	8595		840000	17	7	840000	3	181	1	1	8	48								
8995	Bùa Tẩy Luyện Nón Bậc 18	Refine_T18_Helm_Q1	36	8595		RefineStone	1	8595		600000	18	7	600000	3	191	1	1	8	51								
8996	Bùa Tẩy Luyện Nón Bậc 19	Refine_T19_Helm_Q1	36	8595		RefineStone	1	8595		600000	19	7	600000	3	201	1	1	8	54								
8997	Bùa Tẩy Luyện Nón Bậc 20	Refine_T20_Helm_Q1	36	8595		RefineStone	1	8595		600000	20	7	600000	3	211	1	1	8	57								
9344	Bùa Tẩy Luyện Áo Bậc 7	Refine_T7_Armor_Q1	36	8608		RefineStone	1	8608		300000	7	7	300000	3	85	1	1	2	18								
8998	Bùa Tẩy Luyện Áo Bậc 8	Refine_T8_Armor_Q1	36	8608		RefineStone	1	8608		450000	8	7	450000	3	95	1	1	2	21								
8999	Bùa Tẩy Luyện Áo Bậc 9	Refine_T9_Armor_Q1	36	8608		RefineStone	1	8608		570000	9	7	570000	3	105	1	1	2	24								
9000	Bùa Tẩy Luyện Áo Bậc 10	Refine_T10_Armor_Q1	36	8608		RefineStone	1	8608		810000	10	7	810000	3	115	1	1	2	27								
9001	Bùa Tẩy Luyện Áo Bậc 11	Refine_T11_Armor_Q1	36	8608		RefineStone	1	8608		1140000	11	7	1140000	3	125	1	1	2	30								
9002	Bùa Tẩy Luyện Áo Bậc 12	Refine_T12_Armor_Q1	36	8608		RefineStone	1	8608		1410000	12	7	1410000	3	135	1	1	2	33								
9003	Bùa Tẩy Luyện Áo Bậc 13	Refine_T13_Armor_Q1	36	8608		RefineStone	1	8608		1620000	13	7	1620000	3	145	1	1	2	36								
9004	Bùa Tẩy Luyện Áo Bậc 14	Refine_T14_Armor_Q1	36	8608		RefineStone	1	8608		1800000	14	7	1800000	3	155	1	1	2	39								
9005	Bùa Tẩy Luyện Áo Bậc 15	Refine_T15_Armor_Q1	36	8608		RefineStone	1	8608		2160000	15	7	2160000	3	165	1	1	2	42								
9006	Bùa Tẩy Luyện Áo Bậc 16	Refine_T16_Armor_Q1	36	8608		RefineStone	1	8608		2310000	16	7	2310000	3	175	1	1	2	45								
9007	Bùa Tẩy Luyện Áo Bậc 17	Refine_T17_Armor_Q1	36	8608		RefineStone	1	8608		2520000	17	7	2520000	3	185	1	1	2	48								
9008	Bùa Tẩy Luyện Áo Bậc 18	Refine_T18_Armor_Q1	36	8608		RefineStone	1	8608		1800000	18	7	1800000	3	195	1	1	2	51								
9009	Bùa Tẩy Luyện Áo Bậc 19	Refine_T19_Armor_Q1	36	8608		RefineStone	1	8608		1800000	19	7	1800000	3	205	1	1	2	54								
9010	Bùa Tẩy Luyện Áo Bậc 20	Refine_T20_Armor_Q1	36	8608		RefineStone	1	8608		1800000	20	7	1800000	3	215	1	1	2	57								
9345	Bùa Tẩy Luyện Hộ Uyển Bậc 7	Refine_T7_Cuff_Q1	36	8621		RefineStone	1	8621		100000	7	7	100000	3	83	1	1	9	18								
9011	Bùa Tẩy Luyện Hộ Uyển Bậc 8	Refine_T8_Cuff_Q1	36	8621		RefineStone	1	8621		150000	8	7	150000	3	93	1	1	9	21								
9012	Bùa Tẩy Luyện Hộ Uyển Bậc 9	Refine_T9_Cuff_Q1	36	8621		RefineStone	1	8621		190000	9	7	190000	3	103	1	1	9	24								
9013	Bùa Tẩy Luyện Hộ Uyển Bậc 10	Refine_T10_Cuff_Q1	36	8621		RefineStone	1	8621		270000	10	7	270000	3	113	1	1	9	27								
9014	Bùa Tẩy Luyện Hộ Uyển Bậc 11	Refine_T11_Cuff_Q1	36	8621		RefineStone	1	8621		380000	11	7	380000	3	123	1	1	9	30								
9015	Bùa Tẩy Luyện Hộ Uyển Bậc 12	Refine_T12_Cuff_Q1	36	8621		RefineStone	1	8621		470000	12	7	470000	3	133	1	1	9	33								
9016	Bùa Tẩy Luyện Hộ Uyển Bậc 13	Refine_T13_Cuff_Q1	36	8621		RefineStone	1	8621		540000	13	7	540000	3	143	1	1	9	36								
9017	Bùa Tẩy Luyện Hộ Uyển Bậc 14	Refine_T14_Cuff_Q1	36	8621		RefineStone	1	8621		600000	14	7	600000	3	153	1	1	9	39								
9018	Bùa Tẩy Luyện Hộ Uyển Bậc 15	Refine_T15_Cuff_Q1	36	8621		RefineStone	1	8621		720000	15	7	720000	3	163	1	1	9	42								
9019	Bùa Tẩy Luyện Hộ Uyển Bậc 16	Refine_T16_Cuff_Q1	36	8621		RefineStone	1	8621		770000	16	7	770000	3	173	1	1	9	45								
9020	Bùa Tẩy Luyện Hộ Uyển Bậc 17	Refine_T17_Cuff_Q1	36	8621		RefineStone	1	8621		840000	17	7	840000	3	183	1	1	9	48								
9021	Bùa Tẩy Luyện Hộ Uyển Bậc 18	Refine_T18_Cuff_Q1	36	8621		RefineStone	1	8621		600000	18	7	600000	3	193	1	1	9	51								
9022	Bùa Tẩy Luyện Hộ Uyển Bậc 19	Refine_T19_Cuff_Q1	36	8621		RefineStone	1	8621		600000	19	7	600000	3	203	1	1	9	54								
9023	Bùa Tẩy Luyện Hộ Uyển Bậc 20	Refine_T20_Cuff_Q1	36	8621		RefineStone	1	8621		600000	20	7	600000	3	213	1	1	9	57								
9346	Bùa Tẩy Luyện Đai Bậc 7	Refine_T7_Belt_Q1	36	8634		RefineStone	1	8634		100000	7	7	100000	3	87	1	1	7	18								
9024	Bùa Tẩy Luyện Đai Bậc 8	Refine_T8_Belt_Q1	36	8634		RefineStone	1	8634		150000	8	7	150000	3	97	1	1	7	21								
9025	Bùa Tẩy Luyện Đai Bậc 9	Refine_T9_Belt_Q1	36	8634		RefineStone	1	8634		190000	9	7	190000	3	107	1	1	7	24								
9026	Bùa Tẩy Luyện Đai Bậc 10	Refine_T10_Belt_Q1	36	8634		RefineStone	1	8634		270000	10	7	270000	3	117	1	1	7	27								
9027	Bùa Tẩy Luyện Đai Bậc 11	Refine_T11_Belt_Q1	36	8634		RefineStone	1	8634		380000	11	7	380000	3	127	1	1	7	30								
9028	Bùa Tẩy Luyện Đai Bậc 12	Refine_T12_Belt_Q1	36	8634		RefineStone	1	8634		470000	12	7	470000	3	137	1	1	7	33								
9029	Bùa Tẩy Luyện Đai Bậc 13	Refine_T13_Belt_Q1	36	8634		RefineStone	1	8634		540000	13	7	540000	3	147	1	1	7	36								
9030	Bùa Tẩy Luyện Đai Bậc 14	Refine_T14_Belt_Q1	36	8634		RefineStone	1	8634		600000	14	7	600000	3	157	1	1	7	39								
9031	Bùa Tẩy Luyện Đai Bậc 15	Refine_T15_Belt_Q1	36	8634		RefineStone	1	8634		720000	15	7	720000	3	167	1	1	7	42								
9032	Bùa Tẩy Luyện Đai Bậc 16	Refine_T16_Belt_Q1	36	8634		RefineStone	1	8634		770000	16	7	770000	3	177	1	1	7	45								
9033	Bùa Tẩy Luyện Đai Bậc 17	Refine_T17_Belt_Q1	36	8634		RefineStone	1	8634		840000	17	7	840000	3	187	1	1	7	48								
9034	Bùa Tẩy Luyện Đai Bậc 18	Refine_T18_Belt_Q1	36	8634		RefineStone	1	8634		600000	18	7	600000	3	197	1	1	7	51								
9035	Bùa Tẩy Luyện Đai Bậc 19	Refine_T19_Belt_Q1	36	8634		RefineStone	1	8634		600000	19	7	600000	3	207	1	1	7	54								
9036	Bùa Tẩy Luyện Đai Bậc 20	Refine_T20_Belt_Q1	36	8634		RefineStone	1	8634		600000	20	7	600000	3	217	1	1	7	57								
9347	Bùa Tẩy Luyện Giày Bậc 7	Refine_T7_Boots_Q1	36	8647		RefineStone	1	8647		100000	7	7	100000	3	89	1	1	6	18								
9037	Bùa Tẩy Luyện Giày Bậc 8	Refine_T8_Boots_Q1	36	8647		RefineStone	1	8647		150000	8	7	150000	3	99	1	1	6	21								
9038	Bùa Tẩy Luyện Giày Bậc 9	Refine_T9_Boots_Q1	36	8647		RefineStone	1	8647		190000	9	7	190000	3	109	1	1	6	24								
9039	Bùa Tẩy Luyện Giày Bậc 10	Refine_T10_Boots_Q1	36	8647		RefineStone	1	8647		270000	10	7	270000	3	119	1	1	6	27								
9040	Bùa Tẩy Luyện Giày Bậc 11	Refine_T11_Boots_Q1	36	8647		RefineStone	1	8647		380000	11	7	380000	3	129	1	1	6	30								
9041	Bùa Tẩy Luyện Giày Bậc 12	Refine_T12_Boots_Q1	36	8647		RefineStone	1	8647		470000	12	7	470000	3	139	1	1	6	33								
9042	Bùa Tẩy Luyện Giày Bậc 13	Refine_T13_Boots_Q1	36	8647		RefineStone	1	8647		540000	13	7	540000	3	149	1	1	6	36								
9043	Bùa Tẩy Luyện Giày Bậc 14	Refine_T14_Boots_Q1	36	8647		RefineStone	1	8647		600000	14	7	600000	3	159	1	1	6	39								
9044	Bùa Tẩy Luyện Giày Bậc 15	Refine_T15_Boots_Q1	36	8647		RefineStone	1	8647		720000	15	7	720000	3	169	1	1	6	42								
9045	Bùa Tẩy Luyện Giày Bậc 16	Refine_T16_Boots_Q1	36	8647		RefineStone	1	8647		770000	16	7	770000	3	179	1	1	6	45								
9046	Bùa Tẩy Luyện Giày Bậc 17	Refine_T17_Boots_Q1	36	8647		RefineStone	1	8647		840000	17	7	840000	3	189	1	1	6	48								
9047	Bùa Tẩy Luyện Giày Bậc 18	Refine_T18_Boots_Q1	36	8647		RefineStone	1	8647		600000	18	7	600000	3	199	1	1	6	51								
9048	Bùa Tẩy Luyện Giày Bậc 19	Refine_T19_Boots_Q1	36	8647		RefineStone	1	8647		600000	19	7	600000	3	209	1	1	6	54								
9049	Bùa Tẩy Luyện Giày Bậc 20	Refine_T20_Boots_Q1	36	8647		RefineStone	1	8647		600000	20	7	600000	3	219	1	1	6	57								
9348	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 7	Refine_T7_Weapon_Q2	36	9378		RefineStone	3	9378		800000	7	7	800000	4	80	1	1	1	20								
9050	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 8	Refine_T8_Weapon_Q2	36	9378		RefineStone	3	9378		1200000	8	7	1200000	4	90	1	1	1	23								
9051	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 9	Refine_T9_Weapon_Q2	36	9378		RefineStone	3	9378		1600000	9	7	1600000	4	100	1	1	1	26								
9052	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 10	Refine_T10_Weapon_Q2	36	9378		RefineStone	3	9378		2150000	10	7	2150000	4	110	1	1	1	29								
9053	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 11	Refine_T11_Weapon_Q2	36	9378		RefineStone	3	9378		2850000	11	7	2850000	4	120	1	1	1	32								
9054	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 12	Refine_T12_Weapon_Q2	36	9378		RefineStone	3	9378		3450000	12	7	3450000	4	130	1	1	1	35								
9055	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 13	Refine_T13_Weapon_Q2	36	9378		RefineStone	3	9378		3950000	13	7	3950000	4	140	1	1	1	38								
9056	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 14	Refine_T14_Weapon_Q2	36	9378		RefineStone	3	9378		4350000	14	7	4350000	4	150	1	1	1	41								
9057	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 15	Refine_T15_Weapon_Q2	36	9378		RefineStone	3	9378		4800000	15	7	4800000	4	160	1	1	1	44								
9058	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 16	Refine_T16_Weapon_Q2	36	9378		RefineStone	3	9378		5300000	16	7	5300000	4	170	1	1	1	47								
9059	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 17	Refine_T17_Weapon_Q2	36	9378		RefineStone	3	9378		5800000	17	7	5800000	4	180	1	1	1	50								
9060	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 18	Refine_T18_Weapon_Q2	36	9378		RefineStone	3	9378		4350000	18	7	4350000	4	190	1	1	1	53								
9061	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 19	Refine_T19_Weapon_Q2	36	9378		RefineStone	3	9378		4350000	19	7	4350000	4	200	1	1	1	56								
9062	【Kế Thừa】Bùa Tẩy Luyện Vũ Khí Bậc 20	Refine_T20_Weapon_Q2	36	9378		RefineStone	3	9378		4350000	20	7	4350000	4	210	1	1	1	59								
9349	【Kế Thừa】Bùa Tẩy Luyện Dây Chuyền Bậc 7	Refine_T7_Necklace_Q2	36	9379		RefineStone	3	9379		320000	7	7	320000	4	82	1	1	4	20								
9063	【Kế Thừa】Bùa Tẩy Luyện Dây Chuyền Bậc 8	Refine_T8_Necklace_Q2	36	9379		RefineStone	3	9379		480000	8	7	480000	4	92	1	1	4	23								
9064	【Kế Thừa】Bùa Tẩy Luyện Dây Chuyền Bậc 9	Refine_T9_Necklace_Q2	36	9379		RefineStone	3	9379		640000	9	7	640000	4	102	1	1	4	26								
9065	【Kế Thừa】Bùa Tẩy Luyện Dây Chuyền Bậc 10	Refine_T10_Necklace_Q2	36	9379		RefineStone	3	9379		860000	10	7	860000	4	112	1	1	4	29								
9066	【Kế Thừa】Bùa Tẩy Luyện Dây Chuyền Bậc 11	Refine_T11_Necklace_Q2	36	9379		RefineStone	3	9379		1140000	11	7	1140000	4	122	1	1	4	32								
