TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
1044	Phục Đoạn Giới	Un_T3_Ring_Q1		36	23		Unidentify	1	23	Cấp giám định: Lv44\nGiám định nhận Nhẫn [FFFE0D]Bậc 3[-]	40000	3	7	40000	1	44	1	999	23									
1045	Phá Quân Giới	Un_T4_Ring_Q1		36	24		Unidentify	1	24	Cấp giám định: Lv54\nGiám định nhận Nhẫn [FFFE0D]Bậc 4[-]	80000	4	7	80000	1	54	1	999	24									
1046	Hoang Vu Giới	Un_T5_Ring_Q1		36	25		Unidentify	1	25	Cấp giám định: Lv64\nGiám định nhận Nhẫn [FFFE0D]Bậc 5[-]	160000	5	7	160000	1	64	1	999	25									
1047	Hỏa Phủ Giới	Un_T6_Ring_Q1		36	26		Unidentify	1	26	Cấp giám định: Lv74\nGiám định nhận Nhẫn [FFFE0D]Bậc 6[-]	320000	6	7	320000	1	74	1	999	26									
1048	Thương Khung Giới	Un_T7_Ring_Q1		36	27		Unidentify	1	27	Cấp giám định: Lv84\nGiám định nhận Nhẫn [FFFE0D]Bậc 7[-]	640000	7	7	640000	1	84	1	999	27									
1049	Hình Thiên Giới	Un_T8_Ring_Q1		36	28		Unidentify	1	28	Cấp giám định: Lv94\nGiám định nhận Nhẫn [FFFE0D]Bậc 8[-]	900000	8	7	900000	1	94	1	999	28									
1050	Ứng Long Giới	Un_T9_Ring_Q1		36	29		Unidentify	1	29	Cấp giám định: Lv104\nGiám định nhận Nhẫn [FFFE0D]Bậc 9[-]	1200000	9	7	1200000	1	104	1	999	29									
1051	Thụy Tường Giới	Un_T10_Ring_Q1		36	30		Unidentify	1	30	Cấp giám định: Lv114\nGiám định nhận Nhẫn [FFFE0D]Bậc 10[-]	1600000	10	7	1600000	1	114	1	999	30									
5481	Bạch Trạch Giới	Un_T11_Ring_Q1		36	4921		Unidentify	1	4921	Cấp giám định: Lv124\nGiám định nhận Nhẫn [FFFE0D]Bậc 11[-]	2000000	11	7	2000000	1	124	1	999	4921									
5482	Kỳ Lân Giới	Un_T12_Ring_Q1		36	4922		Unidentify	1	4922	Cấp giám định: Lv134\nGiám định nhận Nhẫn [FFFE0D]Bậc 12[-]	2400000	12	7	2400000	1	134	1	999	4922									
5483	Phượng Vũ Giới	Un_T13_Ring_Q1		36	4923		Unidentify	1	4923	Cấp giám định: Lv144\nGiám định nhận Nhẫn [FFFE0D]Bậc 13[-]	2700000	13	7	2700000	1	144	1	999	4923									
5484	Tiễn Ngư Giới	Un_T14_Ring_Q1		36	4924		Unidentify	1	4924	Cấp giám định: Lv154\nGiám định nhận Nhẫn [FFFE0D]Bậc 14[-]	2960000	14	7	2960000	1	154	1	999	4924									
5485	Tiêm Vũ Giới	Un_T15_Ring_Q1		36	4925		Unidentify	1	4925	Cấp giám định: Lv164\nGiám định nhận Nhẫn [FFFE0D]Bậc 15[-]	3272000	15	7	3272000	1	164	1	999	4925									
5486	Diễn Hoa Giới	Un_T16_Ring_Q1		36	4926		Unidentify	1	4926	Cấp giám định: Lv174\nGiám định nhận Nhẫn [FFFE0D]Bậc 16[-]	3600000	16	7	3600000	1	174	1	999	4926									
5487	Thiên Long Giới	Un_T17_Ring_Q1		36	4927		Unidentify	1	4927	Cấp giám định: Lv184\nGiám định nhận Nhẫn [FFFE0D]Bậc 17[-]	3960000	17	7	3960000	1	184	1	999	4927									
5488	Nhẫn T18	Un_T18_Ring_Q1		36	4928		Unidentify	1	4928	Cấp giám định: Lv194\nGiám định nhận Nhẫn [FFFE0D]Bậc 18[-]	900000	18	7	900000	1	194	1	999	4928									
5489	Nhẫn T19	Un_T19_Ring_Q1		36	4929		Unidentify	1	4929	Cấp giám định: Lv204\nGiám định nhận Nhẫn [FFFE0D]Bậc 19[-]	1200000	19	7	1200000	1	204	1	999	4929									
5490	Nhẫn T20	Un_T20_Ring_Q1		36	4930		Unidentify	1	4930	Cấp giám định: Lv214\nGiám định nhận Nhẫn [FFFE0D]Bậc 20[-]	1600000	20	7	1600000	1	214	1	999	4930									
1052	Lan Hoa Bội	Un_T1_Pendant_Q1		36	31		Unidentify	1	31	Cấp giám định: Lv1\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 1[-]	10000	1	7	10000	1	1	1	999	31									
1053	Hà Diệp Bội	Un_T2_Pendant_Q1		36	32		Unidentify	1	32	Cấp giám định: Lv32\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 2[-]	20000	2	7	20000	1	32	1	999	32									
1054	Lộc Văn Bội	Un_T3_Pendant_Q1		36	33		Unidentify	1	33	Cấp giám định: Lv46\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 3[-]	40000	3	7	40000	1	46	1	999	33									
1055	Ngọc Thiền Bội	Un_T4_Pendant_Q1		36	34		Unidentify	1	34	Cấp giám định: Lv56\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 4[-]	80000	4	7	80000	1	56	1	999	34									
1056	Long Ngư Bội	Un_T5_Pendant_Q1		36	35		Unidentify	1	35	Cấp giám định: Lv66\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 5[-]	160000	5	7	160000	1	66	1	999	35									
1057	Nhạn Hành Bội	Un_T6_Pendant_Q1		36	36		Unidentify	1	36	Cấp giám định: Lv76\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 6[-]	320000	6	7	320000	1	76	1	999	36									
1058	Câu Vân Bội	Un_T7_Pendant_Q1		36	37		Unidentify	1	37	Cấp giám định: Lv86\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 7[-]	640000	7	7	640000	1	86	1	999	37									
1059	Long Thủ Bội	Un_T8_Pendant_Q1		36	38		Unidentify	1	38	Cấp giám định: Lv96\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 8[-]	900000	8	7	900000	1	96	1	999	38									
1060	Côn Bằng Bội	Un_T9_Pendant_Q1		36	39		Unidentify	1	39	Cấp giám định: Lv106\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 9[-]	1200000	9	7	1200000	1	106	1	999	39									
1061	Bắc Minh Bội	Un_T10_Pendant_Q1		36	40		Unidentify	1	40	Cấp giám định: Lv116\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 10[-]	1600000	10	7	1600000	1	116	1	999	40									
5491	Thiên Tâm Bội	Un_T11_Pendant_Q1		36	4931		Unidentify	1	4931	Cấp giám định: Lv126\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 11[-]	2000000	11	7	2000000	1	126	1	999	4931									
5492	Tì Hưu Bội	Un_T12_Pendant_Q1		36	4932		Unidentify	1	4932	Cấp giám định: Lv136\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 12[-]	2400000	12	7	2400000	1	136	1	999	4932									
5493	Tất Phương Bội	Un_T13_Pendant_Q1		36	4933		Unidentify	1	4933	Cấp giám định: Lv146\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 13[-]	2700000	13	7	2700000	1	146	1	999	4933									
5494	Chúc Chiếu Bội	Un_T14_Pendant_Q1		36	4934		Unidentify	1	4934	Cấp giám định: Lv156\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 14[-]	2960000	14	7	2960000	1	156	1	999	4934									
5495	U Huỳnh Bội	Un_T15_Pendant_Q1		36	4935		Unidentify	1	4935	Cấp giám định: Lv166\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 15[-]	3272000	15	7	3272000	1	166	1	999	4935									
5496	Uất Kim Bội	Un_T16_Pendant_Q1		36	4936		Unidentify	1	4936	Cấp giám định: Lv176\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 16[-]	3600000	16	7	3600000	1	176	1	999	4936									
5497	Hạo Sắc Bội	Un_T17_Pendant_Q1		36	4937		Unidentify	1	4937	Cấp giám định: Lv186\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 17[-]	3960000	17	7	3960000	1	186	1	999	4937									
5498	Ngọc Bội T18	Un_T18_Pendant_Q1		36	4938		Unidentify	1	4938	Cấp giám định: Lv196\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 18[-]	900000	18	7	900000	1	196	1	999	4938									
5499	Ngọc Bội T19	Un_T19_Pendant_Q1		36	4939		Unidentify	1	4939	Cấp giám định: Lv206\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 19[-]	1200000	19	7	1200000	1	206	1	999	4939									
5500	Ngọc Bội T20	Un_T20_Pendant_Q1		36	4940		Unidentify	1	4940	Cấp giám định: Lv216\nGiám định nhận Ngọc Bội [FFFE0D]Bậc 20[-]	1600000	20	7	1600000	1	216	1	999	4940									
1062	Linh Lung Phù	Un_T1_Amulet_Q1		36	41		Unidentify	1	41	Cấp giám định: Lv1\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 1[-]	10000	1	7	10000	1	1	1	999	41									
1063	Bách Cẩm Phù	Un_T2_Amulet_Q1		36	42		Unidentify	1	42	Cấp giám định: Lv36\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 2[-]	20000	2	7	20000	1	36	1	999	42									
1064	Thích Ngư Phù	Un_T3_Amulet_Q1		36	43		Unidentify	1	43	Cấp giám định: Lv48\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 3[-]	40000	3	7	40000	1	48	1	999	43									
1065	Xuất Vân Phù	Un_T4_Amulet_Q1		36	44		Unidentify	1	44	Cấp giám định: Lv58\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 4[-]	80000	4	7	80000	1	58	1	999	44									
1066	Thiên Canh Phù	Un_T5_Amulet_Q1		36	45		Unidentify	1	45	Cấp giám định: Lv68\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 5[-]	160000	5	7	160000	1	68	1	999	45									
1067	Lôi Thần Phù	Un_T6_Amulet_Q1		36	46		Unidentify	1	46	Cấp giám định: Lv78\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 6[-]	320000	6	7	320000	1	78	1	999	46									
1068	Thiên Ma Phù	Un_T7_Amulet_Q1		36	47		Unidentify	1	47	Cấp giám định: Lv88\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 7[-]	640000	7	7	640000	1	88	1	999	47									
1069	Thanh Hư Phù	Un_T8_Amulet_Q1		36	48		Unidentify	1	48	Cấp giám định: Lv98\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 8[-]	900000	8	7	900000	1	98	1	999	48									
1070	Tiên Duyên Phù	Un_T9_Amulet_Q1		36	49		Unidentify	1	49	Cấp giám định: Lv108\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 9[-]	1200000	9	7	1200000	1	108	1	999	49									
1071	Tử Phách Phù	Un_T10_Amulet_Q1		36	50		Unidentify	1	50	Cấp giám định: Lv118\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 10[-]	1600000	10	7	1600000	1	118	1	999	50									
5501	Xích Tiêu Phù	Un_T11_Amulet_Q1		36	4941		Unidentify	1	4941	Cấp giám định: Lv128\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 11[-]	2000000	11	7	2000000	1	128	1	999	4941									
5502	Quảng Hàn Phù	Un_T12_Amulet_Q1		36	4942		Unidentify	1	4942	Cấp giám định: Lv138\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 12[-]	2400000	12	7	2400000	1	138	1	999	4942									
5503	Nguyệt Tiên Phù	Un_T13_Amulet_Q1		36	4943		Unidentify	1	4943	Cấp giám định: Lv148\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 13[-]	2700000	13	7	2700000	1	148	1	999	4943									
5504	Song Ngư Phù	Un_T14_Amulet_Q1		36	4944		Unidentify	1	4944	Cấp giám định: Lv158\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 14[-]	2960000	14	7	2960000	1	158	1	999	4944									
5505	Y Hà Phù	Un_T15_Amulet_Q1		36	4945		Unidentify	1	4945	Cấp giám định: Lv168\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 15[-]	3272000	15	7	3272000	1	168	1	999	4945									
5506	Tỷ Dực Phù	Un_T16_Amulet_Q1		36	4946		Unidentify	1	4946	Cấp giám định: Lv178\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 16[-]	3600000	16	7	3600000	1	178	1	999	4946									
5507	Yến Mộc Phù	Un_T17_Amulet_Q1		36	4947		Unidentify	1	4947	Cấp giám định: Lv188\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 17[-]	3960000	17	7	3960000	1	188	1	999	4947									
5508	Hộ Thân Phù T18	Un_T18_Amulet_Q1		36	4948		Unidentify	1	4948	Cấp giám định: Lv198\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 18[-]	900000	18	7	900000	1	198	1	999	4948									
5509	Hộ Thân Phù T19	Un_T19_Amulet_Q1		36	4949		Unidentify	1	4949	Cấp giám định: Lv208\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 19[-]	1200000	19	7	1200000	1	208	1	999	4949									
5510	Hộ Thân Phù T20	Un_T20_Amulet_Q1		36	4950		Unidentify	1	4950	Cấp giám định: Lv218\nGiám định nhận Hộ Thân Phù [FFFE0D]Bậc 20[-]	1600000	20	7	1600000	1	218	1	999	4950									
1072	Nón Bậc 1	Un_T1_Helm_Q1	5101	36	10201		Unidentify	1	10201	Cấp giám định: Lv1\nGiám định nhận Nón [FFFE0D]Bậc 1[-]	5000	1	7	5000	1	1	1	999	51									
1073	Nón Bậc 2	Un_T2_Helm_Q1	5102	36	10202		Unidentify	1	10202	Cấp giám định: Lv22\nGiám định nhận Nón [FFFE0D]Bậc 2[-]	10000	2	7	10000	1	22	1	999	52									
1074	Nón Bậc 3	Un_T3_Helm_Q1	5103	36	10203		Unidentify	1	10203	Cấp giám định: Lv41\nGiám định nhận Nón [FFFE0D]Bậc 3[-]	20000	3	7	20000	1	41	1	999	53									
1075	Nón Bậc 4	Un_T4_Helm_Q1	5104	36	10204		Unidentify	1	10204	Cấp giám định: Lv51\nGiám định nhận Nón [FFFE0D]Bậc 4[-]	40000	4	7	40000	1	51	1	999	54									
1076	Nón Bậc 5	Un_T5_Helm_Q1	5105	36	10205		Unidentify	1	10205	Cấp giám định: Lv61\nGiám định nhận Nón [FFFE0D]Bậc 5[-]	80000	5	7	80000	1	61	1	999	55									
1077	Nón Bậc 6	Un_T6_Helm_Q1	5106	36	10206		Unidentify	1	10206	Cấp giám định: Lv71\nGiám định nhận Nón [FFFE0D]Bậc 6[-]	160000	6	7	160000	1	71	1	999	56									
1078	Nón Bậc 7	Un_T7_Helm_Q1	5107	36	10207		Unidentify	1	10207	Cấp giám định: Lv81\nGiám định nhận Nón [FFFE0D]Bậc 7[-]	320000	7	7	320000	1	81	1	999	57									
1079	Nón Bậc 8	Un_T8_Helm_Q1	5108	36	10208		Unidentify	1	10208	Cấp giám định: Lv91\nGiám định nhận Nón [FFFE0D]Bậc 8[-]	450000	8	7	450000	1	91	1	999	58									
1080	Nón Bậc 9	Un_T9_Helm_Q1	5109	36	10209		Unidentify	1	10209	Cấp giám định: Lv101\nGiám định nhận Nón [FFFE0D]Bậc 9[-]	600000	9	7	600000	1	101	1	999	59									
1081	Nón Bậc 10	Un_T10_Helm_Q1	5110	36	10210		Unidentify	1	10210	Cấp giám định: Lv111\nGiám định nhận Nón [FFFE0D]Bậc 10[-]	800000	10	7	800000	1	111	1	999	60									
5511	Nón Bậc 11	Un_T11_Helm_Q1	5111	36			Unidentify	1		Cấp giám định: Lv121\nGiám định nhận Nón [FFFE0D]Bậc 11[-]	1000000	11	7	1000000	1	121	1	999	4951									
5512	Nón Bậc 12	Un_T12_Helm_Q1	5112	36			Unidentify	1		Cấp giám định: Lv131\nGiám định nhận Nón [FFFE0D]Bậc 12[-]	1200000	12	7	1200000	1	131	1	999	4952									
5513	Nón Bậc 13	Un_T13_Helm_Q1	5113	36			Unidentify	1		Cấp giám định: Lv141\nGiám định nhận Nón [FFFE0D]Bậc 13[-]	1350000	13	7	1350000	1	141	1	999	4953									
5514	Nón Bậc 14	Un_T14_Helm_Q1	5114	36			Unidentify	1		Cấp giám định: Lv151\nGiám định nhận Nón [FFFE0D]Bậc 14[-]	1480000	14	7	1480000	1	151	1	999	4954									
5515	Nón Bậc 15	Un_T15_Helm_Q1	5115	36			Unidentify	1		Cấp giám định: Lv161\nGiám định nhận Nón [FFFE0D]Bậc 15[-]	1636000	15	7	1636000	1	161	1	999	4955									
5516	Nón Bậc 16	Un_T16_Helm_Q1	5116	36			Unidentify	1		Cấp giám định: Lv171\nGiám định nhận Nón [FFFE0D]Bậc 16[-]	1800000	16	7	1800000	1	171	1	999	4956									
5517	Nón Bậc 17	Un_T17_Helm_Q1	5117	36			Unidentify	1		Cấp giám định: Lv181\nGiám định nhận Nón [FFFE0D]Bậc 17[-]	1980000	17	7	1980000	1	181	1	999	4957									
5518	Nón Bậc 18	Un_T18_Helm_Q1	5118	36			Unidentify	1		Cấp giám định: Lv191\nGiám định nhận Nón [FFFE0D]Bậc 18[-]	450000	18	7	450000	1	191	1	999	4958									
5519	Nón Bậc 19	Un_T19_Helm_Q1	5119	36			Unidentify	1		Cấp giám định: Lv201\nGiám định nhận Nón [FFFE0D]Bậc 19[-]	600000	19	7	600000	1	201	1	999	4959									
5520	Nón Bậc 20	Un_T20_Helm_Q1	5120	36			Unidentify	1		Cấp giám định: Lv211\nGiám định nhận Nón [FFFE0D]Bậc 20[-]	800000	20	7	800000	1	211	1	999	4960									
