nCardId	szTalk
69	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
70	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
71	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
72	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
73	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
74	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
75	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
76	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
77	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
78	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
79	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
80	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
81	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
82	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
83	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
84	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
85	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
86	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
87	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
88	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
89	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
90	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
91	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
92	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
93	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
94	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
95	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
96	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
97	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
98	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
99	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
100	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
101	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
102	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
103	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
104	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
105	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
106	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
107	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
108	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
109	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
110	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
111	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
112	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
113	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
114	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
115	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
116	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
117	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
118	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
119	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
120	Chủ nhân sai ta đến thăm hỏi ngươi, trò chuyện với ngươi nhiều hơn.
