EmotionId	Length	SizeX	SizeY	Atlas	Desc
52	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
53	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
54	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
55	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
56	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
57	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
58	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
59	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
60	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
61	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
62	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
63	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
64	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
65	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
66	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
67	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
68	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
69	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
70	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
71	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
82	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
83	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
84	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
85	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
86	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
87	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
88	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
89	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
90	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
91	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
101	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
102	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
103	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
104	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
105	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
106	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
107	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
108	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
109	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
110	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
111	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
112	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
113	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
114	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
115	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
116	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
117	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
118	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
119	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
120	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
121	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
122	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
123	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
124	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
125	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
126	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
127	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
128	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
129	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
130	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
131	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
132	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
133	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
134	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
135	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
136	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
137	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
138	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
139	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
140	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
141	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
800	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	Thần
852	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đoàn Thị Đại Sư Huynh
853	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đoàn Thị Đại Sư Tỷ
854	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tiêu Dao Đại Sư Tỷ
855	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Minh Giáo Đại Sư Huynh
856	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Minh Giáo Đại Sư Tỷ
857	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Vương Đại Sư Tỷ
858	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	Địa
859	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	 ngày
860	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Côn Lôn Đại Huynh
861	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Sơn Đại Tỷ
862	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Sơn Đại Huynh
863	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố: Võ Lâm Đệ Tam Mỹ Nhân (VN)
864	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố: Võ Lâm Đệ Nhị Mỹ Nhân (VN)
865	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Lời Hứa Ngàn Vàng
866	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tri Âm
867	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Fan Siêu Cấp
868	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Kim Thanh Ngọc Sắc
869	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Lại Trợ Công
870	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Điệu Du Dương
871	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Châu Ngọc Chi Thanh
872	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Phượng Hoàng Chi Minh
873	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tiên Lại Chi Âm
874	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Bá Đao Hảo Thanh
875	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Sơn Hảo Thanh
876	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Trường Ca Hảo Thanh
877	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tàng Kiếm Hảo Thanh
878	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Ngũ Độc Hảo Thanh
879	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Cái Bang Hảo Thanh
880	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Côn Lôn Hảo Thanh
881	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đường Môn Hảo Thanh
882	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thúy Yên Hảo Thanh
883	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiếu Lâm Hảo Thanh
884	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Nhẫn Hảo Thanh
885	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Võ Đang Hảo Thanh
886	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đào Hoa Hảo Thanh
887	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tiêu Dao Hảo Thanh
888	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Nga Mi Hảo Thanh
889	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Vương Hảo Thanh
890	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Bá Đao Cường Thanh
891	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Sơn Cường Thanh
892	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Trường Ca Cường Thanh
893	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tàng Kiếm Cường Thanh
894	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Ngũ Độc Cường Thanh
895	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Cái Bang Cường Thanh
896	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Côn Lôn Cường Thanh
897	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đường Môn Cường Thanh
898	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thúy Yên Cường Thanh
899	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiếu Lâm Cường Thanh
900	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Nhẫn Cường Thanh
901	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Võ Đang Cường Thanh
902	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đào Hoa Cường Thanh
903	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tiêu Dao Cường Thanh
904	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Nga Mi Cường Thanh
905	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Vương Cường Thanh
906	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hương Cảng Hảo Thanh
907	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đông Bắc Hảo Thanh
908	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tây Nam Hảo Thanh
909	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tây Bắc Hảo Thanh
910	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Bắc Hảo Thanh
911	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Trung Hảo Thanh
912	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Nam Hảo Thanh
913	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Đông Hảo Thanh
914	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hương Cảng Cường Thanh
915	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đông Bắc Cường Thanh
916	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tây Nam Cường Thanh
917	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tây Bắc Cường Thanh
918	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Bắc Cường Thanh
919	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Trung Cường Thanh
920	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Nam Cường Thanh
921	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Hoa Đông Cường Thanh
922	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thanh Thoát
923	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thanh Động Tứ Hải
924	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Tiếng Thanh Xuân
925	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Giọng Truyền Cảm
926	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thanh Danh
928	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Truyền Cảm
929	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Võ Đang Đại Sư Tỷ
930	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Bá Đao Đại Sư Huynh
931	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Bá Đao Đại Sư Tỷ
932	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Người Chơi Ngôi Sao
933	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Sơn Đại Sư Tỷ
934	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Thiên Sơn Đại Sư Huynh
935	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	Tiền tệ: Chân Khí
936	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố chat: Võ Lâm Chí Tôn
937	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Quốc Sắc Thiên Hương
938	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố chat: Tàng Kiếm Đại Sư Huynh
939	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố chat: Trường Ca Đại Sư Tỷ
940	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	Lì Xì Thế Giới
943	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Đệ Nhất Mỹ Nhân Server
942	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Võ Lâm Đại Mỹ Nhân TOP 20
941	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Tiền tố trò chuyện: Võ Lâm Đệ Nhất Mỹ Nhân
944	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
945	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
946	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
947	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
948	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
949	49	47	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	Kết Bái
950	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
951	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
952	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
953	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
954	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
955	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
956	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
957	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
958	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
959	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
960	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
961	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
962	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
963	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
964	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
965	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
966	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
967	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
968	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
969	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
970	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
971	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
972	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
973	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
974	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
975	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
976	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
977	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
978	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
979	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
980	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
981	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
982	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
983	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
984	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
985	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
986	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
987	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
988	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
989	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
990	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
991	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
992	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
993	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
994	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
995	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
996	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
997	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
998	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
999	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
